speaker,word,phone,prev,post,voicing,start,end,VOT
S13,t a,t,<p:>,a,voiceless,136.52,136.538,0.01800000000000068
S13,h o j t a a m a r,t,j,a,voiceless,143.12645681211887,143.13830822756228,0.0118514154434024
S13,h a s_m i t a k o a k,t,i,a,voiceless,146.215,146.23,0.01499999999998635
S13,h o j t a a m a r,t,j,a,voiceless,147.026,147.04600000000002,0.02000000000001023
S13,u r th e,th,r,e,voiceless,147.69249771918126,147.73573472470102,0.04323700551975662
S13,e t a,t,e,a,voiceless,148.6755555273689,148.6913243176173,0.01576879024838717
S13,k a r t j e rr e k o,t,r,j,voiceless,150.481,150.49800000000002,0.01700000000002433
S13,k a r t j e rr e k o,k,e,o,voiceless,150.728,150.749,0.02099999999998658
S13,a r th o,th,r,o,voiceless,151.059,151.161,0.10200000000000388
S13,h u n t a n,t,n,a,voiceless,163.004960150184,163.02454397033117,0.01958382014717585
S13,p u L i t a,p,i,u,voiceless,165.299,165.31956998229072,0.02056998229070927
S13,p u L i t a,t,i,a,voiceless,165.59099999999998,165.606,0.01500000000001478
S13,b e j t a,t,j,a,voiceless,165.89993413822447,165.9342694073137,0.03433526908924023
S13,t a,t,a,a,voiceless,166.29968350260572,166.32484045107125,0.02515694846553629
S13,p l a s_m a t j a,t,a,j,voiceless,167.03199999999998,167.04899999999998,0.0169999999999959
S13,d y t e n a k,t,y,e,voiceless,169.52700000000002,169.55200000000002,0.02500000000000568
S13,l o t i s_m a m e n_d d y,t,o,i,voiceless,173.024,173.042,0.01800000000000068
S13,b a t,t,a,l,voiceless,173.72199999999998,173.741,0.01900000000000545
S13,ph e n ts_m e,ph,<p:>,e,voiceless,175.216,175.23600000000002,0.02000000000001023
S13,k a n t i t a t j a k,t,i,a,voiceless,182.81630119204237,182.832,0.01569880795767631
S13,b e t i,t,e,i,voiceless,184.416,184.44,0.02400000000000091
S13,p a r t e,p,n,a,voiceless,187.01,187.038,0.02800000000002001
S13,p a r t e,t,r,e,voiceless,187.2243705572677,187.235,0.01062944273229504
S13,b a t e s_m,t,a,e,voiceless,188.267,188.29,0.02299999999999613
S13,h o j t a,t,j,a,voiceless,189.34,189.3532549523919,0.01325495239188967
S13,g o t o rr a,t,o,o,voiceless,192.621,192.6546133355566,0.03361333555659485
S13,h o j t a,t,j,a,voiceless,193.669,193.691,0.02199999999999136
S13,a r th o a,th,r,o,voiceless,195.791,195.81356998229072,0.02256998229071882
S13,k a n t y s_m,t,n_d,y,voiceless,198.055,198.06216824586016,0.0071682458601856
S13,t a,t,<p:>,a,voiceless,200.83300350344987,200.85462200620975,0.02161850275987831
S13,t a,t,n,a,voiceless,202.219,202.249,0.03000000000000113
S13,p u L i t a,t,i,a,voiceless,204.2995918622355,204.3545282927783,0.05493643054279573
S13,h a r t a j k,t,r,a,voiceless,205.484,205.506,0.02199999999999136
S13,ts_m a k y,k,a,y,voiceless,209.516,209.541,0.02500000000000568
S13,s_m i t j e n,t,i,j,voiceless,210.133,210.165,0.03199999999998226
S13,b e rr o j t a h a m a r,t,j,a,voiceless,210.576,210.595,0.01899999999997703
S13,e t a,t,e,a,voiceless,215.493,215.511,0.01800000000000068
S13,s_a e k y l a,k,e,y,voiceless,220.272,220.29279830565775,0.02079830565779161
S13,e r t e n,t,r,e,voiceless,220.916,220.931,0.01500000000001478
S13,b i t i r a,t,i,i,voiceless,226.197,226.21355264098435,0.01655264098437214
S13,Z i t e n,t,i,e,voiceless,231.504,231.525,0.02099999999998658
S13,k o n p a a s_m j o n e,p,m,a,voiceless,232.17,232.201,0.03100000000000591
S13,h e s_a k w a r a,k,s_a,w,voiceless,234.91350866184135,234.942,0.02849133815863069
S13,a j t a k,t,j,a,voiceless,237.938,237.959,0.021000000000015
S13,e t a,t,e,a,voiceless,241.93011622194112,241.94181564696413,0.01169942502301069
S13,k o m i J n j a,k,<p:>,o,voiceless,242.881,242.90095314328428,0.01995314328428321
S13,e t a,t,e,a,voiceless,243.72115834107635,243.739,0.01784165892365763
S13,m a k i J u n e k i J,k,a,i,voiceless,252.806,252.839,0.03300000000001546
S13,m a k i J u n e k i J,k,e,i,voiceless,253.224,253.2365092877185,0.01250928771850112
S13,k a a l e,k,n,a,voiceless,253.499,253.517,0.01800000000000068
S13,a r t a n,t,r,a,voiceless,255.0808792279209,255.091,0.01012077207911943
S13,m a k i J u n a,k,a,i,voiceless,260.52541679691814,260.539659575207,0.01424277828886033
S13,m a k i J u n a,k,a,i,voiceless,262.41692546757133,262.4469370361086,0.03001156853724751
S13,m a k i J u n a r i,k,a,i,voiceless,263.82000000000005,263.84400000000005,0.02400000000000091
S13,n o m b a j t i k,t,j,i,voiceless,267.996,268.0092722936982,0.0132722936982077
S13,t e l e f o n a,t,k,e,voiceless,268.9332003711639,268.942,0.00879962883612961
S13,e t a,t,e,a,voiceless,272.02525782223506,272.05250823368704,0.02725041145197337
S13,k a t i S i m a n,t,a,i,voiceless,272.30635321596145,272.31576362304514,0.009410407083692
S13,k o m i n o n e,k,<p:>,o,voiceless,275.1556467336422,275.18249405312287,0.0268473194806802
S13,a r t j o,t,r,j,voiceless,276.223,276.238,0.01499999999998635
S13,b e t i,t,e,i,voiceless,277.824,277.863,0.03899999999998727
S14,g e o,g,<p:>,e,voiced,9.128221117564928,9.148797770732044,0.02057665316711876
S14,b a a ts_m e,b,<p:>,a,voiced,14.20001900260969,14.228483803395614,-0.02846480078592428
S14,g e h i S o J o,g,a,e,voiced,51.03913473507649,51.06540993580196,-0.02627520072547184
S14,d a w j a t e n e s_m,d,NA,a,voiced,68.04703393217463,68.177680069115155,-0.13064613694052696
S14,b e rr e h y n,b,NA,e,voiced,108.71867659994966,108.80188140224698,-0.08320480229731686
S14,b i h a r,b,<p:>,i,voiced,130.0468176694779,130.09717847086836,-0.05036080139046817
S14,b e h a r,b,<p:>,e,voiced,139.03794088561952,139.05545768610318,-0.01751680048366211
S14,b e h a r,b,<p:>,e,voiced,140.64576726802693,140.6800710023074,-0.03430373428045641
S14,b e h a r,b,<p:>,e,voiced,142.3463,142.35622540315376,-0.00992540315374412
S14,b a n j a n,b,<p:>,a,voiced,143.9338568997365,143.94157291817478,-0.00771601843828762
S14,b e h a r,b,z_m,e,voiced,152.75244727882134,152.770451321844,-0.01800404302267111
S14,g a s_m t e k,g,<p:>,a,voiced,154.2605284930913,154.26442734426385,-0.00389885117255062
S14,b e s_a t e,b,k,e,voiced,219.1723238242649,219.2655963407777,-0.09327251651279768
S14,b j a r n o n,b,<p:>,j,voiced,244.2424121592479,244.26220632673937,-0.01979416749145457
S14,e k t a r a,t,k,a,voiceless,4.109348349816006,4.121,0.01165165018399339
S14,a r th o,th,r,o,voiceless,4.445,4.492,0.04699999999999971
S14,i t e n,t,i,e,voiceless,4.688742464351425,4.713203538408463,0.02446107405703745
S14,g i n_d d i k a n,k,i,a,voiceless,5.0099039753909835,5.026286162603494,0.0163821872125105
S14,t a,t,<p:>,a,voiceless,7.619128388914442,7.640672087166511,0.02154369825206892
S14,t a,t,a,a,voiceless,11.320120396734133,11.353000000000002,0.03287960326587047
S14,g i t a k,t,i,a,voiceless,11.81,11.826,0.01600000000000001
S14,e t a,t,e,a,voiceless,12.165,12.19634532773689,0.03134532773688825
S14,e t a,t,e,a,voiceless,13.002,13.015797892134312,0.01379789213431337
S14,t a,t,o,a,voiceless,13.522,13.561000000000002,0.03900000000000148
S14,b e th i,th,e,i,voiceless,15.024,15.065211530588776,0.04121153058877525
S14,i t e n,t,i,e,voiceless,15.229,15.246581470791169,0.01758147079116767
S14,g i n_d d i k a n,k,i,a,voiceless,15.579,15.590778170423182,0.01177817042318096
S14,e t a,t,e,a,voiceless,23.405,23.437,0.03200000000000003
S14,b e th i,th,e,i,voiceless,25.00769129139834,25.038,0.0303087086016589
S14,t e r t e r t e r,t,i,e,voiceless,25.177,25.206817613845445,0.02981761384544512
S14,g i t u k,t,i,u,voiceless,27.004,27.033,0.02899999999999991
S14,k a r t j e r,k,<p:>,a,voiceless,27.763187554047835,27.779345327736888,0.01615777368905213
S14,k a r t j e r,t,r,j,voiceless,27.940549502069917,27.965010576126954,0.02446107405703657
S14,e s_m t a k j a t,k,a,j,voiceless,28.908906772727544,28.933879861222824,0.02497308849527968
S14,d a w j a t e n e s_m,t,a,e,voiceless,29.661,29.67536878679853,0.01436878679852782
S14,u kh a n,kh,u,a,voiceless,31.808,31.856,0.04800000000000182
S14,e t a,t,e,a,voiceless,32.97,32.994479124885,0.02447912488499781
S14,e t a,t,e,a,voiceless,35.94,35.969498846596125,0.02949884659612678
S14,i t u k,t,i,u,voiceless,38.11574658061177,38.13145141099355,0.01570483038178594
S14,n u n t i k,t,n_d,i,voiceless,39.052,39.06793968146274,0.01593968146273994
S14,n u n t i k,t,n_d,i,voiceless,41.161,41.18,0.01899999999999835
S14,k u n t r a B a n_d d a,t,n_d,r,voiceless,41.567,41.587,0.01999999999999602
S14,g i n t j a n,t,n,j,voiceless,43.79473079114403,43.81092955124908,0.01619876010504839
S14,e r t e k o,t,r,e,voiceless,44.102999999999994,44.12770353840846,0.02470353840846684
S14,e G o i t j a,t,i,j,voiceless,46.349,46.36688850850965,0.01788850850965673
S14,t a,t,<p:>,a,voiceless,47.22,47.235,0.01500000000000056
S14,u r t e,t,r,e,voiceless,48.037,48.06,0.02300000000000324
S14,e t a,t,<p:>,a,voiceless,49.92,49.94562091421343,0.02562091421342671
S14,e rr e t r e t a,t,e,a,voiceless,50.703,50.726,0.02300000000000324
S14,h a r t a k o,t,r,a,voiceless,51.75215625610464,51.77112015542123,0.01896389931658859
S14,t a,t,<p:>,a,voiceless,52.90984906508739,52.918,0.00815093491260654
S14,e n i k a n,k,i,a,voiceless,55.685,55.7,0.01500000000000056
S14,u kh a j t e n,kh,u,a,voiceless,55.88896477583422,55.90541391394987,0.01644913811565374
S14,u kh a j t e n,t,j,e,voiceless,56.06100000000001,56.076,0.01499999999999346
S14,m u t h i L n e s_a k a t o,th,u,i,voiceless,56.95312039673412,56.973766440892355,0.02064604415823368
S14,m u t h i L n e s_a k a t o,t,a,o,voiceless,57.45193993082109,57.46412350422369,0.01218357340260212
S14,g i n t j e l a k o a n,t,n_d,j,voiceless,58.113,58.13,0.01700000000000301
S14,t a,t,<p:>,a,voiceless,64.97400408628846,64.99945367408513,0.02544958779667183
S14,g e r th a t y,th,r,a,voiceless,65.713,65.735,0.02200000000000557
S14,g e r th a t y,t,a,y,voiceless,65.8634706152254,65.89129789213432,0.02782727690892272
S14,b e s_a t e k,t,s_a,e,voiceless,66.89899999999999,66.92670353840846,0.02770353840847406
S14,d a w j a t e n e s_m,t,e,e,voiceless,68.508,68.539,0.03100000000000591
S14,e m a j t e k o,t,j,e,voiceless,72.278,72.30000000000001,0.02200000000000557
S14,d y t a n,t,y,a,voiceless,73.267,73.28701057612695,0.02001057612694978
S14,h o r t a n,t,r,a,voiceless,74.276,74.28969554622813,0.01369554622813495
S14,h a m a j k a,k,j,a,voiceless,75.21983430417974,75.24159011360676,0.02175580942702026
S14,p u s_a k a,p,m,u,voiceless,76.13799999999999,76.15299999999999,0.01500000000000056
S14,p u s_a k a,k,s_a,a,voiceless,76.34224965435469,76.36671072841173,0.02446107405704367
S14,d e l i B e r a t y,t,a,y,voiceless,80.816,80.831,0.01500000000000056
S14,o o t a k o,t,o,a,voiceless,86.49090635880528,86.51379653819811,0.02289017939283155
S14,a a n t a L a,t,n,a,voiceless,90.57468110111778,90.599,0.02431889888222826
S14,d a k y,k,a,y,voiceless,91.1917190052898,91.204,0.01228099471020982
S14,t e,t,NA,e,voiceless,92.3904748700552,92.406,0.01552512994480537
S14,d e f r i S a t y,t,a,y,voiceless,93.941,93.95821526793928,0.01721526793926386
S14,Z w i t e n,t,i,e,voiceless,96.997,97.0089199597516,0.01191995975160864
S14,a s_a t e l e h e n e t a n,t,e,a,voiceless,103.109,103.1254908544158,0.01649085441580666
S14,h a rr i t j a k,t,i,j,voiceless,114.441,114.456,0.01500000000000056
S14,s_m i t j a n,t,i,j,voiceless,114.746,114.769,0.02300000000001034
S14,e t a,t,e,a,voiceless,123.601,123.62,0.01900000000000545
S14,b e rr o j t a,t,j,a,voiceless,123.918,123.93243633636156,0.01443633636155539
S14,t u k,t,n,u,voiceless,124.4,124.422,0.02200000000000557
S14,e t a,t,e,a,voiceless,127.22000527391904,127.26,0.03999472608094834
S14,a s_a t e h a r t j a,t,s_a,e,voiceless,129.21499999999995,129.24734207244708,0.03234207244710774
S14,a s_a t e h a r t j a,t,r,j,voiceless,129.5024163594756,129.5214615871665,0.01904522769089567
S14,o r G a n i s_a a t j a k,t,a,j,voiceless,131.98600000000002,132.00266712994485,0.0166671299448069
S14,t u k,t,k,u,voiceless,132.149,132.16384092249316,0.01484092249316404
S14,e t a,t,e,a,voiceless,132.50199999999998,132.535,0.03300000000001546
S14,a h a r D j e t a j k,t,e,a,voiceless,137.442,137.45140327299907,0.00940327299906584
S14,ph i k a t y,ph,e,i,voiceless,139.362,139.3682079303128,0.00620793031279731
S14,ph i k a t y,k,i,a,voiceless,139.48816443905247,139.50180878127878,0.01364434222631416
S14,ph i k a t y,t,a,y,voiceless,139.643,139.674,0.03100000000000591
S14,m a r kh a t y,kh,r,a,voiceless,141.11100000000002,141.12638287281507,0.0153828728150529
S14,m a r kh a t y,t,a,y,voiceless,141.25554447710255,141.28861694565038,0.03307246854780033
S14,e t a,t,e,a,voiceless,145.71058219544682,145.753,0.04241780455316757
S14,s_m a h a r t j a,t,r,j,voiceless,152.2757059461309,152.298,0.02229405386910343
S14,n a h u t e n a,t,u,e,voiceless,155.16733764512418,155.18695138707452,0.01961374195033727
S14,p a r th i,th,r,i,voiceless,160.22,160.2743595862466,0.05435958624659065
S14,e rr o t i k,t,o,i,voiceless,162.03200615278007,162.0518072348537,0.01980108207362718
S14,h e rr e k a,k,e,a,voiceless,168.501,168.53767444365226,0.03667444365225947
S14,a r t e t i k,t,e,i,voiceless,170.82100000000003,170.84486247263115,0.02386247263112295
S14,e tS e t j e rr e n,t,e,j,voiceless,171.889,171.923,0.03399999999999181
S14,e t a,t,e,a,voiceless,173.27222101678933,173.302,0.02977898321066163
S14,i t e n,t,i,e,voiceless,175.92999999999998,175.96483637067132,0.03483637067134282
S14,a r th o a,th,r,o,voiceless,176.863,176.893,0.03000000000000113
S14,i S t o r j a k,t,S,o,voiceless,179.06751258762648,179.07916712994478,0.01165454231829699
S14,ts_m i t j a n,t,i,j,voiceless,183.781,183.802,0.021000000000015
S14,s_m i k a n,k,i,a,voiceless,187.661,187.68023564420423,0.01923564420422963
S14,j a a s_m t j a,t,s_m,j,voiceless,188.0864469597516,188.1182837582797,0.03183679852807586
S14,g i J i k a n,k,i,a,voiceless,194.26,194.28,0.02000000000001023
S14,b i h i k a t y,t,a,y,voiceless,196.71375893077277,196.73365692985283,0.01989799908005807
S14,b i t y t,t,i,y,voiceless,205.60920284639357,205.645,0.03579715360643831
S14,e t a,t,e,a,voiceless,205.959,205.986,0.02700000000001523
S14,ts_m y t e n,t,y,e,voiceless,209.559,209.57573564420423,0.0167356442042319
S14,a ph e s_m a k,ph,a,e,voiceless,218.468,218.48673564420423,0.01873564420424145
S14,e k i p a,k,e,i,voiceless,219.736,219.771,0.03499999999999659
S14,e k i p a,p,i,a,voiceless,219.925,219.93855592663292,0.01355592663293236
S14,m e n_d d e k a t y,k,e,a,voiceless,224.653,224.676,0.02299999999999613
S14,m e n_d d e k a t y,t,a,y,voiceless,224.846,224.86124584429623,0.01524584429625974
S14,s_m y t e a n,t,y,e,voiceless,228.35980635942929,228.38540268086464,0.0255963214353585
S14,e t a,t,e,a,voiceless,228.891,228.93944850069,0.04844850069000017
S14,e t a,t,e,a,voiceless,234.7147487306808,234.72754030151796,0.01279157083715176
S14,kh e S y t,kh,k,e,voiceless,236.927,236.96091058670655,0.03391058670655411
S14,kh e S a t y,kh,t,e,voiceless,237.542,237.584,0.04200000000000159
S14,kh e S a t y,t,a,y,voiceless,237.905,237.922,0.0169999999999959
S14,g i n t j a n,t,n_d,j,voiceless,239.667,239.68395138707453,0.0169513870745277
S14,u r th j a n,th,r,j,voiceless,250.05753587419505,250.099,0.04146412580496417
S14,p y j o,p,NA,y,voiceless,251.79100000000005,251.814,0.02299999999999613
S14,e s_m a w t j a,t,w,j,voiceless,255.078,255.103,0.02499999999997726
S15,b a,b,<p:>,a,voiced,8.819870053407813,8.875604756242577,-0.05573470283476389
S15,b a s_m i i n,b,NA,a,voiced,12.200533775880494,12.229232988534214,-0.02869921265371999
S15,b e h j a k,b,<p:>,e,voiced,31.181781567735005,31.22379056017016,-0.04200899243515366
S15,b e n a,b,<p:>,e,voiced,33.07229465675476,33.19541011973304,-0.12311546297828356
S15,b e n a,b,<p:>,e,voiced,49.41609118766324,49.50177289500623,-0.0856817073429923
S15,g y k,g,<p:>,y,voiced,54.593,54.638374629552,-0.04537462955200766
S15,b e h a r,b,<p:>,e,voiced,77.076,77.1059851966797,-0.02998519667970356
S15,b a j u n a n,b,<p:>,a,voiced,81.251,81.33796769136899,-0.08696769136898297
S15,b a j o n a,b,<p:>,a,voiced,83.194,83.24394986635187,-0.04994986635186649
S15,b o,b,<p:>,o,voiced,85.9841886657712,86.01663125398845,-0.03244258821725054
S15,b e h i n,b,<p:>,e,voiced,97.341,97.43254292816884,-0.09154292816883468
S15,b e h i n,b,<p:>,e,voiced,102.12827715144404,102.19066674416952,-0.06238959272548072
S15,b o ts_m a,b,<p:>,o,voiced,110.98944529020768,111.07637478940518,-0.08692949919750959
S15,g i i L j a n,g,<p:>,i,voiced,119.1,119.167418952315,-0.06741895231499484
S15,b j a S y n e t i k,b,NA,i,voiced,151.635006798575,151.7564585390806,-0.12145174050559147
S15,g a J j a n,g,<p:>,a,voiced,165.61853377588048,165.68716232787853,-0.06862855199804585
S15,b a rr y k y,b,<p:>,a,voiced,174.99819749835316,175.05767557675145,-0.05947807839828556
S15,b a,b,<p:>,a,voiced,188.839,188.9022596461333,-0.0632596461333037
S15,g u k,g,<p:>,u,voiced,208.07002935958948,208.1082949764611,-0.03826561687162666
S15,e ts_m i t,t,i,i,voiceless,1.9348995227690888,1.9438760637074513,0.00897654093836242
S15,i t e n,t,i,e,voiceless,2.0917474503708613,2.102519299496896,0.01077184912603446
S15,h a a t,t,a,y,voiceless,4.942,4.953737495657209,0.01173749565720871
S15,Z o a j t e n,t,j,e,voiceless,5.670999999999999,5.680531542774159,0.00953154277415979
S15,i t e n,t,i,e,voiceless,9.12282135119595,9.13493968146274,0.0121183302667891
S15,g j o i t j a k,t,i,j,voiceless,9.563,9.582561749080035,0.0195617490800366
S15,g j o i t j a k,k,a,e,voiceless,9.78058894549218,9.802357057267708,0.02176811177552906
S15,h o j t a a m a r,t,j,a,voiceless,10.353,10.364246719181232,0.01124671918123176
S15,c i p i J i,c,i,i,voiceless,13.491,13.519223260119592,0.02822326011959219
S15,e t a,t,e,a,voiceless,15.263,15.2722269974701,0.00922699747009936
S15,a r t e a n,t,r,i,voiceless,16.319151074116963,16.326302534528583,0.00715146041162029
S15,e m a j t e n,t,j,e,voiceless,18.53482135119595,18.544022305657773,0.00920095446182145
S15,o h a r t y,t,r,y,voiceless,20.20711945509293,20.214300687843615,0.00718123275068904
S15,ts_m u m e j t,t,j,e,voiceless,23.694923697102112,23.70255375689972,0.00763005979760933
S15,e t a,t,e,a,voiceless,23.850353965405624,23.859779333390904,0.00942536798527982
S15,a t,t,a,a,voiceless,25.399,25.4141640949862,0.01516409498619708
S15,e m a j t e n,t,j,e,voiceless,27.208148110625572,27.21667582451702,0.00852771389144635
S15,t a,t,<p:>,a,voiceless,29.3317907672264,29.35295077135278,0.02116000412638286
S15,a r B a a ts_m e t i k,t,e,i,voiceless,34.870000000000005,34.878329343376265,0.00832934337626056
S15,h a m b a t,t,a,e,voiceless,36.2841390000494,36.296257330316195,0.01211833026679443
S15,e t a,t,e,a,voiceless,40.39487252414903,40.407664094986195,0.01279157083716597
S15,n i h a w r e k,k,e,e,voiceless,42.035045764719406,42.04424671918123,0.009200954461825
S15,n e h o j k i n,k,j,i,voiceless,42.59214811062557,42.60449085441582,0.01234274379024924
S15,S e kh a ts_m e n,kh,e,a,voiceless,43.494,43.516000000000005,0.02200000000000557
S15,n i k,k,i,a,voiceless,47.225,47.239990854415815,0.01499085441581371
S15,f i t e,t,i,e,voiceless,48.33896314052438,48.34120727575897,0.00224413523459077
S15,t a,t,y,a,voiceless,50.49835280243791,50.513612922033126,0.01526011959521866
S15,a h a t i a k,t,a,i,voiceless,53.959,53.96979789213431,0.01079789213431325
S15,g y k,k,y,e,voiceless,54.821,54.841971132704685,0.02097113270468753
S15,h a r t y,t,r,y,voiceless,57.71630962166513,57.72169554622815,0.00538592456301501
S15,e s_m p i t y y,t,i,y,voiceless,58.448,58.46069554622816,0.0126955462281586
S15,i t e n,t,i,e,voiceless,58.663,58.677664094986206,0.0146640949862018
S15,k o n p l i k a t j a,k,NA,o,voiceless,59.535746181239126,59.5529348396996,0.01718865846046924
S15,k o n p l i k a t j a,k,i,a,voiceless,59.8838528024379,59.89843968146274,0.01458687902484001
S15,k o n p l i k a t j a,t,a,i,voiceless,60.07671900528978,60.08591995975161,0.009200954461825
S15,b u t i j a,t,u,i,voiceless,60.55028989995399,60.55612465156393,0.00583475160993884
S15,i n ts_m y t e n,t,y,e,voiceless,65.547,65.56556174908002,0.01856174908002117
S15,n e h o r e k,k,e,e,voiceless,67.085,67.09534906508739,0.01034906508739652
S15,e m a j t e n,t,j,e,voiceless,70.3895969376725,70.39879789213431,0.0092009544618179
S15,b a l y t e,t,y,e,voiceless,72.49000000000001,72.50057347861085,0.01057347861083712
S15,h o l a k o,k,a,o,voiceless,75.81751431347746,75.82357347861085,0.00605916513339366
S15,l a n i k,k,i,i,voiceless,76.275,76.28220727575896,0.00720727575895807
S15,i t e k o,t,i,e,voiceless,76.42737252414904,76.43926644089237,0.01189391674333251
S15,i t e k o,k,e,o,voiceless,76.56935562672493,76.58200000000001,0.01264437327508005
S15,k a s_a y,k,N,a,voiceless,77.493,77.50849085441581,0.0154908544158161
S15,a j t a j k i n,t,j,a,voiceless,85.33982446149393,85.34713922821706,0.0073147667231268
S15,a j t y,t,j,y,voiceless,89.333,89.3464199597516,0.01341995975160159
S15,e l i s_m a a t,t,a,o,voiceless,93.71757721596134,93.73104202736889,0.01346481140754463
S15,d e s_m a t e,t,a,e,voiceless,96.77992369710212,96.79249085441585,0.01256715731371116
S15,h a w rr a k,k,a,e,voiceless,105.79692369710207,105.8072467191812,0.01032302207912039
S15,kh a n t y s_m,k,i,a,voiceless,106.59737252414902,106.60724671918122,0.00987419503219655
S15,kh a n t y s_m,t,n,y,voiceless,106.818,106.82790023804048,0.00990023804048689
S15,i s_m i t,t,i,e,voiceless,112.041,112.06026644089236,0.01926644089235196
S15,t a,t,y,a,voiceless,116.40059693767247,116.41047113270469,0.00987419503219655
S15,Z w i t e n,t,i,e,voiceless,116.748,116.766,0.01800000000000068
S15,t a,t,<p:>,a,voiceless,120.80421416352664,120.81027332866005,0.00605916513339366
S15,t a,t,NA,a,voiceless,124.5557485511465,124.57459928711708,0.01885073597057385
S15,t a,t,i,a,voiceless,126.513372524149,126.52391995975158,0.0105474356025752
S15,e t a,t,e,a,voiceless,129.4958676823859,129.5050686368477,0.0092009544618179
S15,Z w i t e n,t,i,e,voiceless,134.97400000000002,134.98831761384545,0.01431761384543506
S15,o k a z_a j o n e j k,k,o,a,voiceless,135.91278190777368,135.92736878679852,0.01458687902484712
S15,u r th e,th,r,e,voiceless,138.39054042029255,138.40826908864582,0.01772866835327136
S15,s_m i t i n a n,t,i,i,voiceless,138.7089440131297,138.72734592205333,0.0184019089236358
S15,y t e l a j k,t,y,e,voiceless,139.79799533773024,139.81864138188843,0.02064604415821236
S15,e t a,t,e,a,voiceless,143.98782135119592,143.99859320032198,0.01077184912605844
S15,k e n ts_m e n,k,a,e,voiceless,144.184,144.199,0.01500000000001478
S15,kh a rr u J a j k i n,kh,n,a,voiceless,145.85033308072676,145.8703058843146,0.01997280358784792
S15,n i k,k,i,e,voiceless,147.26825045653172,147.2821640949862,0.01391363845448268
S15,i kh u s_a i,kh,i,u,voiceless,148.05888799103036,148.09995566582336,0.04106767479299833
S15,b j a S y n e t i k,t,e,i,voiceless,152.4050896607636,152.41384178817847,0.00875212741487985
S15,b j a S y n e t i k,k,i,e,voiceless,152.60307721596138,152.61631761384547,0.01324039788408981
S15,e t a,t,e,a,voiceless,152.724,152.7294220296688,0.00542202966880722
S15,S i B a l t a rr e n,t,l,a,voiceless,153.7321715696872,153.76246739535418,0.03029582566696831
S15,b u h a m j a k,k,a,e,voiceless,158.41767956186754,158.43599999999998,0.01832043813243444
S15,m e r kh a t y r a t,kh,r,a,voiceless,160.85774620170193,160.90038477115914,0.04263856945721045
S15,m e r kh a t y r a t,t,a,y,voiceless,161.05894341881324,161.0679199597516,0.00897654093836308
S15,e m a j t e n,t,j,e,voiceless,161.73973073482065,161.75633733555662,0.01660660073596887
S15,m a k i J o n a,k,a,i,voiceless,162.883,162.89023084248748,0.00723084248747341
S15,s_m a l_d d j a i n_d d a k o,k,a,o,voiceless,164.774,164.79825211497186,0.02425211497185842
S15,e ts_m i t,t,i,i,voiceless,166.3853831239143,166.40772185979526,0.02233873588096457
S15,i kh u s_a i,kh,i,u,voiceless,166.5343017689635,166.556,0.02169823103650969
S15,b a rr y k i a,k,y,i,voiceless,170.455,170.4649002380405,0.0099002380405011
S15,m a k i J u n a k,k,a,i,voiceless,173.17359693767256,173.1848176138455,0.01122067617293964
S15,b a rr y k y,k,y,y,voiceless,175.346,175.36100000000002,0.01500000000001478
S15,e D e rr e t a n,t,e,a,voiceless,175.9042701782429,175.91526644089242,0.01099626264951325
S15,i kh u s_a t e n,kh,i,u,voiceless,182.235,182.285,0.04999999999998295
S15,s_a e k y l a n,k,e,y,voiceless,185.456,185.46273872700095,0.00673872700093625
S15,u k a j t e a,k,u,a,voiceless,190.991,191.017,0.02600000000001046
S15,u k a j t e a,t,j,e,voiceless,191.21559968442384,191.22518318282823,0.00958349840442451
S15,i t e n,t,i,e,voiceless,194.85782135119595,194.8679199597516,0.01009860855566557
S15,t a,t,<p:>,a,voiceless,197.339321351196,197.3507664408924,0.01144508969642288
S15,n a h a s_a t e n,t,s_a,e,voiceless,199.2284803147165,199.23835450974872,0.00987419503218234
S15,m o s_m t e n,t,s_m,e,voiceless,203.89738425367983,203.92049884659613,0.02311459291627216
S15,b r a n k a,k,N,a,voiceless,205.5031518479761,205.54,0.03684815202387881
S15,t a,t,y,a,voiceless,206.40125045653176,206.417,0.01574954346821755
