speaker,word,phone,prev,post,voicing,start,end,VOT
S12,g a s_m t e j k,t,s_m,e,voiceless,33.88632807888685,33.902,0.01567192111315307
S12,i kh u s_a t e n,t,s_a,e,voiceless,35.472855620285195,35.49,0.0171443797148072
S12,k a p a b l e,k,n,a,voiceless,35.860408150184,35.891000000000005,0.03059184981600538
S12,k a p a b l e,p,a,a,voiceless,36.02607765340387,36.044,0.01792234659613711
S12,a j t a j k i J,t,j,a,voiceless,37.53446493491259,37.56655606876724,0.03209113385464945
S12,t a,t,<p:>,a,voiceless,38.80033526404169,38.81970501869318,0.01936975465148549
S12,s_m u m e j t,t,j,a,voiceless,40.57960604576817,40.59341495791168,0.0138089121435101
S12,Z a k i J,k,a,i,voiceless,41.0215484100736,41.052,0.0304515899264004
S12,b i s_m p a l a w,p,s_m,a,voiceless,42.64304202383022,42.651,0.00795797616978433
S12,s_m u m a j t,t,j,a,voiceless,43.4691886699632,43.48455351586937,0.01536484590616993
S12,a k o r t j a n,k,a,a,voiceless,44.64498086334683,44.676881297625926,0.03190043427909472
S12,a k o r t j a n,k,a,o,voiceless,44.848,44.88,0.03200000000000358
S12,a k o r t j a n,t,r,j,voiceless,45.05905011200553,45.075,0.0159498879944735
S12,e m a j t e k o,t,j,e,voiceless,46.16016112856485,46.177,0.01683887143514795
S12,e m a j t e k o,k,e,o,voiceless,46.276,46.29878378863846,0.02278378863846342
S12,b y y t i,t,y,i,voiceless,46.837105194802206,46.85441495791168,0.01730976310947341
S12,e t a,t,e,a,voiceless,49.99029968652254,50.006636991030355,0.01633730450781456
S12,S h k a t y i k,t,a,y,voiceless,50.63024460372585,50.64580394135235,0.01555933762649886
S12,s_a e k y l a,k,e,y,voiceless,51.35138060878564,51.387945052207904,0.0365644434222645
S12,b a t e k,t,a,e,voiceless,53.5787721451242,53.596,0.01722785487579869
S12,kh a l t e j k,kh,e,a,voiceless,53.84035476931923,53.86563869296228,0.02528392364305176
S12,kh a l t e j k,t,l,e,voiceless,53.99302257060719,54.00449758210672,0.01147501149953456
S12,i t e n,t,i,e,voiceless,54.23232722792088,54.25216538339466,0.01983815547377787
S12,s_a e k y l a,k,e,y,voiceless,56.81932637695492,56.844221317157306,0.0248949402023868
S12,s_a e k y l a,k,e,y,voiceless,58.32232807888684,58.338,0.01567192111316018
S12,u kh a n,kh,u,a,voiceless,58.63243569158233,58.672,0.03956430841766689
S12,n i h w e k i J,k,e,i,voiceless,59.66985306738731,59.704278101885926,0.03442503449861789
S12,a l t a,t,l,a,voiceless,60.14960471974521,60.175800594519806,0.02619587477459362
S12,k y rr i t y,k,a,y,voiceless,61.51343739351425,61.53911030059797,0.02567290708371672
S12,k y rr i t y,t,i,y,voiceless,61.78705011200552,61.80105351586937,0.01400340386384613
S12,y t,t,y,e,voiceless,61.96174460372585,61.978,0.01625539627415406
S12,s_m u m e j t,t,j,e,voiceless,62.86427299609015,62.878,0.0137270039098496
S12,b e th i,th,e,i,voiceless,66.75093739351428,66.77933318468263,0.02839579116835011
S12,t a,t,<p:>,a,voiceless,69.12296578587858,69.14902767640295,0.02606189052437457
S12,i kh u s_a i,kh,i,u,voiceless,71.04032382405704,71.07844420124195,0.03812037718491012
S12,e rr e s_a p e t j a,t,e,j,voiceless,72.62321536039558,72.6545285273689,0.03131316697331954
S12,th j a ts_m e n,th,a,j,voiceless,72.80123864696412,72.87261710832567,0.07137846136154735
S12,d y t e,t,y,e,voiceless,73.33368866996321,73.35722216812329,0.02353349816007721
S12,e rr e s_a p e t j a,t,e,j,voiceless,74.47988231071756,74.50769462672493,0.02781231600737044
S12,th j a ts_m e n,th,a,j,voiceless,74.67601916674333,74.718,0.04198083325667312
S12,d y t e,t,y,e,voiceless,75.16013273620057,75.182,0.02186726379943593
S12,Z e n_d d e k,k,e,e,voiceless,75.64129287879486,75.71831160004601,0.07701872125115017
S12,a m b a l a t y,t,a,y,voiceless,79.4969674878105,79.509,0.0120325121895064
S12,t a,t,<p:>,a,voiceless,80.394800537488507,80.408,0.01319946251149417
S12,Z w i t e n,t,i,e,voiceless,81.46529883555658,81.48844335027599,0.02314451471940515
S12,t a,t,<p:>,a,voiceless,81.88378411871533,81.90381676590944,0.0200326471941139
S12,a r ts_m e k o,k,e,o,voiceless,88.906824675023,88.95,0.04317532497699972
S12,t a,t,NA,a,voiceless,89.68378249241934,89.70193902779384,0.01815653537450146
S12,u r th e,th,r,e,voiceless,95.44077044319226,95.47363954392824,0.03286910073596516
S12,g a s_m t e J o,t,s_m,e,voiceless,95.82341070308188,95.844,0.02058929691811784
S12,e t a,t,e,a,voiceless,98.12349417824288,98.143,0.01950582175712156
S12,t a,t,<p:>,a,voiceless,99.49118952092915,99.504,0.01281047907085053
S12,n i t j e n,t,i,j,voiceless,100.64018952092916,100.653,0.01281047907082211
S12,t a,t,k,a,voiceless,101.09140985211592,101.12077810188592,0.02936824977001606
S12,t a,t,a,a,voiceless,102.37941155404786,102.39535987511502,0.01594832106715671
S12,b a s_m a k i t e n,t,i,e,voiceless,104.17643909544618,104.193,0.01656090455381331
S12,t a,t,<p:>,a,voiceless,105.613,105.665,0.0519999999999925
S12,e s_m t i r a,t,s_m,i,voiceless,106.21793739351426,106.24283233371663,0.0248949402023868
S12,b a t e,t,a,e,voiceless,107.12782807888684,107.13774715662376,0.00991907773689604
S12,e rr a t e n,t,a,e,voiceless,110.10788316168352,110.127,0.01911683831646371
S12,d a t a t e,t,a,e,voiceless,110.46480053748849,110.478,0.01319946251150838
S12,e t a,t,e,a,voiceless,113.87060604576816,113.88130309038638,0.01069704461822596
S12,h i n t e k e a,t,n_d,e,voiceless,115.92516112856484,115.939359024149,0.01419789558417505
S12,h i n t e k e a,k,e,e,voiceless,116.05333546757127,116.068,0.01466453242871068
S12,t a,t,<p:>,a,voiceless,117.09541996383712,117.10668291893458,0.01126295509746455
S12,t a,t,<p:>,a,voiceless,121.3015946734221,121.30898158105916,0.00738690763706983
S12,g i n t j e n,t,j,j,voiceless,121.89038316168352,121.909,0.01861683831647553
S12,b e th i,th,e,i,voiceless,122.153,122.17160944963204,0.01860944963202371
S12,Z a n i k,k,i,e,voiceless,123.82,123.842,0.02199999999999136
S12,g i n t j e n,t,n_d,j,voiceless,124.91360519480222,124.934,0.0203948051977818
S12,e t a,t,e,a,voiceless,126.24841155404786,126.262,0.01358844595213781
S12,b a t e,t,a,e,voiceless,127.28646663684454,127.304,0.01753336315546505
S12,b e s_m p e r a n,p,s_m,e,voiceless,129.89078428022506,129.9016335848292,0.01084930460413602
S12,g o j s_m a k i J,k,a,i,voiceless,131.18462938679792,131.215,0.03037061320208067
S12,Z w i t e n,th,i,e,voiceless,132.04399999999998,132.066,0.02200000000001978
S12,s_m a kh u r,kh,a,u,voiceless,134.54273949793009,134.6020594726311,0.05931997470102601
S12,b a t e k,t,a,e,voiceless,134.85935562028521,134.87160859866606,0.01225297838087158
S12,b i s_m p a h i r y,p,s_m,a,voiceless,135.16929968652255,135.18900000000002,0.01970031347747181
S12,t a,t,<p:>,a,voiceless,137.01165176793927,137.10799999999998,0.09634823206070564
S12,a m b a l a t y,t,a,y,voiceless,137.88143909544618,137.89252512350507,0.01108602805888381
S12,s_m e t e k e n e s_m,t,e,e,voiceless,138.14233079263133,138.16080750606278,0.01847671343145407
S12,t y t e,t,y,e,voiceless,140.42679968652257,140.446443350276,0.01964366375344184
S12,b i s_m i k i k,k,i,i,voiceless,141.34348289774653,141.36991893514764,0.02643603740111189
S12,y t e,t,y,e,voiceless,142.728,142.748,0.01999999999998181
S12,b e e n_d d a k o,k,a,o,voiceless,143.17721195653172,143.21800000000002,0.04078804346829656
S12,b e j r a t y,t,a,y,voiceless,143.6373661918415,143.6625787788072,0.02521258696569361
S12,b a rr e t a k,t,e,a,voiceless,145.1985501120055,145.215,0.01644988799446878
S12,p y t a,p,<p:>,u,voiceless,147.308,147.326,0.01800000000000068
S12,p y t a,t,u,a,voiceless,147.4652721451242,147.48724970952165,0.0219775643974458
S12,b a rr e t a k,t,e,a,voiceless,147.8547437527599,147.877,0.02225624724010799
S12,h i G a t j a k,t,a,j,voiceless,148.51766112856484,148.53633233371664,0.01867120515180431
S12,n i n t j e n,t,n,j,voiceless,148.8255768024379,148.851,0.02542319756210531
S12,e t a,t,e,a,voiceless,150.22985562028518,150.24424800758968,0.01439238730449687
S12,p y t a,p,<p:>,u,voiceless,150.42399502920884,150.43333063178474,0.00933560257590215
S12,p y t a,t,u,a,voiceless,150.59548640647122,150.62329872247858,0.02781231600735623
S12,l o th y,th,o,y,voiceless,150.88852397278518,150.93308717486974,0.04456320208456077
S12,l o th y,th,o,y,voiceless,152.52157765340385,152.54,0.0184223465961395
S12,t a,t,<p:>,a,voiceless,152.91757850436983,152.93,0.01242149563017847
S12,a tS i k i,k,i,i,voiceless,154.50432807888689,154.519,0.01467192111311987
S12,a r t j o,t,r,j,voiceless,155.8122950210485,155.82124164018376,0.00894661913525851
S12,t a,t,i,a,voiceless,160.93060306948465,160.9474055883034,0.01680251881876415
S12,b e th i,th,e,i,voiceless,162.2211034928703,162.2541670853266,0.03306359245630119
S12,h o r t a j k,t,r,a,voiceless,163.4474390954462,163.4610535158694,0.01361442042318117
S12,e s_m t y,t,s_m,y,voiceless,164.88091070308184,164.89841495791163,0.01750425482981654
S12,p y t a,p,n,u,voiceless,165.5656060457682,165.579,0.01339395423181599
S12,p y t a,t,u,a,voiceless,165.74599999999998,165.76927725091994,0.02327725091996058
S12,e s_m t y,t,s_m,y,voiceless,169.49134403647943,169.52,0.02865596352057764
S12,b e th i,th,e,i,voiceless,171.24699247631096,171.28180649425025,0.03481401793928285
S12,e s_a k w i J a j k i J,k,s_a,w,voiceless,171.5072851869257,171.546247549404,0.0389623624782871
S12,b i t a,t,i,a,voiceless,173.2053814597516,173.22560859866604,0.02022713891443572
S12,t a,t,a,a,voiceless,173.39709942053818,173.41400000000002,0.01690057946183287
S12,b i t a,t,i,a,voiceless,173.99946663684452,174.01541495791167,0.01594832106715671
S12,b e th i,th,e,i,voiceless,177.165,177.18699999999998,0.02199999999999136
S12,b e th i,th,e,i,voiceless,178.6873263769549,178.7159166598436,0.02859028288870035
S12,i t e n,t,i,e,voiceless,182.52088316168357,182.53605351586936,0.01517035418581258
S12,b e th i,th,e,i,voiceless,183.99707680243793,184.02022131715736,0.02314451471940515
S12,p o,p,<p:>,o,voiceless,187.91746663684455,187.93283148275071,0.01536484590616282
S12,e s_m p i t u t,t,i,u,voiceless,195.7994941782429,195.8146645324287,0.015170354185841
S12,i t e n,t,i,e,voiceless,196.2643823107176,196.28830479231831,0.02392248160072085
S12,h a j k i J,k,j,i,voiceless,201.2369674878105,201.24727554898809,0.0103080611775681
S12,b e h a j k,k,j,i,voiceless,201.78924460372588,201.805,0.01575539627413036
S12,b e a w t e,t,w,e,voiceless,202.10322451635653,202.11294910237308,0.0097245860165458
S12,p i L o t a n,p,e,i,voiceless,203.03993909544616,203.055,0.01506090455384878
S12,p i L o t a n,t,o,a,voiceless,203.2614995090589,203.27161307851608,0.01011356945721786
S12,b a t e,t,a,e,voiceless,204.1380225706072,204.14949758210673,0.01147501149952745
S12,h a j k i J,k,j,i,voiceless,205.46507680243784,205.48724885855563,0.02217205611776762
S12,i t e j k,t,i,e,voiceless,205.87180053748847,205.885,0.01319946251152259
S12,k u n t e n t,t,n,e,voiceless,210.4220537359286,210.4304168799028,0.0083631439742362
S12,p u t a,p,<p:>,u,voiceless,210.8020225706071,210.81447004070833,0.0124474701011934
S12,p u t a,t,u,a,voiceless,211.046,211.066,0.02000000000001023
S12,i r u kh o,kh,u,o,voiceless,211.43365942663291,211.465,0.03134057336708906
S12,p u t a,t,u,a,voiceless,213.23646663684457,213.2518314827507,0.01536484590616282
S12,a ts_a o l y t y k i,t,y,y,voiceless,215.57871621136155,215.5958314827507,0.01711527138914448
S12,a ts_a o l y t y k i,k,y,i,voiceless,215.7150217196412,215.736610300598,0.02158858095677374
S12,e h o t y i k,t,o,y,voiceless,216.7518280788869,216.76291410694577,0.01108602805888381
S12,p u t a,p,<p:>,u,voiceless,218.73980347481185,218.76237514077744,0.02257166596561433
S12,p u t a,t,u,a,voiceless,218.92638316168353,218.93941410694572,0.01303094526218728
S12,g a l a s_m t e G i,t,s_m,e,voiceless,219.947,219.966,0.01899999999997703
S12,t a,t,i,a,voiceless,220.2727143317892,220.291,0.0182856682107797
S12,i kh u s_a j a k,kh,i,u,voiceless,221.741,221.8173164452808,0.07631644528080983
S12,t y G y,t,k,y,voiceless,222.111,222.129,0.01800000000000068
S12,i kh u s_a t e n,kh,i,u,voiceless,223.639,223.675,0.03599999999997294
S12,t a,t,n_d,a,voiceless,226.97784111233352,226.988,0.01015888766647776
S12,g i n t j e n,t,n,j,voiceless,227.42091893514765,227.4297341655959,0.00881523044824916
S12,n i h u k e k,k,e,u,voiceless,230.869010321077,230.8824036331789,0.01339331210189698
S12,Z a t e n,t,a,e,voiceless,233.2734115540478,233.285859024149,0.0124474701011934
S12,e t a,t,e,a,voiceless,235.26310604576815,235.277,0.01389395423183259
S12,h a n t i k,t,n,i,voiceless,235.66321706232756,235.67177469802212,0.00855763569455803
S12,p i L o t a n,t,o,a,voiceless,237.6880762541654,237.69585592297864,0.00777966881324232
S12,t a,t,<p:>,a,voiceless,239.27605011200555,239.28791410694575,0.01186399494019951
S12,t o rr o s_a t a t y,t,<p:>,o,voiceless,240.9844437559593,240.99475181713683,0.0103080611775681
S12,t o rr o s_a t a t y,t,a,y,voiceless,241.5948280788868,241.609,0.01417192111318854
S12,t a,t,n_d,a,voiceless,242.09202257060716,242.10310859866604,0.01108602805888381
S12,Z o j t e n,t,j,e,voiceless,243.92121706232751,243.93133063178473,0.01011356945721786
S12,i s_m a j t e k o,t,j,e,voiceless,247.83818866996324,247.85588741651335,0.01769874655013836
S12,i s_m a j t e k o,k,e,o,voiceless,247.9508772049218,247.999,0.04812279507819994
S12,b a kh o tS a k,kh,a,o,voiceless,250.18188145975157,250.214,0.03211854024843319
S12,a tS i k i,k,i,i,voiceless,251.896,251.929,0.03300000000001546
S12,t a,t,<p:>,a,voiceless,253.4645109532149,253.49135081062065,0.0268398574057187
S12,p a r t i D a,p,e,a,voiceless,255.52987750685617,255.543,0.01312249314383962
S12,p a r t i D a,t,r,i,voiceless,255.7142721451242,255.72535817318308,0.01108602805888381
S12,o e n e t a n,t,e,a,voiceless,257.7204657858785,257.73446918974236,0.01400340386385323
S12,o e n e t a n,t,e,a,voiceless,258.282324675023,258.30644164834405,0.02411697332104268
S12,f i n i t y,t,i,y,voiceless,258.734,258.7654442012419,0.03144420124192493
S12,s_m y t e n,t,y,e,voiceless,259.0388556202851,259.0497471566237,0.01089153633859041
S12,e t a,t,e,a,voiceless,259.83025575550937,259.86006288419225,0.02980712868287582
S12,e t a,t,e,a,voiceless,262.9981951366532,263.013536566879,0.01534143022581702
S12,h u n a t,t,a,e,voiceless,268.2541895209291,268.2644975821067,0.0103080611775681
S12,e t a,t,e,a,voiceless,268.42232807888684,268.438,0.01567192111315307
S12,e t a,t,e,a,voiceless,269.8695471673008,269.8882183724526,0.01867120515180431
S12,b e th i,th,e,i,voiceless,270.1638272279208,270.185,0.02117277207918277
S12,p i L o t a,p,i,i,voiceless,270.28700000000003,270.3014214956302,0.01442149563018802
S12,p i L o t a,t,o,a,voiceless,270.4820557987581,270.5067562472401,0.02470044848200814
S12,h a r t y,t,r,y,voiceless,270.99835535668785,271.025,0.02664464331212457
S12,e t a,t,e,a,voiceless,274.91700000000003,274.935,0.01799999999997226
S12,f i t e s_m j a,t,i,e,voiceless,276.22838145975163,276.261,0.03261854024839294
S12,t a,t,<p:>,a,voiceless,278.583110568037,278.5918770995946,0.00876653155762596
S12,p a r t i D a,p,k,a,voiceless,278.8602762599884,278.868,0.00772374001161324
S12,p a r t i D a,t,r,i,voiceless,279.0205785043698,279.03299999999996,0.01242149563017847
S12,h o r t a n,t,r,a,voiceless,279.4379950292088,279.449859024149,0.01186399494019951
S12,h a m a B i t a a t,t,i,a,voiceless,280.94800000000004,280.9659424993101,0.01794249931003833
S12,t a,t,i,a,voiceless,283.18600000000004,283.213,0.02699999999998681
S12,h e k,k,e,e,voiceless,285.265,285.298,0.03300000000001546
S12,e t a,t,e,a,voiceless,285.9076043438363,285.9340552178013,0.02645087396501821
S12,e s_m p a l y,p,s_m,a,voiceless,286.56934950839604,286.5863955419803,0.01704603358427903
S12,h u n e m b e s_a t e t a n,t,e,a,voiceless,293.4257996865226,293.446,0.02020031347740314
S12,e t a,t,e,a,voiceless,293.7647721451242,293.782276399954,0.01750425482981654
S12,k i L o m e t r a,k,r,i,voiceless,295.8193263769549,295.84402682543697,0.02470044848206498
S12,a t e a n,t,a,e,voiceless,296.9711335871665,296.98358105726766,0.01244747010116498
S12,h o j t a,t,j,a,voiceless,298.24821706232757,298.2591085986661,0.01089153633853357
S12,u r th e k,th,r,e,voiceless,301.7797145094296,301.81399999999996,0.03428549057036889
S12,u r th e k,k,e,a,voiceless,301.9325217196412,301.954,0.02147828035879229
S12,a r t j o,t,r,j,voiceless,302.1319390954462,302.14799999999997,0.01606090455373987
S12,s_m a k o,k,a,o,voiceless,314.09621536039566,314.1160535158694,0.01983815547373524
S12,i s_m a j t e a,t,j,e,voiceless,315.3807170623275,315.3949149579117,0.01419789558417505
S12,y ts_m i k o,k,i,o,voiceless,318.09299999999996,318.1180268254369,0.025026825436953
S12,t a,t,e,a,voiceless,324.9088929942096,324.921,0.01210700579036938
S12,b e th i,th,e,i,voiceless,326.698,326.7245242725391,0.02652427253912037
S12,b i s_m i k i t a n,t,i,a,voiceless,328.2131886699632,328.2279700407083,0.01478137074514052
S12,h a n t i k,t,n,i,voiceless,328.69207169664213,328.72824715662375,0.03617545998162086
S12,k i L o m e t r a,k,<p:>,i,voiceless,329.5599657858786,329.5823323337167,0.02236654783808944
S12,ts_m a t a n,t,a,a,voiceless,331.63552171964125,331.65700000000004,0.02147828035879229
S12,t a,t,n_d,a,voiceless,331.88379968652254,331.8966361400644,0.01283645354186546
S12,ts_m i t y t,t,i,y,voiceless,332.7763556202852,332.79299999999995,0.01664437971476218
S12,m i n ts_m a t y,t,a,y,voiceless,333.23100350376376,333.25199232375365,0.02098881998989554
S12,Z w i t e n,t,i,e,voiceless,335.7948263769549,335.81933233371666,0.02450595676174316
S12,s_m y i t a k o,t,i,a,voiceless,339.13607765340385,339.1529984330727,0.01692077966885108
S12,d a t a s_m y,t,a,a,voiceless,341.0598280788869,341.075,0.01517192111310805
S12,S a h a rr e t a n,t,e,a,voiceless,348.2026886699632,348.22097089167437,0.01828222171116067
S12,b o s_m k a,k,s_m,a,voiceless,350.406,350.436,0.02999999999997271
S12,t a,t,a,a,voiceless,350.56741284096745,350.5763594601027,0.00894661913525851
S12,b e th i,th,e,i,voiceless,351.373,351.385441648344,0.01244164834400862
S12,b e th i,t,e,i,voiceless,352.5288005374885,352.5393030903864,0.01050255289788992
S12,t a,t,<p:>,a,voiceless,353.68874460372587,353.705,0.01625539627411854
S12,t a,t,n,a,voiceless,362.4193280788869,362.4323590241491,0.01303094526218728
S12,l a k o,k,a,o,voiceless,363.4303339901564,363.4547213619135,0.02438737175714322
S12,b i t a,t,i,a,voiceless,364.4729640022747,364.4889123233419,0.01594832106718513
S12,b i t a,t,i,a,voiceless,365.53585476931926,365.557443350276,0.02158858095674531
S12,h a n t i k,t,n,i,voiceless,366.2827446037258,366.295192073827,0.01244747010122182
S12,t a,t,n,a,voiceless,367.5523371459178,367.56408200758096,0.01174486166314636
S12,p u t a,t,u,a,voiceless,370.95680053748856,370.97,0.01319946251146575
S12,i kh u s_a i k o,kh,i,u,voiceless,373.366,373.40086157704695,0.03486157704696779
S12,e s_m a j k o,k,j,o,voiceless,375.2888547693192,375.3071369910303,0.01828222171110383
S12,e t a,t,e,a,voiceless,375.79880053748855,375.8077471566238,0.00894661913525851
S12,t j o,t,<p:>,j,voiceless,376.2266886699632,376.246,0.01931133003682816
S12,s_a w a J a t y,t,a,y,voiceless,377.5223765097456,377.53910279769406,0.01672628794847241
S12,s_m a t a t e n,t,a,a,voiceless,377.7710217196412,377.786192073827,0.015170354185841
S12,s_m a t a t e n,t,a,e,voiceless,377.9160208686753,377.944,0.0279791313247415
S12,t a,t,n_d,a,voiceless,378.1029022877823,378.116,0.01309771221770006
S12,s_m e r t y,t,r,y,voiceless,380.74497576780544,380.78832139606254,0.04334562825710009
S12,s_m a t a t e n,t,a,a,voiceless,381.05357765340386,381.0675810572677,0.01400340386385323
S13,g a s_m t e j k,g,<p:>,a,voiced,14.118530491298062,14.245180714639195,-0.12665022334113374
S13,b i,b,<p:>,i,voiced,23.511957843168016,23.541937847727027,-0.02998000455901106
S13,b e n a,b,<p:>,e,voiced,77.39687607759119,77.40496826056746,-0.00809218297627012
S13,b e n a,b,NA,e,voiced,95.512735793112725,95.52258756758364,-0.009851774470917
S13,b e rr i s_m,b,<p:>,e,voiced,107.25971475738277,107.2799452148234,-0.02023045744066109
S13,d e n a k,d,<p:>,e,voiced,108.252,108.27003739779968,-0.01803739779967372
S13,b e rr i s_m,b,<p:>,e,voiced,111.83184753097856,111.89220172900984,-0.06035419803126274
S13,g u r e,g,<p:>,u,voiced,120.68918330797948,120.70679073968482,-0.01760743170532919
S13,b a,b,<p:>,a,voiced,127.93787908859292,127.968,-0.0301209114070815
S13,b e h a r B a,b,<p:>,e,voiced,131.70530543485813,131.71980392935728,-0.01449849449915063
S13,b a j s_m i,b,<p:>,a,voiced,141.7674582431963,141.79915262652,-0.03169438332369623
S13,b a j ts_m y,b,<p:>,a,voiced,167.90034602547772,167.9468760775912,-0.04653005211349637
S13,d o s_m e n a,d,<p:>,o,voiced,177.65128134684423,177.6903935645628,-0.03911221771858209
S13,d i i L a,d,<p:>,i,voiced,178.48905494267518,178.52884150897512,-0.03978656629993793
S13,g y,g,<p:>,y,voiced,190.89,190.98255291603937,-0.09255291603938076
S13,b a s_m i ts_m i J,b,<p:>,a,voiced,239.34520172900983,239.37183849797336,-0.02663676896349898
S13,b j a r n o n,b,<p:>,j,voiced,248.92302037405904,248.96617868326575,-0.04315830920671715
S13,b e r,b,n,e,voiced,249.58615013665317,249.6454928118124,-0.05934267515925739
S13,b j a r n e s_a a j n,b,<p:>,j,voiced,250.68617868326575,250.71483849797335,-0.02865981470759493
S13,b a s_m i s_m j e n,b,<p:>,a,voiced,258.3281240799073,258.366,-0.03787592009268792
S13,b e e n,b,<p:>,e,voiced,259.8621187054502,259.9535519905544,-0.09143328510418768
S13,b e n,b,<p:>,e,voiced,262.0522340278388,262.1035258707021,-0.05129184286329291
S13,d e n a k,d,<p:>,e,voiced,268.4065274741879,268.4731112950478,-0.06658382085987569
S13,e s_a p o s_a a t y,t,a,y,voiceless,5.164742772539098,5.181,0.01625722746090208
S13,e t a,t,e,a,voiceless,6.501607551287948,6.513,0.01139244871205225
S13,h a j k i L a n,k,j,i,voiceless,7.454,7.483126669947886,0.02912666994788626
S13,o e j t a s_a e j,t,j,a,voiceless,9.735,9.747746281738731,0.01274628173873182
S13,u r th e a k,th,r,e,voiceless,10.192,10.224,0.03200000000000003
S13,h a e k i J,k,e,i,voiceless,10.77,10.789806976310947,0.01980697631094763
S13,e t a,t,e,a,voiceless,12.435422581186756,12.443,0.00757741881324669
S13,e t a,t,e,a,voiceless,16.351861886614532,16.363,0.0111381133854671
S13,i s_m a w t j a,t,w,j,voiceless,17.858,17.873,0.01500000000000056
S13,u r t e,th,r,e,voiceless,21.463503503449864,21.48334165892365,0.01983815547378142
S13,p a a t y,p,e,a,voiceless,21.582023765639377,21.594,0.011976234360624
S13,p a a t y,t,a,y,voiceless,21.86,21.870876376034957,0.0108763760349575
S13,u r t e,t,r,e,voiceless,23.756,23.793515071987116,0.03751507198711579
S13,p a a t y,p,e,a,voiceless,23.9,23.916,0.01600000000000179
S13,p a a t y,t,a,y,voiceless,24.194,24.214,0.01999999999999957
S13,e t a,t,e,a,voiceless,25.205,25.22130697631095,0.0163069763109469
S13,u k a n,kh,<p:>,a,voiceless,26.513476640995947,26.539687075705324,0.02621043470937678
S13,Z i t e k o,t,i,e,voiceless,29.26346015018399,29.285078652943884,0.02161850275989252
S13,e t a,t,e,a,voiceless,31.263,31.305,0.04199999999999804
S13,e rr e k a r ts_m e n a,k,e,a,voiceless,31.762,31.786,0.02399999999999735
S13,e t a,t,e,a,voiceless,33.013107551287945,33.028,0.01489244871205386
S13,m u t i L s_m a h a r,t,u,i,voiceless,40.248000000000005,40.274,0.02599999999999625
S13,b a ts_m w e k i J,k,e,i,voiceless,41.14000350344987,41.162,0.02199649655013047
S13,tS e k a,k,e,a,voiceless,51.585,51.602,0.01700000000000301
S13,i t e k o,t,i,e,voiceless,52.19606419802208,52.21,0.01393580197792232
S13,t a,t,<p:>,a,voiceless,53.323,53.337035299678014,0.01403529967801375
S13,k l j a n t a k i J,k,a,i,voiceless,57.903000000000006,57.93,0.02699999999999391
S13,t a,t,<p:>,a,voiceless,58.6270757550598,58.67158443721251,0.04450868215270986
S13,e D a t e k o,t,a,e,voiceless,59.60484454530818,59.61501795837166,0.01017341306347674
S13,u r i k,k,i,e,voiceless,60.072993598666045,60.086727706301744,0.01373410763569893
S13,e t a,t,e,a,voiceless,63,63.01174628173873,0.0117462817387306
S13,l a s_a t e r k a,k,r,a,voiceless,63.67908153932843,63.692,0.01291846067157109
S13,u r k a,k,r,a,voiceless,64.00573054760918,64.02389339374639,0.01816284613721563
S13,b e t h i,th,e,i,voiceless,67.02000000000001,67.061,0.04099999999999682
S13,b e t i,th,e,i,voiceless,68.494,68.53399999999999,0.03999999999999204
S13,b e t i,t,e,i,voiceless,68.77900000000001,68.81700000000001,0.0379999999999967
S13,b e t i,t,e,i,voiceless,69.035,69.05355264098435,0.01855264098435327
S13,m a r tS y t a n,t,y,a,voiceless,69.498,69.538,0.03999999999999204
S13,c i p i c i p i t i k,t,i,i,voiceless,70.634,70.66113934751611,0.02713934751611191
S13,c i p i c i p i t i k,t,i,i,voiceless,70.83399999999999,70.84877229369823,0.01477229369824328
S13,c i p i c i p i t i k,k,i,e,voiceless,71.021,71.062,0.04099999999999682
S13,b e j ts_m y t e n,t,y,e,voiceless,74.16799999999999,74.185,0.01700000000001011
S13,s_a o f r i t j a k,t,i,j,voiceless,79.22200000000001,79.25291969480222,0.03091969480220768
S13,h e rr i k o,k,i,o,voiceless,82.41199999999999,82.435,0.02300000000001034
S13,k a n t o n a m e n_d d y,k,N,a,voiceless,85.01225782223511,85.066,0.05374217776488876
S13,k a n t o n a m e n_d d y,t,n_d,o,voiceless,85.2,85.215,0.01500000000000056
S13,u n t a n,t,n_d,a,voiceless,85.82428385073595,85.84299999999999,0.01871614926403708
S13,e t a,t,e,a,voiceless,86.116,86.132,0.01600000000000534
S13,b e s_a t e e t a n,t,e,a,voiceless,86.51519714420424,86.53579830565778,0.02060116145354129
S13,b i t a,t,i,a,voiceless,91.46206419802208,91.47249194641212,0.01042774839005744
S13,e t a,t,e,a,voiceless,93.324,93.33999194641213,0.01599194641212875
S13,a s_a t e l e h e n a j k i J,k,j,i,voiceless,105.659,105.66260755128792,0.00360755128792789
S13,t a,t,<p:>,a,voiceless,109.9575902099816,109.97,0.01240979001839548
S13,m e s_m a t i g,t,a,i,voiceless,110.389,110.404,0.01500000000000056
S13,k a n p o a n,p,m,o,voiceless,114.677,114.69351795837166,0.01651795837166503
S13,e t a,t,e,a,voiceless,115.52839974464388,115.56024398320788,0.03184423856399121
S13,e t a,t,e,a,voiceless,121.602,121.626,0.02400000000000091
S13,e t a,t,e,a,voiceless,131.032,131.084,0.0519999999999925
S13,h e k,k,e,o,voiceless,135.63,135.668,0.03800000000001091
