subject,trial,Condition,Age,pupil_max
36,66,Dense,YA,1343.5
36,67,Dense,YA,15.6399999999999
36,68,Dense,YA,67.4600000000001
36,69,Dense,YA,118.98
36,70,Dense,YA,24.9456716417911
36,71,Sparse,YA,58.4000000000002
36,72,Dense,YA,607.16
36,73,Dense,YA,46.7200000000001
36,75,Sparse,YA,47.06
36,76,Sparse,YA,129.04
36,77,Dense,YA,206.02
36,78,Dense,YA,1178.34
36,79,Dense,YA,307.6
36,80,Sparse,YA,0
36,81,Sparse,YA,260.56
36,82,Sparse,YA,451.817542533081
36,83,Dense,YA,504.931794871795
36,84,Dense,YA,115.8
37,5,Dense,YA,154.76
37,6,Dense,YA,166.92
37,7,Dense,YA,292.7
37,8,Dense,YA,224.26
37,9,Dense,YA,253.42
37,10,Dense,YA,362.92
37,11,Sparse,YA,93.38
37,12,Dense,YA,260.08
37,13,Dense,YA,193.08
37,14,Sparse,YA,81.1400000000001
37,15,Sparse,YA,75.74
37,16,Sparse,YA,134.14
37,17,Sparse,YA,907.36
37,18,Dense,YA,161.6
37,19,Sparse,YA,145.7
37,20,Dense,YA,319.88
37,21,Dense,YA,96.9399999999999
37,22,Sparse,YA,311.64
37,23,Dense,YA,328.42
37,24,Sparse,YA,109.48
37,25,Dense,YA,328.7
37,26,Sparse,YA,279.98
37,27,Sparse,YA,184.48
37,28,Dense,YA,419.48
37,29,Sparse,YA,71.26
37,30,Dense,YA,180.62
37,31,Sparse,YA,178.96
37,32,Sparse,YA,6.70000000000007
37,33,Dense,YA,138.82
37,34,Sparse,YA,77.2599999999999
37,35,Dense,YA,260.6
37,36,Sparse,YA,48.7
37,37,Sparse,YA,284.4
37,38,Dense,YA,28.3200000000001
37,39,Sparse,YA,192.4
37,40,Sparse,YA,256.76
37,41,Dense,YA,299.42
37,42,Sparse,YA,251.86
37,43,Sparse,YA,77.1399999999999
37,44,Sparse,YA,12.8199999999999
37,45,Dense,YA,234.94
37,46,Sparse,YA,183.62
37,47,Dense,YA,381.38
37,48,Sparse,YA,107.76
37,49,Dense,YA,176.46
37,50,Sparse,YA,14.7199999999999
37,51,Dense,YA,305.82
37,52,Sparse,YA,91.5800000000001
37,53,Dense,YA,24.62
37,54,Dense,YA,362.16
37,55,Dense,YA,36.82
37,56,Sparse,YA,139.12
37,57,Sparse,YA,120.98
37,58,Sparse,YA,87.3000000000001
37,59,Dense,YA,83.62
37,60,Dense,YA,145.42
37,61,Sparse,YA,440.217142857143
37,62,Sparse,YA,321.12
37,63,Dense,YA,473.7
37,64,Dense,YA,102.18
37,65,Sparse,YA,398.34
37,66,Sparse,YA,261.54
37,67,Sparse,YA,256.18
37,68,Sparse,YA,486.88
37,69,Dense,YA,352.1
37,70,Sparse,YA,382.14
37,71,Dense,YA,285.92
37,72,Sparse,YA,145.98
37,73,Dense,YA,344.9
37,74,Sparse,YA,134.06
37,75,Dense,YA,311.68
37,76,Dense,YA,16.0800000000001
37,77,Dense,YA,140.8
37,78,Dense,YA,190.72
37,79,Dense,YA,173.6
37,80,Sparse,YA,221.86
37,81,Dense,YA,76.94
37,82,Dense,YA,200.02
37,83,Sparse,YA,131.14
37,84,Sparse,YA,90.5
38,5,Dense,YA,128.98
38,6,Dense,YA,282.14
38,7,Sparse,YA,193.8
38,8,Sparse,YA,45.3800000000001
38,9,Sparse,YA,282.88
38,10,Dense,YA,108.8
38,12,Sparse,YA,284.722105263158
38,13,Sparse,YA,35.6199999999999
38,14,Dense,YA,49.5972357723577
38,15,Sparse,YA,108.54
38,16,Dense,YA,7.89827956989248
38,17,Sparse,YA,267.78
38,21,Sparse,YA,26.1790291262137
38,22,Dense,YA,103.58
38,23,Sparse,YA,152.24
38,24,Sparse,YA,196.7
38,25,Sparse,YA,245.12
38,26,Sparse,YA,133.98
38,29,Sparse,YA,34.9
38,32,Dense,YA,178.544960422164
38,37,Dense,YA,142.149270833333
38,38,Sparse,YA,60.1170776255707
38,39,Sparse,YA,327.8
38,40,Dense,YA,39.3
38,41,Sparse,YA,93.7600000000001
38,44,Sparse,YA,141.68
38,45,Dense,YA,223.421012658228
38,46,Dense,YA,64.0600000000002
38,47,Dense,YA,4.24000000000001
38,48,Dense,YA,314.727378640777
38,52,Dense,YA,75.34
38,54,Sparse,YA,109.76
38,55,Dense,YA,9.04473684210541
38,56,Dense,YA,12.0599999999998
38,57,Sparse,YA,19.44
38,61,Dense,YA,20.9800000000002
38,62,Sparse,YA,76.98
38,63,Dense,YA,187.12
38,64,Dense,YA,105.956806722689
38,65,Dense,YA,183.9
38,66,Sparse,YA,99.48
38,67,Sparse,YA,87.96
38,68,Dense,YA,135.718072289157
38,69,Dense,YA,35.9199999999999
38,70,Dense,YA,69.48
38,72,Sparse,YA,59.3399999999999
38,73,Dense,YA,109.38
38,74,Sparse,YA,36.1
38,75,Sparse,YA,34.64
38,76,Sparse,YA,98.7370370370371
38,77,Dense,YA,91.86
38,78,Sparse,YA,45.9342205323194
38,79,Sparse,YA,421.22
38,80,Dense,YA,35.24
38,81,Sparse,YA,176.469230769231
38,83,Dense,YA,119.04
38,84,Sparse,YA,25.1748638778221
39,5,Dense,YA,471.56
39,6,Sparse,YA,226.82
39,7,Sparse,YA,157.836097560976
39,8,Sparse,YA,82.0999999999998
39,9,Dense,YA,285.24
39,10,Dense,YA,246.28
39,11,Sparse,YA,744.7
39,12,Dense,YA,186.86
39,13,Sparse,YA,287.72
39,14,Dense,YA,394.12
39,15,Sparse,YA,222.48
39,16,Dense,YA,264.8
39,17,Sparse,YA,34.3599999999999
39,18,Dense,YA,342
39,19,Dense,YA,184.6
39,20,Dense,YA,497
39,21,Sparse,YA,258.9
39,22,Dense,YA,310.84
39,23,Sparse,YA,138.12
39,24,Sparse,YA,101.86
39,25,Dense,YA,170.28
39,26,Sparse,YA,42.74
39,27,Dense,YA,109.84
39,28,Dense,YA,225.06
39,29,Dense,YA,45.9
39,30,Sparse,YA,341.44
39,31,Sparse,YA,145.7
39,32,Dense,YA,201.5
39,33,Sparse,YA,235.58
39,34,Sparse,YA,281.7
39,35,Sparse,YA,245.74
39,36,Sparse,YA,311.8
39,37,Dense,YA,236.82
39,38,Dense,YA,321.78
39,39,Dense,YA,217.52
39,40,Sparse,YA,61.3
39,41,Sparse,YA,113.62
39,42,Dense,YA,673.12
39,43,Dense,YA,153.1
39,44,Dense,YA,622.24
39,45,Sparse,YA,282.6
39,46,Sparse,YA,296.84
39,47,Dense,YA,667.42
39,48,Sparse,YA,723.74
39,49,Sparse,YA,209.68
39,50,Sparse,YA,113.98
39,51,Dense,YA,313.78
39,52,Sparse,YA,85.2400000000001
39,53,Sparse,YA,395.4
39,54,Dense,YA,398.3
39,55,Sparse,YA,51.2800000000002
39,56,Dense,YA,335.42
39,57,Dense,YA,754.66
39,58,Dense,YA,468.98
39,59,Sparse,YA,69.36
39,60,Sparse,YA,16.08
39,61,Dense,YA,163.46
39,62,Sparse,YA,383.86
39,63,Dense,YA,34.5799999999998
39,64,Dense,YA,294.36
39,65,Sparse,YA,210.68
39,66,Dense,YA,173.14
39,67,Dense,YA,196.86
39,68,Sparse,YA,45.9199999999999
39,69,Sparse,YA,227.76
39,70,Dense,YA,347.28
39,71,Sparse,YA,113.54
39,72,Sparse,YA,141.2
39,73,Sparse,YA,185.52
39,74,Dense,YA,572.48
39,75,Dense,YA,394.34
39,76,Sparse,YA,30.0600000000002
39,77,Sparse,YA,53.8199999999999
39,78,Sparse,YA,127.33592920354
39,79,Dense,YA,598.62
39,80,Dense,YA,52.98
39,81,Dense,YA,261.84
39,82,Sparse,YA,371.62
39,83,Dense,YA,199.16
39,84,Dense,YA,395.86
40,5,Sparse,YA,222.96
40,6,Sparse,YA,170.14
40,7,Sparse,YA,317.8
40,8,Dense,YA,339.18
40,9,Sparse,YA,484.3
40,10,Sparse,YA,200.18
40,11,Sparse,YA,380.48
40,12,Sparse,YA,309.86
40,13,Sparse,YA,450.54
40,14,Dense,YA,467.18
40,15,Dense,YA,335.7
40,16,Sparse,YA,34.88
40,17,Dense,YA,557.28
40,18,Dense,YA,815.585714285714
40,19,Sparse,YA,419.24
40,20,Sparse,YA,318.16
40,21,Sparse,YA,149.52
40,22,Sparse,YA,216.92
40,23,Dense,YA,263.2
40,24,Sparse,YA,455.4
40,25,Dense,YA,564.74
40,26,Dense,YA,325.48
40,27,Sparse,YA,140.24
40,28,Sparse,YA,376.32
40,29,Sparse,YA,408.02
40,30,Dense,YA,358.18
40,31,Sparse,YA,462.9
40,32,Dense,YA,239.080895522388
40,33,Dense,YA,282.52
40,34,Sparse,YA,266.74
40,35,Dense,YA,409.08
40,36,Dense,YA,255.2
40,37,Sparse,YA,229.72
40,38,Dense,YA,738.56
40,39,Dense,YA,660.52
40,40,Sparse,YA,48.56
40,41,Dense,YA,500.42
40,42,Sparse,YA,125.967878787879
40,43,Sparse,YA,454.86
40,44,Dense,YA,383.5
40,45,Dense,YA,374.834754098361
40,46,Dense,YA,327.9
40,47,Sparse,YA,492.94
40,48,Dense,YA,68.6
40,49,Dense,YA,543.74
40,50,Sparse,YA,519.8
40,51,Sparse,YA,174.68
40,52,Sparse,YA,289.16
40,53,Sparse,YA,12.2600000000001
40,54,Sparse,YA,572.26
40,55,Dense,YA,311.9
40,56,Sparse,YA,416.64
40,57,Sparse,YA,138
40,58,Dense,YA,123.48
40,59,Dense,YA,318.02
40,60,Dense,YA,463.5
40,61,Dense,YA,331.84
40,62,Sparse,YA,30.9599999999999
40,63,Sparse,YA,145.4
40,64,Sparse,YA,328.88
40,65,Sparse,YA,134.58
40,66,Dense,YA,507.02
40,67,Dense,YA,109.42
40,68,Sparse,YA,405.1
40,69,Sparse,YA,514.2
40,70,Sparse,YA,45.14
40,71,Dense,YA,510.12
40,72,Dense,YA,334.18
40,73,Dense,YA,412.34
40,74,Dense,YA,101.1
40,75,Sparse,YA,334.98
40,76,Dense,YA,594.38
40,77,Sparse,YA,512.213103448276
40,78,Dense,YA,331.34
40,79,Dense,YA,406.46
40,80,Dense,YA,449
40,81,Dense,YA,73.42
40,82,Dense,YA,87.78
40,83,Dense,YA,429.08
40,84,Dense,YA,608.9
41,5,Sparse,YA,58.42
41,6,Dense,YA,37.08
41,7,Dense,YA,298.26
41,8,Sparse,YA,129.56
41,9,Dense,YA,180.14
41,10,Dense,YA,204.3
41,11,Dense,YA,141.32
41,12,Sparse,YA,184.02
41,13,Sparse,YA,305.56
41,14,Dense,YA,329.5
41,15,Dense,YA,288.88
41,16,Dense,YA,62.0000000000001
41,17,Sparse,YA,119.34
41,18,Dense,YA,76.72
41,19,Sparse,YA,8.5400000000001
41,20,Sparse,YA,183.84
41,21,Dense,YA,106.6
41,22,Sparse,YA,372
41,23,Sparse,YA,196.92
41,24,Sparse,YA,262.14
41,25,Dense,YA,220.74
41,26,Sparse,YA,43.16
41,27,Sparse,YA,108.22
41,28,Dense,YA,314.66
41,29,Dense,YA,308.88
41,30,Sparse,YA,312.08
41,31,Dense,YA,61.88
41,32,Sparse,YA,58.9999999999999
41,33,Dense,YA,272.56
41,34,Dense,YA,90.4
41,35,Sparse,YA,25.56
41,36,Dense,YA,48.36
41,37,Sparse,YA,200.92
41,38,Dense,YA,140.7
41,39,Sparse,YA,103.18
41,40,Sparse,YA,136.4
41,41,Sparse,YA,152.06
41,42,Dense,YA,310.42
41,43,Sparse,YA,13.58
41,44,Dense,YA,180.12
41,45,Sparse,YA,152.56
41,46,Sparse,YA,401.54
41,47,Sparse,YA,166.98
41,48,Dense,YA,20.2199999999999
41,49,Dense,YA,142.78
41,50,Dense,YA,58.08
41,51,Dense,YA,185.92
41,52,Dense,YA,52.64
41,53,Sparse,YA,77.2199999999999
41,54,Sparse,YA,160.48
41,55,Sparse,YA,110.08
41,56,Dense,YA,80.9200000000001
41,57,Sparse,YA,112.6
41,58,Sparse,YA,238.02
41,59,Sparse,YA,68.5200000000001
41,60,Sparse,YA,8.82
41,61,Dense,YA,232.6
41,62,Dense,YA,23.8599999999999
41,63,Dense,YA,145.32
41,64,Dense,YA,102.96
41,65,Sparse,YA,171.1
41,66,Dense,YA,30.34
41,67,Sparse,YA,15.86
41,68,Sparse,YA,179.1
41,69,Dense,YA,356.82
41,70,Dense,YA,120.94
41,71,Sparse,YA,267.36
41,72,Dense,YA,264.18
41,73,Sparse,YA,152.14
41,74,Dense,YA,248.22
41,75,Dense,YA,9.90000000000002
41,76,Sparse,YA,88.1199999999999
41,77,Sparse,YA,15.24
41,78,Sparse,YA,164.72
41,79,Dense,YA,182.48
41,80,Sparse,YA,15.74
41,81,Dense,YA,106.44
41,82,Sparse,YA,109.7
41,83,Dense,YA,261.02
41,84,Dense,YA,175.5
42,5,Dense,YA,151.84
42,6,Sparse,YA,313.98
42,7,Dense,YA,205.86
42,8,Dense,YA,265.9
42,9,Dense,YA,39.5399999999999
42,10,Sparse,YA,65.72
42,11,Dense,YA,863.843127962085
42,12,Sparse,YA,374.14
42,13,Dense,YA,338.66
42,14,Dense,YA,57.8999999999999
42,15,Sparse,YA,293.64
42,16,Sparse,YA,99.9600000000002
42,17,Sparse,YA,322.88
42,18,Sparse,YA,316.2
42,19,Dense,YA,362.98
42,20,Sparse,YA,413.72
42,21,Sparse,YA,169.16
42,22,Dense,YA,220.18
42,23,Sparse,YA,273.98
42,24,Dense,YA,18.7800000000001
42,25,Sparse,YA,331.02
42,26,Sparse,YA,268.8
42,27,Dense,YA,556.08
42,28,Sparse,YA,25.8800000000002
42,29,Dense,YA,264.82
42,30,Sparse,YA,235.52
42,31,Dense,YA,18.8799999999999
42,32,Dense,YA,41.8784615384616
42,33,Sparse,YA,281.025
42,34,Dense,YA,70.5999999999999
42,35,Dense,YA,127.022857142857
42,36,Sparse,YA,59.96
42,37,Sparse,YA,48.078659217877
42,38,Dense,YA,34.0304166666667
42,39,Dense,YA,86.7599999999999
42,40,Dense,YA,181.9
42,41,Sparse,YA,62
42,42,Sparse,YA,45.9400000000002
42,43,Dense,YA,421.38
42,44,Dense,YA,159.76
42,45,Dense,YA,251.04
42,46,Dense,YA,95.8200000000001
42,47,Sparse,YA,79.6799999999999
42,48,Dense,YA,345.3
42,49,Sparse,YA,297.38
42,50,Dense,YA,297.16
42,51,Dense,YA,40.62
42,52,Sparse,YA,117.1
42,53,Sparse,YA,488.92
42,54,Dense,YA,74.08
42,55,Dense,YA,297.24
42,56,Sparse,YA,192.26
42,57,Dense,YA,233.837419354839
42,58,Dense,YA,134.44
42,59,Sparse,YA,176.54
42,60,Sparse,YA,242.44
42,61,Sparse,YA,179.7
42,62,Dense,YA,141.9
42,63,Sparse,YA,313.64
42,64,Sparse,YA,210.42
42,65,Dense,YA,303.08
42,66,Dense,YA,218.28
42,67,Dense,YA,123.88
42,68,Sparse,YA,369.88
42,69,Sparse,YA,129.76
42,70,Sparse,YA,168.36
42,71,Dense,YA,149.42
42,72,Sparse,YA,31.0672727272728
42,73,Sparse,YA,294.284795321637
42,74,Dense,YA,156.6
42,75,Dense,YA,52.28
42,76,Sparse,YA,167.18
42,77,Sparse,YA,263.02
42,78,Sparse,YA,428.641724137931
42,79,Dense,YA,161.74
42,80,Sparse,YA,337.74
42,81,Sparse,YA,29.7800000000001
42,82,Dense,YA,126.12
42,83,Dense,YA,387.24
42,84,Sparse,YA,561.38
43,5,Dense,YA,206.24
43,6,Sparse,YA,494.1
43,7,Dense,YA,425.9
43,8,Sparse,YA,255.04
43,9,Dense,YA,404.38
43,10,Sparse,YA,355.317766497462
43,11,Dense,YA,453.2
43,12,Sparse,YA,507.14
43,13,Sparse,YA,704.28
43,14,Dense,YA,397.46
43,15,Dense,YA,356.84
43,16,Sparse,YA,233.36
43,17,Dense,YA,464.74
43,18,Dense,YA,371.24
43,19,Sparse,YA,345.717696335078
43,20,Sparse,YA,14.16
43,21,Dense,YA,233.214029850746
43,22,Dense,YA,179.66
43,23,Sparse,YA,335.64
43,24,Sparse,YA,370.28
43,25,Sparse,YA,364.58
43,26,Dense,YA,482.44
43,27,Dense,YA,633.94
43,28,Sparse,YA,212.7
43,29,Sparse,YA,287.94
43,30,Dense,YA,272.6
43,31,Sparse,YA,58.16
43,32,Dense,YA,330.64
43,33,Dense,YA,289.72
43,34,Sparse,YA,333.985048543689
43,35,Sparse,YA,410.36
43,36,Dense,YA,110.96
43,37,Sparse,YA,280.804075829384
43,38,Sparse,YA,68.9400000000001
43,39,Dense,YA,139.944489795918
43,40,Dense,YA,206.94
43,41,Sparse,YA,108.24
43,42,Dense,YA,368.84
43,43,Dense,YA,496.74
43,44,Dense,YA,337.9
43,45,Sparse,YA,187.62
43,46,Sparse,YA,464.176111111111
43,47,Dense,YA,298.26
43,48,Sparse,YA,287.36
43,49,Dense,YA,78.6400000000001
43,50,Dense,YA,580.92
43,51,Sparse,YA,675.42
43,52,Dense,YA,327.36
43,53,Sparse,YA,387.42
43,54,Dense,YA,14.16
43,55,Sparse,YA,144.610051813472
43,56,Sparse,YA,636.8
43,57,Dense,YA,343.68
43,58,Sparse,YA,1209.52
43,59,Sparse,YA,309.84
43,60,Dense,YA,582.28
43,61,Sparse,YA,860.02
43,62,Dense,YA,685.68
43,63,Sparse,YA,598.54
43,64,Sparse,YA,444.76
43,65,Sparse,YA,270.26
43,66,Dense,YA,240.34
43,67,Dense,YA,199.077113402062
43,68,Dense,YA,104.6
43,69,Sparse,YA,249.54
43,70,Sparse,YA,956.92
43,71,Dense,YA,386.070404624277
43,72,Sparse,YA,310.54
43,73,Dense,YA,435.82
43,74,Sparse,YA,578.88
43,75,Dense,YA,139.34
43,76,Sparse,YA,176.74
43,77,Dense,YA,101.82
43,78,Sparse,YA,106.04
43,79,Dense,YA,263.48
43,80,Dense,YA,125.58
43,81,Dense,YA,364.14
43,82,Sparse,YA,44.2800000000001
43,83,Sparse,YA,262.72
43,84,Dense,YA,225.48
44,5,Dense,YA,49.4529837493716
44,6,Dense,YA,174.96
44,7,Sparse,YA,318.66
44,8,Sparse,YA,184.36
44,9,Dense,YA,365.04
44,10,Dense,YA,634.64
44,11,Dense,YA,352.92
44,12,Dense,YA,235.86
44,13,Dense,YA,324.68
44,14,Sparse,YA,60.6000000000001
44,15,Dense,YA,167.14
44,16,Sparse,YA,33.0799999999999
44,17,Sparse,YA,117.18
44,18,Sparse,YA,299.84
44,19,Dense,YA,301.16
44,20,Dense,YA,307.54
44,21,Dense,YA,618.18
44,22,Sparse,YA,91.9800000000001
44,23,Sparse,YA,265.2
44,24,Sparse,YA,88.5204878048779
44,25,Sparse,YA,231.68
44,26,Dense,YA,207.6
44,27,Dense,YA,250.42
44,28,Dense,YA,635.26
44,29,Dense,YA,376.06
44,30,Sparse,YA,370.56
44,31,Sparse,YA,144.5
44,32,Sparse,YA,83.8200000000001
44,33,Dense,YA,96.5104424778764
44,34,Sparse,YA,181.656842105263
44,35,Sparse,YA,430.74
44,36,Sparse,YA,195.162513089005
44,37,Sparse,YA,161.12
44,38,Sparse,YA,465.8
44,39,Dense,YA,389.16
44,40,Sparse,YA,201.82
44,41,Dense,YA,185.171351351351
44,42,Sparse,YA,480.48
44,43,Dense,YA,99.1600000000001
44,44,Sparse,YA,127.66
44,45,Dense,YA,86.3
44,46,Dense,YA,512.66
44,47,Dense,YA,280.08
44,48,Dense,YA,397.9
44,49,Dense,YA,99.3
44,50,Dense,YA,312.322307692308
44,51,Dense,YA,129.901818181818
44,52,Sparse,YA,40.6800000000001
44,53,Dense,YA,211.54
44,54,Sparse,YA,361.52
44,55,Sparse,YA,165.76
44,56,Sparse,YA,168.48
44,57,Dense,YA,297.72
44,58,Dense,YA,29.9800000000001
44,59,Sparse,YA,225.2
44,60,Sparse,YA,202.6
44,61,Sparse,YA,360.08
44,62,Dense,YA,337.34
44,63,Dense,YA,232.64
44,64,Dense,YA,279.88
44,65,Dense,YA,83.4
44,66,Dense,YA,211.94
44,67,Dense,YA,130
44,68,Sparse,YA,93.3000000000001
44,69,Sparse,YA,198.14
44,70,Sparse,YA,325.02
44,71,Sparse,YA,603.36
44,72,Sparse,YA,341.28
44,73,Sparse,YA,114.98
44,74,Dense,YA,266.74
44,75,Sparse,YA,81.5799999999999
44,76,Sparse,YA,139.14
44,77,Dense,YA,171.38
44,78,Dense,YA,103.002702702703
44,79,Sparse,YA,23.86
44,80,Dense,YA,281.76
44,81,Sparse,YA,371.9
44,82,Sparse,YA,434.3
44,83,Sparse,YA,501.1
44,84,Dense,YA,59.58
45,5,Sparse,YA,473.74
45,6,Sparse,YA,144.36
45,7,Sparse,YA,206.1
45,8,Sparse,YA,258.06
45,9,Dense,YA,285.1
45,10,Dense,YA,343.52
45,11,Dense,YA,139.62
45,12,Sparse,YA,197.16
45,13,Sparse,YA,71.8399999999997
45,14,Dense,YA,373.4
45,15,Sparse,YA,757.66
45,16,Dense,YA,264.86
45,17,Sparse,YA,170.86
45,18,Sparse,YA,180.02
45,19,Dense,YA,297.38
45,20,Sparse,YA,44.7599999999999
45,21,Dense,YA,247.7
45,22,Sparse,YA,570.34
45,23,Dense,YA,286.74
45,24,Sparse,YA,132.46
45,25,Sparse,YA,432.94
45,26,Dense,YA,687.74
45,27,Dense,YA,230.64
45,28,Dense,YA,289.88
45,29,Dense,YA,264.16
45,30,Dense,YA,39.5399999999999
45,31,Dense,YA,278.62
45,32,Dense,YA,375.64
45,33,Sparse,YA,301.28
45,34,Dense,YA,72.9000000000004
45,35,Sparse,YA,587.56
45,36,Sparse,YA,185.4
45,37,Dense,YA,520.12
45,38,Dense,YA,155.14
45,39,Dense,YA,267.96
45,40,Dense,YA,471.2
45,41,Dense,YA,379.4
45,42,Dense,YA,159.46
45,43,Dense,YA,531.5
45,44,Dense,YA,47.96
45,45,Sparse,YA,248.74
45,46,Sparse,YA,467.5
45,47,Sparse,YA,330.46
45,48,Dense,YA,7.18000000000015
45,49,Dense,YA,662.14
45,50,Dense,YA,311.54
45,51,Dense,YA,1039
45,52,Sparse,YA,337.96
45,53,Sparse,YA,286.38
45,54,Sparse,YA,571.9
45,55,Dense,YA,177.38
45,56,Sparse,YA,149.52
45,57,Sparse,YA,31.74
45,58,Sparse,YA,237.2
45,59,Dense,YA,135.64
45,60,Sparse,YA,159.56
45,61,Sparse,YA,175.82
45,62,Sparse,YA,264.76
45,63,Dense,YA,174.52
45,64,Sparse,YA,43.0200000000001
45,65,Dense,YA,200.74
45,66,Dense,YA,459.88
45,67,Sparse,YA,346.16
45,68,Dense,YA,26.44
45,69,Sparse,YA,242.08
45,70,Sparse,YA,863.56
45,71,Dense,YA,655.5
45,72,Dense,YA,56.5
45,73,Dense,YA,483.02
45,74,Dense,YA,612.22
45,75,Sparse,YA,331.34
45,76,Dense,YA,891.12
45,77,Sparse,YA,517.5
45,78,Sparse,YA,34.5999999999999
45,79,Sparse,YA,424.34
45,80,Dense,YA,122.22
45,81,Sparse,YA,397
45,82,Sparse,YA,38.5600000000001
45,83,Sparse,YA,5.10000000000009
45,84,Sparse,YA,134.22
47,5,Sparse,YA,315
47,6,Sparse,YA,405.5
47,7,Dense,YA,174.62
47,8,Sparse,YA,308.42
47,9,Dense,YA,583.92
47,10,Dense,YA,306.12
47,11,Sparse,YA,236
47,12,Sparse,YA,182.08
47,13,Dense,YA,18.7
47,14,Sparse,YA,151.64
47,15,Sparse,YA,120.16
47,16,Dense,YA,181.28
47,17,Dense,YA,401.36
47,18,Dense,YA,221.74
47,19,Sparse,YA,307.12
47,20,Dense,YA,277.5
47,21,Dense,YA,263.52
47,22,Dense,YA,130.2
47,23,Sparse,YA,223.52
47,24,Dense,YA,169.14
47,25,Dense,YA,426.72
47,26,Sparse,YA,275.52
47,27,Sparse,YA,190.42
47,28,Sparse,YA,206.02
47,29,Sparse,YA,299.66
47,30,Sparse,YA,85.6599999999999
47,31,Sparse,YA,188.86
47,32,Dense,YA,214.14
47,33,Dense,YA,459.08
47,34,Sparse,YA,147.36
47,35,Dense,YA,245.66
47,36,Sparse,YA,154.9
47,37,Sparse,YA,175.04
47,38,Sparse,YA,93.14
47,39,Dense,YA,99.2200000000001
47,40,Dense,YA,53.0200000000001
47,41,Sparse,YA,170.66
47,42,Dense,YA,13.7399999999999
47,43,Dense,YA,80.3400000000001
47,44,Dense,YA,173.9
47,45,Dense,YA,163.06
47,46,Dense,YA,235.42
47,47,Dense,YA,57.4599999999999
47,48,Sparse,YA,304.2
47,49,Sparse,YA,132.96
47,50,Dense,YA,176.28
47,51,Dense,YA,483.62
47,52,Dense,YA,229.64
47,53,Dense,YA,96.3599999999999
47,54,Dense,YA,55.4
47,55,Sparse,YA,428.98
47,56,Sparse,YA,330.18
47,57,Sparse,YA,119.54
47,58,Sparse,YA,105.42
47,59,Sparse,YA,91.1399999999999
47,60,Dense,YA,12.64
47,61,Sparse,YA,80.94
47,62,Sparse,YA,149.62
47,63,Dense,YA,155.56
47,64,Sparse,YA,77.3400000000001
47,65,Dense,YA,53.54
47,66,Sparse,YA,228.5
47,67,Dense,YA,11.9000000000001
47,68,Dense,YA,22.2600000000001
47,69,Sparse,YA,21.3799999999999
47,70,Sparse,YA,89.7600000000001
47,71,Dense,YA,15.5200000000002
47,72,Sparse,YA,165.42
47,73,Sparse,YA,181.14
47,74,Sparse,YA,116.76
47,75,Sparse,YA,38.06
47,76,Dense,YA,120.12
47,77,Dense,YA,96.38
47,78,Dense,YA,191.18
47,79,Sparse,YA,347.48
47,80,Dense,YA,45.3399999999999
47,81,Dense,YA,100.7
47,82,Sparse,YA,79.2600000000001
47,83,Sparse,YA,110.46
47,84,Dense,YA,386.98
48,5,Sparse,YA,148.16
48,6,Dense,YA,207.24
48,7,Dense,YA,115.42
48,8,Sparse,YA,142.82
48,9,Dense,YA,303.26
48,10,Dense,YA,292.88
48,11,Dense,YA,130.48
48,12,Dense,YA,136.1
48,13,Dense,YA,80.3400000000001
48,14,Dense,YA,187.88
48,15,Dense,YA,45.66
48,16,Sparse,YA,308.12
48,17,Dense,YA,128.38
48,18,Dense,YA,162.64
48,19,Dense,YA,64.38
48,20,Sparse,YA,38.52
48,21,Sparse,YA,117.931034482759
48,22,Dense,YA,60.42
48,23,Dense,YA,192.24
48,24,Dense,YA,155.3
48,25,Sparse,YA,153.98
48,26,Sparse,YA,33.6799999999999
48,27,Sparse,YA,62.8999999999999
48,28,Dense,YA,47.7799999999999
48,29,Sparse,YA,329.1
48,30,Sparse,YA,246.06
48,31,Dense,YA,109.72
48,32,Sparse,YA,95.56
48,33,Dense,YA,91.5199999999999
48,34,Dense,YA,81.7
48,35,Sparse,YA,136
48,36,Sparse,YA,46.42
48,37,Sparse,YA,80.0799999999999
48,38,Dense,YA,140.18
48,39,Sparse,YA,259.68
48,40,Sparse,YA,66.08
48,41,Sparse,YA,21.1000000000001
48,42,Dense,YA,356.2
48,43,Dense,YA,188.42
48,44,Sparse,YA,45.4600000000001
48,45,Sparse,YA,40.8199999999999
48,46,Dense,YA,62.3600000000001
48,47,Sparse,YA,243.18
48,48,Dense,YA,455.06
48,49,Dense,YA,128.38
48,50,Dense,YA,395.6
48,51,Dense,YA,4.74000000000001
48,52,Dense,YA,145.20652173913
48,53,Sparse,YA,52.0399999999999
48,54,Sparse,YA,158.58
48,55,Sparse,YA,88.1599999999999
48,56,Sparse,YA,68.3
48,57,Sparse,YA,21.08
48,58,Dense,YA,116.82
48,59,Sparse,YA,54.58
48,60,Dense,YA,5.39999999999991
48,61,Sparse,YA,64.94
48,62,Dense,YA,158.7
48,63,Sparse,YA,138.52
48,64,Sparse,YA,303.28
48,65,Sparse,YA,24.2199999999998
48,66,Dense,YA,92.3999999999999
48,67,Sparse,YA,188.86
48,68,Dense,YA,94.8200000000001
48,69,Dense,YA,29.54
48,70,Dense,YA,87.6800000000001
48,71,Sparse,YA,411.135346534653
