it12	1.3569	07/02/2018 13:21:29	Dico paca lentamente	a	66.0967	95.3780	93.6917	71.6368	49.4851	47.1447	59.9404	39.0824	39.2389	45.8750	-7.5588	41.9421	-8.6271	*	*	36.2174	-7.6670	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.1751	1.3624	12.2429	0.5948	9.3753	0.0267	6.5069	0.0588	3.5775	0.4268	0.5828	0.8055	-2.4933	1.2100	-5.6604	1.6084	-8.9575	2.0807	-12.2445	2.1531	-15.6952	2.3615	-19.0766	2.1022	-22.4602	1.6206	-25.5433	0.4098	-27.9439	-1.9742	-30.0174	-4.7198	-31.9146	-7.5388	-33.9185	-10.0741	-35.3517	-13.1553	-36.1494	-16.7158	-36.7167	-20.2532	-36.8447	-23.9359	-37.3681	-27.0533	-37.9796	-29.9455	-38.3150	-32.8940	-39.1351	-35.4223	-41.1386	-37.2664	-43.3245	-39.1128	-45.9819	-40.8722	-47.1784	-43.3392	*	*
it12	1.3803	07/02/2018 13:21:29	Dico paca lentamente	a	69.1658	129.5013	128.3508	73.5366	104.6908	102.6892	60.7591	33.1165	33.4143	44.1918	-10.3563	41.4174	-9.5926	*	*	35.7824	-8.6683	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.2938	3.3894	12.2673	2.2741	9.3235	1.7890	6.3670	1.9648	3.3256	2.5667	0.2122	3.0857	-3.0259	3.7710	-6.3444	4.2988	-9.6928	4.5188	-13.0459	4.4416	-16.3485	3.9938	-19.6681	3.4104	-22.9122	2.5136	-26.0037	1.2280	-28.4713	-1.1263	-30.5006	-4.0141	-32.0725	-7.3287	-33.8532	-10.1534	-35.8068	-12.6489	-37.2605	-15.5837	-38.0231	-19.0341	-38.4032	-22.6047	-38.3717	-26.2696	-38.2189	-29.7750	-38.7139	-32.6354	-39.4399	-35.2431	-40.5540	-37.5762	-41.7708	-39.8506	-43.1120	-42.0836	-44.6948	-44.2613	*	*
it12	1.4037	07/02/2018 13:21:29	Dico paca lentamente	a	72.5045	145.9194	145.7475	76.4645	143.2261	141.8678	61.6641	25.4155	25.7924	44.6126	-9.6570	41.5885	-9.2778	38.1210	-10.0301	35.7252	-8.7997	*	*	*	*	*	*	*	*	24.8062	5.1525	*	*	*	*	15.3511	4.3672	12.2833	3.3657	9.2777	3.3506	6.1634	4.7380	2.8049	6.9891	-0.5738	7.9218	-3.8868	7.9108	-7.0819	7.1997	-10.4508	7.0324	-13.8882	6.8473	-17.1856	6.0852	-20.3728	4.9690	-23.5509	3.7754	-26.9045	2.8291	-29.6195	0.7197	-31.4263	-2.6619	-32.6033	-6.6220	-33.7091	-10.3287	-35.2383	-13.2814	-36.5744	-16.2827	-37.1184	-19.8784	-37.5604	-23.3246	-37.9932	-26.5651	-38.6158	-29.4922	-39.7001	-31.9961	-40.7334	-34.4832	-42.4368	-36.5785	-43.8618	-38.8576	-45.5527	-41.0533	*	*	*	*
it12	1.4271	07/02/2018 13:21:29	Dico paca lentamente	a	76.0041	129.4632	130.8218	80.5325	161.3517	161.2592	62.0412	10.7466	11.5695	43.0136	-12.3146	40.7354	-10.8478	37.9838	-10.3113	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.4015	5.2281	12.3112	5.2837	9.1964	6.1182	5.8275	9.3147	2.2522	11.6843	-1.3407	12.6401	-4.6889	11.7675	-7.8942	10.3948	-11.5102	10.5455	-15.0859	10.2676	-18.5048	9.3809	-21.9250	8.4016	-25.0840	6.8041	-28.2833	5.2795	-30.9430	2.8476	-32.8542	-0.5764	-34.4571	-4.1543	-34.9472	-8.8231	-36.0240	-12.4072	-36.0256	-16.8419	-36.8599	-20.1196	-37.6675	-23.2330	-38.5430	-26.1358	-39.2948	-29.0085	-40.0349	-31.7791	-40.7005	-34.5025	-41.0943	-37.2899	-42.2822	-39.6077	-43.5720	-41.8895	*	*	*	*
it12	1.4505	07/02/2018 13:21:29	Dico paca lentamente	a	78.7332	90.0407	92.1121	84.1503	145.1929	146.6165	62.0583	-8.7663	7.9463	43.2661	-11.8949	40.9646	-10.4259	38.4080	-9.4418	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.6842	11.2659	2.1117	12.8776	-1.4403	13.2531	-5.2618	14.5227	-8.9614	14.5923	-12.8241	14.9025	-16.6388	14.7025	-20.3610	14.0183	-23.8108	12.5722	-27.1878	10.9603	-30.2500	8.7751	-33.1800	6.4442	-35.3630	3.0879	-35.5490	-2.7008	-35.0200	-8.7345	-34.0088	-14.6495	-34.5547	-18.3406	-35.8940	-21.0209	-37.6276	-23.2672	-39.3696	-25.4903	-40.2190	-28.3500	-40.7866	-31.2918	-41.1021	-34.2665	-42.2764	-36.6635	-43.6374	-38.9642	-44.2278	-41.6126	-43.9849	-44.5249	*	*
it12	0.9737	07/02/2018 13:21:33	Dico pogo lentamente	O	64.0223	20.6253	20.2877	70.5394	34.1437	32.2501	59.5452	14.0027	13.3665	41.2462	-15.2519	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.8670	-3.8985	12.1770	-3.9221	9.4742	-3.3425	6.6812	-2.3165	3.7946	-1.4167	0.8499	-0.8379	-2.1260	-0.5558	-5.1536	-0.3850	-8.4258	0.3174	-11.8372	0.9897	-15.8976	2.8671	-19.7548	3.6020	-23.6113	3.8947	-26.7159	2.4939	-29.1337	-0.0613	-31.3454	-2.7802	-33.3753	-5.5944	-36.0336	-7.5019	-38.4161	-9.7457	-39.0610	-13.7492	-38.4946	-18.5941	-37.3678	-23.4890	-36.2008	-27.9648	-35.9796	-31.3706	-35.4805	-34.7314	-36.5482	-36.9422	-38.1138	-38.8693	-39.1705	-41.0855	-38.3780	-44.0820	-38.0458	-46.7302	-37.0372	-49.4823
it12	0.9971	07/02/2018 13:21:33	Dico pogo lentamente	O	64.4971	33.4874	32.7915	72.0670	80.7983	78.9641	60.1134	18.8369	19.0570	40.4046	-16.6507	*	*	*	*	35.0389	-10.3794	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.9592	-2.3245	12.1929	-2.8305	9.4435	-2.2966	6.6167	-1.4374	3.6993	-0.6077	0.7368	-0.1423	-2.2856	0.2113	-5.4055	0.6059	-8.7858	1.5112	-12.6306	3.2556	-16.7072	4.8898	-20.5402	5.3390	-23.9587	4.5810	-27.3649	3.6473	-30.2718	1.7684	-32.6180	-0.9214	-34.5819	-3.9881	-36.2627	-7.2233	-38.6316	-9.5058	-39.4291	-13.3741	-38.7985	-18.3105	-38.3705	-22.6326	-37.9688	-26.5842	-38.4038	-29.6433	-38.8322	-32.5587	-38.6470	-35.7091	-38.6795	-38.5695	-37.6038	-41.8295	-36.9211	-44.6971	-37.7636	-46.8349	-38.7463	-48.9318
it12	1.0205	07/02/2018 13:21:33	Dico pogo lentamente	O	65.5733	54.2621	53.1779	74.4308	119.2889	117.7808	60.9077	10.9454	11.4211	40.6571	-16.2310	38.2308	-15.4573	*	*	35.2245	-9.9522	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.0258	-1.1870	12.2055	-1.9658	9.4377	-2.1008	6.6155	-1.4207	3.7191	-0.7761	0.7023	0.0699	-2.4018	0.7703	-5.5986	1.3654	-9.1569	2.7417	-13.0916	4.5723	-17.1981	6.1162	-21.1317	6.6472	-24.5489	5.7469	-28.0033	4.7819	-31.4956	3.7361	-33.8380	0.8605	-35.5633	-2.6817	-36.7512	-6.6292	-37.3637	-10.9165	-37.7959	-15.0381	-37.8065	-19.2362	-37.4405	-23.4270	-37.9857	-26.5710	-38.2053	-29.7847	-38.7199	-32.6315	-38.4142	-35.8458	-38.0822	-38.8861	-38.1153	-41.5866	-37.8212	-44.3171	-38.2227	-46.6645	-37.8141	-49.2321
it12	1.0439	07/02/2018 13:21:33	Dico pogo lentamente	O	67.0518	75.6927	74.9393	77.4378	140.5344	140.1377	60.9011	-6.9610	5.9753	42.0878	-13.8532	*	*	36.5490	-13.2529	35.4501	-9.4329	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.0293	-1.1274	12.2184	-1.0820	9.3965	-0.6968	6.5223	-0.1509	3.5155	0.9534	0.3758	2.0788	-2.9369	3.3430	-6.4244	4.6136	-10.1259	5.9552	-14.3138	8.0625	-18.4347	9.2057	-22.5283	9.7360	-26.1359	8.8822	-29.4640	7.3781	-32.8292	5.8802	-34.9649	2.5065	-36.8274	-0.9989	-37.6358	-5.5534	-37.6352	-10.6145	-37.3140	-15.5292	-36.3010	-20.6411	-36.9646	-23.8335	-38.1420	-26.4490	-39.2871	-29.0140	-39.9066	-31.8623	-38.9106	-35.5542	-38.6057	-38.6087	-36.6436	-42.2855	-36.9805	-44.6720	-37.0895	-47.0852	-38.4356	-49.0319
it12	1.0674	07/02/2018 13:21:33	Dico pogo lentamente	O	69.0694	79.8957	80.3439	81.0642	131.2118	132.3318	60.1476	-26.5437	26.0818	42.9294	-12.4544	40.0819	-12.0506	37.2183	-11.8809	35.0760	-10.2940	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.2776	2.9763	9.2700	3.6109	6.2139	4.0494	3.0544	4.8704	-0.2121	5.6959	-3.6912	6.9706	-7.4780	8.7579	-11.3440	9.9943	-15.5122	11.4851	-19.6446	12.2286	-23.7793	12.5026	-27.5762	11.7276	-30.8885	9.9098	-33.5711	7.0730	-36.2119	4.3278	-38.3770	1.0639	-37.8831	-5.2527	-36.2012	-12.2100	-33.3516	-19.5664	-33.2724	-23.4672	-33.8003	-26.5363	-35.7037	-28.3530	-37.1878	-30.5097	-38.5776	-32.7238	-38.3627	-35.8761	-37.3624	-39.2675	-35.1460	-42.9967	-35.0042	-45.5063	-35.3539	-47.7297	*	*
