it14	1.6952	16/04/2018 10:47:09	Dico paga lentamente	a	58.9534	25.9047	26.0688	63.7886	11.5225	10.8883	68.2677	-14.1550	14.3700	*	*	*	*	*	*	26.1027	-2.5447	23.7957	-2.3477	21.5133	-2.1235	19.2893	-1.4929	17.0629	-0.5121	14.7705	0.3909	12.4142	1.1624	10.0055	1.7201	7.5693	1.9760	5.0837	2.3455	2.5250	2.8414	-0.0864	3.2389	-2.8642	4.0234	-5.6367	4.3812	-8.5581	4.9151	-11.5074	5.2034	-14.3790	5.0403	-17.1344	4.4482	-19.6255	3.2316	-21.9791	1.7640	-24.2548	0.1885	-26.2684	-1.7561	-28.0405	-3.9654	-29.6383	-6.3010	-30.8278	-9.0104	-32.1600	-11.4197	-32.9155	-14.3055	-33.6321	-17.0671	-34.8502	-19.2655	-36.2465	-21.2756	*	*	*	*	*	*	*	*	*	*	-44.7948	-33.3006	-46.5391	-35.2656	-47.8371	-37.4658	*	*
it14	1.7118	16/04/2018 10:47:09	Dico paga lentamente	a	59.3706	23.5106	23.6546	63.9875	22.5025	21.7493	68.0688	-10.9216	11.1224	*	*	*	*	*	*	26.1248	-2.4525	23.8792	-1.9265	21.6331	-1.3636	19.3903	-0.6329	17.1221	0.2513	14.7959	1.0560	12.4135	1.6848	9.9886	2.1348	7.5284	2.4860	5.0313	2.7825	2.4466	3.3307	-0.1858	3.7335	-2.9678	4.4511	-5.7571	4.8046	-8.6494	5.1939	-11.6096	5.4784	-14.4383	5.1823	-17.1246	4.4271	-19.5234	3.0326	-21.7611	1.3775	-23.9533	-0.3003	-25.8999	-2.3038	-27.7680	-4.3380	-29.3202	-6.7018	-30.7088	-9.1488	-32.1478	-11.4328	-32.9587	-14.2627	-33.8457	-16.8712	-34.9239	-19.2031	-36.2056	-21.3076	*	*	*	*	*	*	*	*	*	*	-45.4950	-32.9819	-45.8766	-35.5362	*	*	*	*
it14	1.7285	16/04/2018 10:47:09	Dico paga lentamente	a	59.7921	22.6710	22.6247	64.4826	38.3502	37.2569	67.9069	-7.4673	7.6616	*	*	*	*	*	*	26.2581	-1.8958	23.9449	-1.5948	21.6389	-1.3265	19.3800	-0.7200	17.1139	0.1461	14.7957	1.0506	12.4133	1.8530	9.9797	2.3547	7.5106	2.7071	5.0134	2.9317	2.4670	3.2036	-0.1713	3.6616	-2.9337	4.3102	-5.7654	4.8338	-8.6700	5.2568	-11.5030	5.1917	-14.3239	4.9082	-16.9913	4.1399	-19.4475	2.8846	-21.7234	1.3105	-23.8443	-0.4769	-25.7361	-2.5473	-27.4279	-4.8029	-29.0010	-7.1039	-30.3320	-9.5868	-31.7711	-11.8374	-32.8977	-14.3231	-33.9512	-16.7744	-35.1669	-18.9972	-36.4128	-21.1456	*	*	*	*	*	*	*	*	-43.7954	-31.0286	-45.2947	-33.0730	-46.2161	-35.3975	-46.4204	-37.9803	*	*
it14	1.7451	16/04/2018 10:47:09	Dico paga lentamente	a	60.1391	24.9118	24.7336	65.2607	59.5445	58.2216	67.8052	-5.6911	5.6909	*	*	*	*	*	*	26.2394	-1.9741	23.9164	-1.7387	21.6255	-1.4114	19.3834	-0.6916	17.1285	0.3334	14.8066	1.3384	12.4130	2.1159	9.9648	2.7211	7.4756	3.1440	4.9526	3.4379	2.3597	3.8731	-0.2943	4.2738	-3.0369	4.7362	-5.8716	5.2072	-8.7335	5.4507	-11.5990	5.4499	-14.3845	5.0535	-16.9295	4.0068	-19.3576	2.7095	-21.6153	1.1188	-23.7926	-0.5606	-25.7451	-2.5339	-27.4216	-4.8116	-29.0021	-7.1025	-30.4218	-9.4824	-32.0332	-11.5559	-33.2418	-13.9816	-34.3295	-16.4273	-35.3908	-18.8076	-36.6439	-20.9649	*	*	*	*	*	*	*	*	-42.7169	-31.5718	-44.4675	-33.4495	-46.4397	-35.3062	*	*	*	*
it14	1.7618	16/04/2018 10:47:09	Dico paga lentamente	a	60.4642	28.4902	28.2312	66.2987	79.2379	77.9923	67.7532	-6.6366	6.4769	*	*	*	*	*	*	26.2085	-2.1028	23.9296	-1.6721	21.6768	-1.0862	19.4604	-0.0359	17.1828	1.0326	14.8372	2.1393	12.4120	2.8584	9.9389	3.3557	7.4226	3.8039	4.8686	4.1378	2.2465	4.5797	-0.4406	5.0017	-3.2353	5.5552	-6.0952	5.9936	-8.9896	6.2328	-11.8757	6.1945	-14.5863	5.5373	-17.1879	4.5634	-19.5005	2.9881	-21.6856	1.2435	-23.7992	-0.5500	-25.7361	-2.5473	-27.4216	-4.8116	-28.9554	-7.1614	-30.2842	-9.6425	-31.7589	-11.8505	-32.8457	-14.3748	-34.0026	-16.7273	-35.1301	-19.0285	-36.5354	-21.0497	*	*	*	*	*	*	*	*	-43.6340	-31.1099	-45.3419	-33.0515	-47.6040	-34.8307	-49.5649	-36.8383	*	*
it14	1.7784	16/04/2018 10:47:09	Dico paga lentamente	a	60.9921	34.1707	33.7794	67.8801	96.8621	96.1388	67.6626	-10.9985	10.6591	*	*	*	*	*	*	26.3931	-1.3321	24.0514	-1.0579	21.7397	-0.6868	19.4860	0.1826	17.2030	1.2930	14.8457	2.3646	12.4113	3.4362	9.9012	4.2816	7.2985	5.3500	4.6291	6.1325	1.8953	6.7719	-0.8705	7.1415	-3.6851	7.4122	-6.5595	7.6267	-9.4461	7.6269	-12.3119	7.3683	-14.9294	6.3596	-17.4659	5.1622	-19.7333	3.4417	-21.8675	1.5660	-24.0143	-0.2013	-25.9408	-2.2430	-27.6381	-4.5156	-29.1367	-6.9330	-30.3436	-9.5733	-31.6333	-11.9854	-32.7619	-14.4580	-33.8945	-16.8264	-35.0932	-19.0597	-36.3719	-21.1776	*	*	*	*	*	*	*	*	-44.2987	-30.7751	-45.8418	-32.8240	-47.4947	-34.8753	-49.3042	-36.9329	*	*
it14	1.7950	16/04/2018 10:47:09	Dico paga lentamente	a	61.7254	40.9757	40.6059	69.8466	103.4044	103.3466	67.4492	-18.1305	17.6768	*	*	*	*	*	*	*	*	24.1084	-0.7700	21.7854	-0.3970	19.5184	0.4580	17.2491	1.8869	14.8761	3.1601	12.4099	4.5061	9.8535	5.4543	7.2280	6.2291	4.5086	7.1361	1.7125	7.9130	-1.2006	8.7850	-4.2111	9.5838	-7.2700	10.1253	-10.2555	10.0990	-13.0336	9.3103	-15.6918	8.1874	-18.0753	6.4749	-20.2796	4.5066	-22.3630	2.4450	-24.2651	0.2052	-25.9359	-2.2504	-27.4332	-4.7957	-28.6562	-7.5383	-29.8537	-10.1429	-30.8969	-12.7762	-31.9404	-15.2734	-33.0837	-17.5702	-34.3493	-19.6900	-35.9167	-21.5334	*	*	*	*	*	*	*	*	-43.0844	-31.3867	-45.4168	-33.0175	-46.8703	-35.1303	-48.7451	-37.1360	*	*
it14	1.8117	16/04/2018 10:47:09	Dico paga lentamente	a	62.4137	44.9290	44.7824	71.5612	97.9094	98.6520	67.0752	-25.1227	24.6828	*	*	*	*	*	*	*	*	24.2795	0.0934	21.9413	0.5927	19.6485	1.5668	17.3172	2.7645	14.9148	4.1755	12.4087	5.4292	9.8078	6.5768	7.1219	7.5505	4.3114	8.7792	1.3785	9.9975	-1.6756	11.1493	-4.7384	11.7607	-7.8004	11.9906	-10.7477	11.6020	-13.5297	10.6451	-16.0941	9.1516	-18.3449	7.0559	-20.4804	4.8982	-22.5502	2.7769	-24.5798	0.7153	-26.1266	-1.9669	-27.3709	-4.8809	-28.2635	-8.0329	-29.0219	-11.1100	-30.0094	-13.7294	-31.0553	-16.1518	-32.4284	-18.1712	-33.9944	-19.9906	*	*	*	*	*	*	*	*	-42.0893	-29.1365	-44.0271	-30.9119	-45.6822	-32.8966	-47.3092	-34.9511	-48.8166	-37.1100	*	*
it14	1.8283	16/04/2018 10:47:09	Dico paga lentamente	a	63.2144	44.1250	44.3640	73.2044	78.4542	79.8683	66.5638	-30.4615	30.2803	*	*	*	*	*	*	*	*	24.4451	0.9287	22.0176	1.0769	19.7270	2.2348	17.4063	3.9114	14.9674	5.5575	12.4064	7.1252	9.7432	8.1642	6.9927	9.1608	4.1206	10.3689	1.1289	11.5555	-1.9664	12.5964	-5.0927	13.2230	-8.1846	13.3415	-11.1763	12.9111	-13.9598	11.8022	-16.5728	10.2991	-18.8813	8.2112	-20.9704	5.8533	-22.8103	3.2382	-24.2078	0.1124	-25.6033	-2.7447	-26.6473	-5.8700	-27.8131	-8.6004	-28.9927	-11.1439	-30.0082	-13.7307	-31.2750	-15.9338	-32.8042	-17.8265	-34.2374	-19.7848	*	*	*	*	*	*	-41.5291	-26.6023	-43.3709	-28.4265	-44.8692	-30.4879	-45.8743	-32.8092	-46.7196	-35.1919	-47.4839	-37.5940	*	*
it14	1.4540	16/04/2018 10:47:14	Dico poto lentamente	o	61.0438	67.1844	67.3447	63.0396	67.8482	68.0408	69.8607	-42.3355	42.0647	*	*	*	*	31.3987	7.7742	28.6163	7.9516	25.5240	6.3723	22.5722	4.5972	19.7969	2.8301	17.2322	1.6693	14.8171	1.6120	12.4134	1.7456	10.0025	1.7952	7.5690	1.9796	5.0731	2.4344	2.5426	2.7319	-0.0505	3.0600	-2.7185	3.4218	-5.3646	3.4245	-8.0894	3.4835	-10.7981	3.2950	-13.5601	3.0772	-16.4196	2.9082	-19.2849	2.5678	-22.0204	1.8372	-24.4408	0.4900	-26.7057	-1.1059	-28.6774	-3.0947	-30.2545	-5.5247	-31.6234	-8.0854	-32.7708	-10.7638	-34.1929	-13.0376	-35.7811	-15.0959	*	*	*	*	*	*	*	*	-42.1899	-26.2014	-43.0376	-28.6111	-44.0431	-30.9039	-45.2409	-33.0975	-46.4165	-35.3157	*	*	*	*
