it13	0.9681	19/02/2018 15:33:40	Dico paca lentamente	a	56.7792	26.7343	26.5503	62.3299	30.4419	29.5092	59.2384	16.9170	16.9985	40.3497	6.4324	38.3264	7.4093	36.2690	8.3000	34.2202	9.1942	32.1507	10.0371	30.0496	10.7978	27.9168	11.4637	25.7417	11.9761	23.5637	12.4568	21.3740	12.8775	19.1746	13.2513	16.9646	13.5813	14.7412	13.8480	12.5126	14.6387	10.2098	15.9300	7.7903	17.3805	5.2205	19.0468	2.6330	19.7845	0.0468	20.0408	-2.4626	19.7018	-4.8564	18.8654	-7.0417	17.4077	-9.1841	16.0053	-11.1101	14.1910	-12.8707	12.1933	-14.4712	10.0686	-15.6711	7.4059	-16.8634	5.0010	-18.0340	2.7710	-19.4523	1.0575	-20.7534	-0.7336	*	*	*	*	-22.6357	-7.7870	-22.2232	-10.8385	-22.0678	-13.4165	-22.7277	-15.1551	-24.3571	-16.1186	-25.7965	-17.2819	-27.7774	-18.1558	-28.3687	-19.9352	-29.1460	-21.5849
it13	0.9830	19/02/2018 15:33:40	Dico paca lentamente	a	57.1902	27.2975	27.3452	62.8236	42.8026	41.8284	59.4226	14.2027	14.5345	40.7562	7.1348	38.7194	8.1546	36.6557	9.1091	34.5548	9.9715	32.4347	10.7757	30.2880	11.4992	28.0898	12.0473	25.8917	12.5661	23.6786	12.9970	21.4728	13.4525	19.2619	13.9152	17.0256	14.2481	14.7896	14.7776	12.5276	15.8397	10.1800	17.0401	7.7116	18.5657	5.1589	19.6285	2.5557	20.3134	-0.0295	20.4495	-2.5308	20.0014	-4.8197	18.7292	-7.0244	17.3525	-9.1034	15.7787	-11.1079	14.1855	-13.0477	12.5890	-14.7455	10.6220	-15.9620	7.9390	-17.1446	5.4712	-18.4073	3.3428	-20.1531	2.0439	-21.9351	0.7981	*	*	-23.4002	-4.0573	-22.9121	-7.5049	-22.2037	-10.8568	-22.0219	-13.4564	-22.9105	-15.0081	-25.1419	-15.5368	-27.6339	-16.0287	-29.1707	-17.2839	-30.0214	-18.9895	-30.1357	-21.0691
it13	0.9979	19/02/2018 15:33:40	Dico paca lentamente	a	57.6459	25.2811	25.4994	63.5156	57.1146	56.1417	59.6228	8.5822	8.9565	40.9086	7.3983	38.8943	8.4862	36.8132	9.4386	34.6968	10.3016	32.5236	11.0071	30.3468	11.6721	28.1417	12.2224	25.9451	12.7762	23.7409	13.2904	21.5243	13.7525	19.3016	14.2170	17.0646	14.6739	14.8111	15.1928	12.5320	16.1900	10.1673	17.5121	7.6835	18.9893	5.0856	20.3195	2.4716	20.8893	-0.1057	20.8581	-2.5605	20.1317	-4.8355	18.7880	-6.9930	17.2518	-9.0636	15.6668	-11.0665	14.0822	-12.9538	12.3789	-14.6763	10.4823	-15.9919	7.9937	-17.2620	5.6675	-18.5250	3.5231	-19.9674	1.7825	*	*	-23.1675	-1.1174	-23.5258	-3.9186	-23.5855	-6.8178	-23.3746	-9.7526	-23.3719	-12.2802	-24.3879	-13.8199	-26.0686	-14.8498	-28.0559	-15.7410	-28.9252	-17.4375	-29.1032	-19.5149	-28.6962	-21.8193
it13	1.0127	19/02/2018 15:33:40	Dico paca lentamente	a	58.0357	21.1766	21.4714	64.4357	72.5739	71.5001	59.7580	1.3949	1.9584	41.1119	7.7495	39.0362	8.7554	36.9252	9.6730	34.7931	10.5252	32.6211	11.2607	30.4285	11.9125	28.2076	12.4445	25.9816	12.9201	23.7545	13.3543	21.5449	13.8725	19.3279	14.4172	17.0759	14.7966	14.8255	15.4700	12.5380	16.6621	10.1518	18.0894	7.6311	19.7789	5.0241	20.8997	2.4051	21.3447	-0.1792	21.2522	-2.6293	20.4343	-4.9306	19.1406	-7.1143	17.6402	-9.1248	15.8388	-11.1157	14.2048	-12.9592	12.3911	-14.6301	10.3892	-16.0068	8.0211	-17.3206	5.7656	-18.9226	4.1323	-20.6665	2.7665	*	*	-23.4247	-0.8099	-23.7570	-3.6633	-23.8048	-6.5940	-23.9567	-9.2036	-24.5204	-11.2796	-25.2811	-13.1016	-26.9488	-14.1973	-27.8719	-15.8664	-28.7050	-17.5753	-28.7972	-19.6901	-28.5162	-21.9130
it13	1.0276	19/02/2018 15:33:40	Dico paca lentamente	a	58.2685	17.0388	17.2805	65.6250	88.8542	87.8219	59.7506	-8.0064	7.3278	41.0611	7.6617	39.0033	8.6930	36.9182	9.6583	34.7931	10.5252	32.6211	11.2607	30.4447	11.9603	28.2422	12.5612	26.0116	13.0381	23.7798	13.4734	21.5655	13.9925	19.3490	14.5776	17.1271	15.3555	14.8849	16.6117	12.5561	18.1096	10.1099	19.6492	7.5522	20.9685	4.9378	21.7132	2.2976	22.0807	-0.3178	21.9951	-2.7915	21.1465	-5.0897	19.7313	-7.2470	18.0653	-9.2453	16.1773	-11.2345	14.5011	-13.1139	12.7367	-14.7613	10.6539	-16.3027	8.5632	-17.9851	6.8767	-19.6961	5.3171	-21.2546	3.5943	*	*	-22.2798	-2.1788	-22.5840	-4.9586	-23.6073	-6.7955	-24.2678	-8.9102	-25.3286	-10.5754	-25.9972	-12.5256	-26.9453	-14.2000	-27.8216	-15.9007	-28.0165	-18.0062	-27.9660	-20.1657	-27.7065	-22.3350
it13	1.0425	19/02/2018 15:33:40	Dico paca lentamente	a	58.4072	14.0718	14.2394	67.1199	100.6593	100.1508	59.5202	-19.3382	18.5256	41.0611	7.6617	39.0033	8.6930	36.9182	9.6583	34.8218	10.5920	32.6968	11.4575	30.5393	12.2386	28.3494	12.9227	26.1250	13.4842	23.9046	14.0601	21.6716	14.6100	19.4519	15.3607	17.2718	16.9360	14.9913	18.6593	12.5914	20.9273	10.0312	22.5790	7.3810	23.5492	4.7001	23.9544	2.0375	23.8613	-0.6042	23.5305	-3.1029	22.5145	-5.4590	21.1017	-7.6328	19.3012	-9.6486	17.3103	-11.5180	15.2080	-13.2406	13.0199	-14.8002	10.7324	-16.3446	8.6401	-17.8990	6.7327	-19.3723	4.8210	*	*	*	*	-22.2846	-2.1731	-23.0504	-4.4435	-23.7320	-6.6683	-24.1231	-9.0467	-24.1308	-11.6190	-24.7882	-13.4979	-25.4794	-15.2866	-26.3742	-16.8879	-27.1632	-18.5401	-26.8643	-20.7962	-27.2566	-22.5694
it13	1.0574	19/02/2018 15:33:40	Dico paca lentamente	a	58.5747	12.0413	12.1752	68.7852	104.0073	104.1054	59.1074	-31.9017	31.1132	41.1627	7.8373	39.1124	8.8999	37.0424	9.9182	34.9445	10.8771	32.8380	11.8247	30.6927	12.6898	28.4946	13.4124	26.2665	14.0410	24.0068	14.5407	21.8146	15.4426	19.6050	16.5251	17.4121	18.4677	15.0989	20.7291	12.6140	22.7221	9.9854	24.2828	7.2878	24.9536	4.5737	25.1473	1.8352	25.2466	-0.8806	25.0119	-3.5826	24.6223	-6.2343	23.9789	-8.5084	22.1059	-10.3930	19.4014	-11.9192	16.2084	-13.2151	12.9630	-14.6070	10.3426	-16.0218	8.0485	-17.5988	6.2307	-19.0655	4.3511	-20.0938	1.9604	-20.6174	-0.9099	-20.8758	-3.8575	-21.4498	-6.2109	-22.4206	-8.0065	-23.0581	-10.0511	-23.7021	-11.9925	-24.6621	-13.5994	-25.6405	-15.1673	-26.2270	-16.9882	-26.7127	-18.8221	-26.6678	-20.9086	-27.2566	-22.5694
it13	0.8987	19/02/2018 15:33:44	Dico pogo lentamente	O	51.2268	41.6035	41.6113	60.8239	41.4432	40.5406	61.5016	14.1702	14.9171	36.1827	-0.7680	34.8831	0.8789	33.5244	2.5573	32.2033	4.5084	30.3998	5.4834	28.6027	6.5413	26.7602	7.5636	24.8542	8.4838	22.8773	9.2285	20.8545	9.8529	18.7858	10.2940	16.6984	10.6746	14.5971	11.0754	12.4777	11.8536	10.2771	13.4247	7.8854	15.9465	5.2822	18.4651	2.5443	20.3913	-0.2073	21.4025	-2.9282	21.7473	-5.6243	21.7153	-8.1814	21.0585	-10.5742	19.9105	-12.6397	18.0054	-14.2485	15.2723	-15.5604	12.2662	-16.5971	9.1028	-17.1667	5.5082	-17.8700	2.5198	-18.4427	-0.3634	-19.4130	-2.4709	-20.2148	-4.6479	-20.5668	-7.1859	-20.4753	-9.9915	-20.4334	-12.5264	-20.3036	-14.9535	-20.7401	-16.7537	-21.2251	-18.4405	-22.4075	-19.5932	-24.2660	-20.3531	-25.9945	-21.2939	-27.8864	-22.2412
it13	0.9136	19/02/2018 15:33:44	Dico pogo lentamente	O	51.8254	40.2579	40.3966	61.5977	55.1398	54.1766	61.6146	2.6911	3.4663	36.5892	-0.0655	35.2432	1.5618	33.8272	3.1909	32.4199	5.0117	30.5863	5.9684	28.7270	6.9068	26.8607	7.9023	24.9123	8.7126	22.9153	9.4071	20.8618	9.8953	18.7858	10.2940	16.6981	10.6716	14.5933	11.0012	12.4730	11.4854	10.2797	13.3268	7.9057	15.6413	5.2914	18.3780	2.4894	20.7674	-0.2465	21.6127	-3.0221	22.1599	-5.6560	21.8328	-8.2425	21.2541	-10.6051	19.9972	-12.4773	17.6002	-14.1381	15.0256	-15.4563	12.0560	-16.5993	9.1067	-17.2604	5.6649	-17.9447	2.6342	-18.6990	-0.0027	-19.9662	-1.7539	*	*	-21.3143	-6.3606	-21.0042	-9.4518	-20.5965	-12.3726	-20.4323	-14.8414	-20.9298	-16.6011	-21.9718	-17.8870	-23.7555	-18.6738	-25.4767	-19.5955	-27.2573	-20.5713	-28.2463	-22.0537
it13	0.9284	19/02/2018 15:33:44	Dico pogo lentamente	O	52.4602	37.9626	38.1113	62.5497	70.6779	69.6182	61.5749	-9.7460	8.8264	37.0974	0.8126	35.6483	2.3301	34.1684	3.9049	32.5861	5.3976	30.7073	6.2830	28.8249	7.1950	26.9265	8.1244	24.9573	8.8896	22.9416	9.5306	20.8884	10.0504	18.8228	10.5752	16.7316	11.0368	14.6154	11.4268	12.4836	12.3257	10.2699	13.6919	7.8736	16.1243	5.2327	18.9316	2.4965	20.7189	-0.3377	22.1016	-3.0923	22.4682	-5.7862	22.3160	-8.4659	21.9698	-10.7704	20.4616	-12.7132	18.1887	-14.2564	15.2899	-15.5143	12.1731	-16.7315	9.3491	-17.4479	5.9784	-18.2442	3.0930	-18.7368	0.0506	-19.4185	-2.4639	*	*	-20.2928	-7.4886	-20.5542	-9.9109	-20.3751	-12.5814	-20.5353	-14.7517	-21.2306	-16.3591	-22.3630	-17.5970	-23.9763	-18.5233	-25.6139	-19.5097	-27.0704	-20.6782	-27.7964	-22.2881
