id,place_etym,context,prev_sound,sound_etym,next_sound,letter,category,freqGO,freqLUB,loan,page,frequency,manner,lexeme,form,spelling,frequency_class
25219,apical,_V,e,s,a,s,content,0.01,2.84,yes,28,-1.76938002380436,fricative,sobresalitu,Sobre#s#alitu,ConSpell,low
25220,apical,_C,e,s,t,s,grammatical,40.29,19.85,no,28,0.301007535976044,fricative,beste,be#s#teey,ConSpell,high
25221,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,28,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25223,apical,_V,e,s,a,z,content,0.01,0.71,yes,28,-1.76938002380436,fricative,kortes,cortte#z#a,InnSpell,low
25224,laminal,_V,a,tz,a,z,content,0.22,5.67,no,28,-0.998455435715253,affricate,beatz,bea#z#aq,ConSpell,mid
25225,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,28,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25226,laminal,_V,a,z,i,c,content,0.03,6.38,yes,28,-1.49537950815602,fricative,obligazio,obliga#c#io,ConSpell,low
25227,laminal,_V,i,tz,e,z,content,25.38,19.85,no,28,0.185746580929339,affricate,itz,i#z#etiq,ConSpell,mid
25228,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,28,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25229,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,28,0.555709486614679,fricative,zer,#s#er,InnSpell,high
25230,apical,_V,u,s,i,c,content,48.85,30.49,no,28,0.349055874419847,fricative,ekusi,ecu#c#i,InnSpell,high
25233,apical,_C,o,s,t,s,content,0.06,0.71,no,28,-1.3225044303395601,fricative,osto,o#s#toetaquin,ConSpell,low
25234,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,28,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25235,laminal,_V,i,z,i,c,content,0.01,1.42,yes,28,-1.76938002380436,fricative,kondizio,condi#c#io,ConSpell,low
25237,laminal,_C,ai,z,t,s,content,1.86,13.47,no,28,-0.466047357663406,fricative,gaizto,gai#s#toa,InnSpell,mid
25238,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,28,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25239,laminal,_C,ai,z,k,z,content,6.67,5.67,no,28,-0.14754505607986,fricative,gaizki,gai#z#qui,ConSpell,mid
25240,laminal,_V,i,z,i,c,content,0.01,1.42,yes,28,-1.76938002380436,fricative,kondizionatu,condi#c#ionatua,ConSpell,low
25242,laminal,_V,i,z,i,z,content,7.78,4.25,no,28,-0.109152372094664,fricative,bizi,Vi#z#i,ConSpell,mid
25243,laminal,_V,i,z,e,z,content,0.38,1.42,no,28,-0.862144146542656,fricative,izerdi,i#z#erdiarequin,ConSpell,mid
25244,apical,_C,u,s,t,s,content,0.01,4.25,yes,28,-1.76938002380436,fricative,ajustatu,Axu#s#tatu,ConSpell,low
25245,laminal,_V,o,z,i,c,content,1.84,4.25,yes,28,-0.468743665194043,fricative,negozio,nego#c#io,ConSpell,mid
25246,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,28,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25247,apical,#_,&,s,e,s,content,6.43,4.25,yes,28,-0.156684619818079,fricative,seguru,#s#eguru,ConSpell,mid
25248,apical,#_,&,s,e,s,content,0.01,0.71,yes,29,-1.76938002380436,fricative,sepultura,#s#epulturan,ConSpell,low
25249,apical,_C,e,s,p,s,content,0.01,0.71,yes,29,-1.76938002380436,fricative,despatxatu,de#s#pachatua,ConSpell,low
25251,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,29,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25252,laminal,_V,i,z,i,c,content,0.01,2.13,yes,29,-1.76938002380436,fricative,afizionatu,afi#c#ionatua,ConSpell,low
25253,laminal,_V,ai,z,e,c,content,2.23,0.71,no,29,-0.420798846567219,fricative,aize,ai#c#ea,ConSpell,mid
25254,laminal,_V,e,z,a,z,grammatical,14.51,11.34,no,29,0.0462978416168725,fricative,bezala,ve#z#ala,ConSpell,mid
25255,laminal,_V,o,z,a,z,content,0.68,5.67,yes,29,-0.717009411418396,fricative,gozatu,Go#z#atu,ConSpell,mid
25256,apical,_V,a,s,u,z,content,0.66,4.25,no,29,-0.724454920066912,fricative,osasun,oza#z#una,InnSpell,mid
25257,apical,_V,o,s,a,z,content,0.66,4.25,no,29,-0.724454920066912,fricative,osasun,o#z#azuna,InnSpell,mid
25258,apical,_V,o,s,o,s,grammatical,34.67,2.84,no,29,0.263539634229075,fricative,oso,o#s#oaz,ConSpell,high
25259,laminal,_#,a,z,&,z,grammatical,34.67,2.84,no,29,0.263539634229075,fricative,oso,osoa#z#,ConSpell,high
25260,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,29,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25261,laminal,#_,&,z,e,z,grammatical,111.87,49.63,no,29,0.555709486614679,fricative,zer,#z#erequin,ConSpell,high
25262,apical,_V,a,s,a,s,content,11.87,6.38,yes,29,-0.0037888370861464,fricative,pasatu,pa#s#atu,ConSpell,mid
25263,laminal,_V,i,tz,a,z,content,4.44,11.34,no,29,-0.249044696558772,affricate,bizitza,vizi#z#[a],ConSpell,mid
25264,laminal,_V,i,z,i,z,content,4.44,11.34,no,29,-0.249044696558772,fricative,bizitza,vi#z#iz[a],ConSpell,mid
25265,laminal,_V,a,z,i,c,content,0.03,6.38,yes,29,-1.49537950815602,fricative,obligazio,obliga#c#ioarequin,ConSpell,low
25266,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,29,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25267,laminal,_V,n,z/tz,i,c,content,0.19,1.42,yes,29,-1.03501922435912,affricate,kontzientzia,consien#c#ia,ConSpell,mid
25269,laminal,_V,n,z/tz,i,s,content,0.19,1.42,yes,29,-1.03501922435912,affricate,kontzientzia,con#s#iencia,InnSpell,mid
25270,laminal,#_,&,z,a,z,content,3.29,0.71,no,29,-0.323808343223014,fricative,zabal,#z#avala,ConSpell,mid
25271,laminal,_#,e,z,&,z,grammatical,2.06,0.71,no,29,-0.440575647031297,fricative,oin,oñe#z#,ConSpell,mid
25272,apical,_C,e,s,k,s,content,7.75,7.8,no,29,-0.110115950952452,fricative,eskatu,E#s#cattu,ConSpell,mid
25274,apical,_V,i,s,e,s,content,0.01,4.25,yes,29,-1.76938002380436,fricative,miserikordia,mi#s#ericordia,ConSpell,low
25276,apical,_C,i,s,t,s,content,2.05,3.55,no,29,-0.441789304012397,fricative,sinistu,Cini#s#tu,ConSpell,mid
25277,laminal,_V,a,z,i,c,content,0.01,0.71,yes,29,-1.76938002380436,fricative,fazilidade,fa#c#ilidadearequin,ConSpell,low
25278,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,29,0.805562756089495,fricative,ez,e#s#tago,InnSpell,high
25279,apical,_C,e,s,k,s,content,21.43,19.14,no,29,0.143554651549363,fricative,esku,e#s#cuan,ConSpell,mid
25281,apical,_V,e,s,a,s,content,164.23,52.47,no,30,0.651464039031931,fricative,esan,E#s#an,ConSpell,high
25282,apical,_C,e,s,k,s,content,0.01,3.55,yes,30,-1.76938002380436,fricative,eskapatu,E#s#capatu,ConSpell,low
25283,laminal,_V,a,tz,e,s,grammatical,0.79,9.22,yes,30,-0.679613436425338,affricate,paseatu,pasea#s#era,InnSpell,mid
25284,apical,_V,a,s,e,s,content,0.79,9.22,yes,30,-0.679613436425338,fricative,paseatu,pa#s#easera,ConSpell,mid
25286,laminal,_V,l,z/tz,e,c,grammatical,5.1,1.42,no,30,-0.214480473498638,affricate,il,il#c#eco,ConSpell,mid
25287,laminal,_C,i,z,k,z,content,5.36,0.71,no,30,-0.202079149513003,fricative,izketa,i#z#quetan,ConSpell,mid
25288,laminal,_V,au,z,a,z,content,18.89,30.49,old,30,0.112089805875737,fricative,gauza,gau#z#a,ConSpell,mid
25289,laminal,_#,e,z,&,z,grammatical,160.86,4.96,no,30,0.646292988628503,fricative,bat,bate#z#,ConSpell,high
25290,apical,_V,a,s,a,s,content,0.01,0.71,yes,30,-1.76938002380436,fricative,tasatu,ta#s#atuaq,ConSpell,low
25291,laminal,_V,au,z,a,z,content,18.89,30.49,old,30,0.112089805875737,fricative,gauza,gau#z#as,ConSpell,mid
25292,laminal,_#,a,z,&,s,grammatical,18.89,30.49,old,30,0.112089805875737,fricative,gauza,gauza#s#,InnSpell,mid
25293,laminal,_V,e,z,a,z,grammatical,14.51,11.34,no,30,0.0462978416168725,fricative,bezala,be#z#ala,ConSpell,mid
25294,laminal,_C,e,z,k,s,content,2.68,4.96,no,30,-0.374954227329463,fricative,ezkondu,E#s#condu,InnSpell,mid
25295,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,30,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25296,laminal,_C,ai,z,k,z,content,6.67,5.67,no,30,-0.14754505607986,fricative,gaizki,gai#z#qui,ConSpell,mid
25297,laminal,_V,i,z,i,c,content,0.01,1.42,yes,30,-1.76938002380436,fricative,kondizionatu,condi#c#ionatua,ConSpell,low
25299,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,30,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25300,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,30,0.805562756089495,fricative,ez,E#s#ttet,InnSpell,high
25301,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,30,0.555709486614679,fricative,zer,#s#er,InnSpell,high
25302,laminal,_#,a,z,&,s,grammatical,118.86,2.13,no,30,0.570825697787609,fricative,ni,nisa#s#,InnSpell,high
25303,laminal,_V,i,z,a,s,grammatical,118.86,2.13,no,30,0.570825697787609,fricative,ni,ni#s#as,InnSpell,high
25306,laminal,_C,i,z,k,s,content,0.08,1.42,yes,31,-1.25075479035498,fricative,bizkotxo,vi#s#cocho,InnSpell,mid
25307,apical,_V,e,s,u,s,content,0.01,2.13,yes,31,-1.76938002380436,fricative,presumitu,Pre#s#umitu,ConSpell,low
25308,laminal,_V,u,tz,a,z,grammatical,43.41,1.42,no,31,0.319609865406435,affricate,aritu,aritu#z#att,ConSpell,high
25309,apical,_V,e,s,a,z,content,0.04,0.71,yes,31,-1.42362986817144,fricative,konfesatu,Confe#z#atu,InnSpell,low
25311,laminal,#_,&,z,e,c,grammatical,18.62,12.05,no,31,0.108499254675605,fricative,zerbait,#c#erbaitequin,ConSpell,mid
25313,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,31,0.805562756089495,fricative,ez,E#s#,InnSpell,high
25314,laminal,_V,au,z,a,z,content,18.89,30.49,old,31,0.112089805875737,fricative,gauza,gau#z#a,ConSpell,mid
25318,laminal,_#,a,z,&,z,grammatical,805,302.75,no,31,1.04791345786226,fricative,edun,duena#z#,ConSpell,high
25319,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,31,0.805562756089495,fricative,ez,E#s#ttu,InnSpell,high
25320,laminal,_V,e,z,i,c,content,2.68,2.84,old,31,-0.374954227329463,fricative,merezi,mere#c#i,ConSpell,mid
25321,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,31,0.805562756089495,fricative,ez,E#s#tta,InnSpell,high
25322,laminal,_#,a,z,&,z,grammatical,34.08,5.67,no,31,0.259258814945747,fricative,au,oneza#z#,ConSpell,high
25323,laminal,_V,e,z,a,z,grammatical,34.08,5.67,no,31,0.259258814945747,fricative,au,one#z#az,ConSpell,high
25324,laminal,_V,a,tz,e,s,grammatical,0.77,0.71,yes,31,-0.686008812922582,affricate,tratatu,tratta#s#en,InnSpell,mid
25325,laminal,_V,au,z,a,s,content,18.89,30.49,old,31,0.112089805875737,fricative,gauza,Jau#s#a,InnSpell,mid
25327,apical,_C,u,s,t,s,content,48.85,30.49,no,31,0.349055874419847,fricative,ekusi,ecu#s#tea,ConSpell,high
25328,laminal,_V,i,z,a,z,grammatical,677.35,225.47,no,32,1.00485247356585,fricative,izandu,I#z#andu,ConSpell,high
25329,laminal,_V,e,z,i,s,content,2.68,2.84,old,32,-0.374954227329463,fricative,merezi,mere#s#i,InnSpell,mid
25330,laminal,#_,&,z,u,z,grammatical,805,302.75,no,32,1.04791345786226,fricative,edun,#z#uena,ConSpell,high
25331,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,32,0.805562756089495,fricative,ez,E#s#ttu,InnSpell,high
25332,laminal,_V,i,tz,e,z,grammatical,43.41,1.42,no,32,0.319609865406435,affricate,aritu,ari#z#en,ConSpell,high
25333,laminal,_V,i,tz,i,z,content,25.38,19.85,no,32,0.185746580929339,affricate,itz,i#z#iq,ConSpell,mid
25334,laminal,_C,e,z,t,s,grammatical,677.35,674.99,no,32,1.00485247356585,fricative,izan,E#s#ta,InnSpell,high
25335,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,32,0.805562756089495,fricative,ez,e#s#,InnSpell,high
25336,laminal,_V,e,z,i,s,content,23.95,7.09,no,32,0.171282743233728,fricative,ezin,E#s#in,InnSpell,mid
25337,laminal,_V,i,z,i,c,content,0.03,1.42,yes,32,-1.49537950815602,fricative,notizia,Noti#c#ia,ConSpell,low
25338,laminal,_V,e,tz,a,z,grammatical,21.52,0.71,no,32,0.144599893664628,affricate,gu,gure#z#att,ConSpell,mid
25339,laminal,_V,i,z,i,z,content,7.78,4.25,no,32,-0.109152372094664,fricative,bizi,Vi#z#i,ConSpell,mid
25340,laminal,_V,r,z/tz,i,c,content,0.01,2.13,yes,32,-1.76938002380436,affricate,ejertzito,exer#c#ito,ConSpell,low
25342,laminal,_V,a,z,i,s,content,0.01,1.42,yes,32,-1.76938002380436,fricative,konbertsazio,combersa#s#iora,InnSpell,low
25343,apical,_V,r,s/ts,a,s,content,0.01,1.42,yes,32,-1.76938002380436,affricate,konbertsazio,comber#s#asiora,ConSpell,low
25344,laminal,_V,e,z,i,s,content,23.95,7.09,no,32,0.171282743233728,fricative,ezin,e#s#in,InnSpell,mid
25345,apical,_C,e,s,t,s,content,0.01,0.71,yes,32,-1.76938002380436,fricative,destruitu,De#s#truitu,ConSpell,low
25346,laminal,_V,n,z/tz,i,c,content,0.01,2.13,yes,32,-1.76938002380436,affricate,konbenientzia,combenien#c#ias,ConSpell,low
25348,laminal,_#,a,z,&,s,grammatical,0.01,2.13,yes,32,-1.76938002380436,fricative,konbenientzia,combeniencia#s#,InnSpell,low
25349,laminal,_V,n,z/tz,i,c,content,0.01,0.71,yes,32,-1.76938002380436,affricate,renuntzia,renun#c#ia,ConSpell,low
25350,laminal,_V,e,z,a,z,grammatical,805,166.62,no,32,1.04791345786226,fricative,ezan,de#z#aran,ConSpell,high
25351,laminal,_V,i,tz,a,z,content,4.44,11.34,no,32,-0.249044696558772,affricate,bizitza,Vizi#z#a,ConSpell,mid
25352,laminal,_V,i,z,i,z,content,4.44,11.34,no,32,-0.249044696558772,fricative,bizitza,Vi#z#iza,ConSpell,mid
25353,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,33,0.805562756089495,fricative,ez,E#s#,InnSpell,high
25354,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,33,1.00485247356585,fricative,izan,i#z#an,ConSpell,high
25356,laminal,_V,ai,z,i,s,grammatical,0.72,5.67,no,33,-0.702753759058296,fricative,baizik,vai#s#iq,InnSpell,mid
25357,apical,#_,&,s,u,s,content,0.64,2.13,no,33,-0.732129556905597,fricative,sudur,#s#udurra,ConSpell,mid
25358,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,33,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25359,laminal,_V,o,z,i,c,content,1.84,4.25,yes,33,-0.468743665194043,fricative,negozio,nego#c#ioaq,ConSpell,mid
25360,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,33,1.00485247356585,fricative,izan,I#z#an,ConSpell,high
25362,apical,_C,i,s,k,s,content,0.01,0.71,yes,33,-1.76938002380436,fricative,diskurritu,Di#s#curritu,ConSpell,low
25363,laminal,_V,i,z,i,c,content,0.01,2.13,yes,33,-1.76938002380436,fricative,juizio,jui#c#io,ConSpell,low
25364,laminal,_V,au,z,a,z,content,18.89,30.49,old,33,0.112089805875737,fricative,gauza,gau#z#a,ConSpell,mid
25365,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,33,0.805562756089495,fricative,ez,E#s#tiot,InnSpell,high
25366,laminal,_V,a,tz,e,c,grammatical,7.95,2.13,no,33,-0.103761313759033,affricate,bota,bota#c#en,ConSpell,mid
25368,laminal,_V,i,z,o,z,content,8.26,11.34,no,33,-0.0942208704538808,fricative,gizon,gui#z#on,ConSpell,mid
25369,apical,_V,i,s,u,z,content,0.81,0.71,old,33,-0.673377961210994,fricative,pisu,pi#z#ua,InnSpell,mid
25371,laminal,#_,&,z,e,s,grammatical,18.62,12.05,no,33,0.108499254675605,fricative,zerbait,#s#erbait,InnSpell,mid
25372,laminal,_V,e,z,i,c,content,0.48,2.13,yes,33,-0.803879196890177,fricative,prezio,pre#c#iotiq,ConSpell,mid
25373,laminal,_V,e,z,i,c,content,0.01,1.42,yes,33,-1.76938002380436,fricative,faborezitu,Favore#c#itu,ConSpell,low
25374,apical,_C,e,s,t,z,grammatical,40.29,19.85,no,33,0.301007535976044,fricative,beste,ve#z#terequico,InnSpell,high
25377,apical,_C,a,s,t,s,content,0.01,2.13,yes,33,-1.76938002380436,fricative,kastigatu,ca#s#tigutiq,ConSpell,low
25379,laminal,_V,au,z,a,z,content,18.89,30.49,old,33,0.112089805875737,fricative,gauza,gau#z#a,ConSpell,mid
25380,laminal,_V,a,tz,a,z,content,0.22,5.67,no,34,-0.998455435715253,affricate,beatz,vea#z#a,ConSpell,mid
25381,apical,_V,u,ts,i,c,content,4.88,81.54,no,34,-0.225478111614808,affricate,erakutsi,Eracu#c#i,InnSpell,mid
25383,apical,_V,e,s,a,s,content,0.01,1.42,yes,34,-1.76938002380436,fricative,pesadumbre,pe#s#adumbrea,ConSpell,low
25384,apical,_C,e,s,p,s,content,0.03,6.38,yes,34,-1.49537950815602,fricative,espazio,e#s#pacio,ConSpell,low
25385,laminal,_V,a,z,i,c,content,0.03,6.38,yes,34,-1.49537950815602,fricative,espazio,espa#c#io,ConSpell,low
25387,laminal,_V,e,z,a,z,content,0.01,0.71,yes,34,-1.76938002380436,fricative,fineza,Fine#z#a,ConSpell,low
25388,laminal,#_,&,z,o,s,content,1.36,4.96,no,34,-0.544134333601936,fricative,zor,#s#orco,InnSpell,mid
25390,apical,_V,e,s,a,s,content,164.23,52.47,no,34,0.651464039031931,fricative,esan,E#s#an,ConSpell,high
25391,laminal,_V,e,z/tz,a,z,grammatical,304.64,216.96,no,34,0.805562756089495,affricate,ez,e#z#ala,ConSpell,high
25392,laminal,_V,e,z,e,s,grammatical,27.99,9.22,no,34,0.21015989875892,fricative,ezer,e#s#er,InnSpell,high
25393,laminal,_#,i,tz,&,z,content,25.38,19.85,no,34,0.185746580929339,affricate,itz,i#z#,ConSpell,mid
25394,laminal,_#,a,z,&,s,grammatical,34.08,5.67,no,34,0.259258814945747,fricative,au,onesa#s#,InnSpell,high
25398,apical,#_,&,s,e,s,content,0.3,19.14,yes,34,-0.921100930251679,fricative,serbitu,#s#ervituco,ConSpell,mid
25399,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,34,0.805562756089495,fricative,ez,E#s#,InnSpell,high
25400,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,34,0.805562756089495,fricative,ez,e#s#ttet,InnSpell,high
25401,laminal,_V,u,z,i,c,grammatical,0.01,16.31,no,34,-1.76938002380436,fricative,guzi,gu#c#iettan,ConSpell,low
25402,laminal,_V,a,z,i,c,content,0.01,1.42,yes,35,-1.76938002380436,fricative,fazil,fa#c#ilena,ConSpell,low
25403,apical,_C,a,s,t,z,content,3.54,4.96,no,35,-0.30554205541467,fricative,ikasi,ica#z#tea,InnSpell,mid
25405,apical,_C,eu,s,k,s,content,0.01,6.38,no,35,-1.76938002380436,fricative,euskera,eu#s#quera,ConSpell,low
25409,apical,_V,e,s,u,s,content,0.01,2.13,yes,35,-1.76938002380436,fricative,presumitu,pre#s#umitu,ConSpell,low
25410,laminal,#_,&,z,i,s,grammatical,677.35,674.99,no,35,1.00485247356585,fricative,izan,#s#irala,InnSpell,high
25411,laminal,_V,a,z,i,s,content,1.45,5.67,yes,35,-0.528152681152917,fricative,pazientzia,pa#s#iencia,InnSpell,mid
25412,laminal,_V,n,z/tz,i,c,content,1.45,5.67,yes,35,-0.528152681152917,affricate,pazientzia,pasien#c#ia,ConSpell,mid
25414,apical,_C,e,s,t,s,grammatical,0.02,0.71,no,35,-1.5965049459879,fricative,onenbeste,onembe#s#te,ConSpell,low
25415,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,35,0.805562756089495,fricative,ez,E#s#tu,InnSpell,high
25416,laminal,_V,a,tz,e,s,grammatical,0.01,2.84,yes,35,-1.76938002380436,affricate,inportatu,importa#s#en,InnSpell,low
25417,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,35,0.805562756089495,fricative,ez,e#s#tet,InnSpell,high
25418,apical,_V,e,s,i,s,content,0.01,7.8,yes,35,-1.76938002380436,fricative,nezesitatu,nece#s#itacen,ConSpell,low
25419,laminal,_V,a,tz,e,c,grammatical,0.01,7.8,yes,35,-1.76938002380436,affricate,nezesitatu,necesita#c#en,ConSpell,low
25420,laminal,_V,e,z,e,c,content,0.01,7.8,yes,35,-1.76938002380436,fricative,nezesitatu,ne#c#esitacen,ConSpell,low
25422,laminal,_V,e,z,e,c,grammatical,27.99,9.22,no,35,0.21015989875892,fricative,ezer,e#c#ertaco,ConSpell,high
25423,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,35,0.805562756089495,fricative,ez,e#s#,InnSpell,high
25424,laminal,_C,e,z,t,s,grammatical,677.35,674.99,no,36,1.00485247356585,fricative,izan,e#s#ta,InnSpell,high
25425,laminal,_#,i,tz,&,z,content,25.38,19.85,no,36,0.185746580929339,affricate,itz,i#z#,ConSpell,mid
25426,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,36,0.805562756089495,fricative,ez,E#s#,InnSpell,high
25427,laminal,_V,ai,z,i,c,grammatical,0.72,5.67,no,36,-0.702753759058296,fricative,baizik,bai#c#iq,ConSpell,mid
25428,apical,#_,&,s,e,z,content,5.83,3.55,no,36,-0.181115819222606,fricative,seme,#z#emerem,InnSpell,mid
25429,laminal,_V,a,tz,u,z,content,14.55,6.38,no,36,0.0469844381068149,affricate,batzuk,ba#z#uq,ConSpell,mid
25430,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,36,0.805562756089495,fricative,ez,E#s#,InnSpell,high
25431,apical,_C,u,s,t,s,content,17.38,2.13,no,36,0.0913111516637671,fricative,uste,u#s#te,ConSpell,mid
25432,laminal,_V,i,z,a,z,grammatical,677.35,674.99,no,36,1.00485247356585,fricative,izan,i#z#an,ConSpell,high
25433,apical,_V,n,s/ts,a,s,content,15.96,0.71,yes,36,0.0700531475312756,affricate,pentsatu,Pen#s#atu,ConSpell,mid
25434,laminal,#_,&,z,e,s,grammatical,18.62,12.05,no,36,0.108499254675605,fricative,zerbait,#s#ervait,InnSpell,mid
25435,laminal,_V,o,z,i,c,content,1.84,4.25,yes,36,-0.468743665194043,fricative,negozio,nego#c#ioaren,ConSpell,mid
25436,laminal,_#,e,z,&,s,grammatical,304.64,216.96,no,36,0.805562756089495,fricative,ez,E#s#,InnSpell,high
25437,laminal,#_,&,z,e,s,grammatical,12.19,27.65,no,36,0.00284579566568321,fricative,zergatik,#s#ergatiq,InnSpell,mid
25438,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,36,0.805562756089495,fricative,ez,e#s#tu,InnSpell,high
25439,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,36,0.805562756089495,fricative,ez,e#s#teran,InnSpell,high
25440,laminal,_V,i,z,a,z,grammatical,677.35,225.47,no,36,1.00485247356585,fricative,izandu,i#z#andu,ConSpell,high
25441,apical,_C,e,s,t,s,content,0.01,3.55,yes,36,-1.76938002380436,fricative,puesto,pue#s#toriq,ConSpell,low
25442,apical,#_,&,s,e,s,content,0.3,19.14,yes,36,-0.921100930251679,fricative,serbitu,#s#ervi,ConSpell,mid
25443,laminal,_V,e,z,a,z,grammatical,805,166.62,no,36,1.04791345786226,fricative,ezan,ve#z#a,ConSpell,high
25445,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,37,0.805562756089495,fricative,ez,E#s#ttaquiena,InnSpell,high
25446,laminal,_V,e,z,e,s,grammatical,27.99,9.22,no,37,0.21015989875892,fricative,ezer,e#s#er,InnSpell,high
25447,laminal,_V,i,z,o,s,content,8.26,11.34,no,37,-0.0942208704538808,fricative,gizon,Gui#s#on,InnSpell,mid
25448,laminal,_C,e,z,j,s,content,0.15,0.71,no,37,-1.09397600806814,fricative,ezjakin,E#s#jaquiña,InnSpell,mid
25449,laminal,_V,e,z,u,z,content,3.85,2.13,no,37,-0.284605312834704,fricative,gezur,Gue#z#urra,ConSpell,mid
25450,apical,#_,&,s,u,s,content,0.53,1.42,yes,37,-0.779165329495251,fricative,suerte,#s#uerttean,ConSpell,mid
25451,laminal,_V,i,z,i,c,content,0.01,0.71,yes,37,-1.76938002380436,fricative,partizipante,Partti#c#ipantte,ConSpell,low
25452,laminal,_V,i,z,a,z,grammatical,677.35,225.47,no,37,1.00485247356585,fricative,izandu,i#z#andu,ConSpell,high
25453,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,37,0.805562756089495,fricative,ez,e#s#tana,InnSpell,high
25454,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,37,0.805562756089495,fricative,ez,E#s#ttuena,InnSpell,high
25455,laminal,_C,e,z,t,s,grammatical,304.64,216.96,no,37,0.805562756089495,fricative,ez,e#s#tuena,InnSpell,high
25456,laminal,_V,i,z,o,s,content,8.26,11.34,no,37,-0.0942208704538808,fricative,gizon,Gui#s#ona,InnSpell,mid
25458,apical,_V,e,s,o,s,content,0.08,0.71,yes,37,-1.25075479035498,fricative,preso,pre#s#o,ConSpell,mid
25460,laminal,_V,au,z,a,z,content,18.89,30.49,old,37,0.112089805875737,fricative,gauza,Gau#z#a,ConSpell,mid
25461,apical,_C,o,s,t,s,content,0.01,2.84,yes,37,-1.76938002380436,fricative,desacostumbratu,desaco#s#tumbratua,ConSpell,low
25462,apical,_V,e,s,a,s,content,0.01,2.84,yes,37,-1.76938002380436,fricative,desacostumbratu,de#s#acostumbratua,ConSpell,low
25464,laminal,_V,au,z,a,z,content,18.89,30.49,old,37,0.112089805875737,fricative,gauza,Gau#z#a,ConSpell,mid
25465,laminal,_V,au,z,a,z,content,18.89,30.49,old,37,0.112089805875737,fricative,gauza,Gau#z#a,ConSpell,mid
25466,apical,#_,&,s,e,z,content,0.65,2.84,yes,37,-0.728262719487719,fricative,seko,#z#ecoa,InnSpell,mid
25468,laminal,_V,i,z,o,z,content,8.26,11.34,no,38,-0.0942208704538808,fricative,gizon,Gui#z#on,ConSpell,mid
25469,apical,_V,e,s,i,s,content,0.01,7.8,yes,38,-1.76938002380436,fricative,nezesitatu,nece#s#itatua,ConSpell,low
25470,laminal,_V,e,z,e,c,content,0.01,7.8,yes,38,-1.76938002380436,fricative,nezesitatu,ne#c#esitatua,ConSpell,low
25471,laminal,_V,a,z,a,z,content,0.14,1.42,yes,38,-1.11118324537877,fricative,kapaz,Capa#z#a,ConSpell,mid
25473,laminal,_V,u,z,i,c,grammatical,0.01,16.31,no,38,-1.76938002380436,fricative,guzi,gu#c#itaraco,ConSpell,low
25474,laminal,_V,i,tz,a,z,content,0.01,1.42,no,38,-1.76938002380436,affricate,gelditzaile,Gueldi#z#allea,ConSpell,low
