pl07	1.3631	16/03/2018 14:43:38	Mowie poko teraz	O	61.1242	-54.9017	55.3247	64.0604	-57.4518	58.5703	61.2406	25.5885	25.6445	35.9419	-4.5908	33.5896	-3.9741	31.2443	-3.3932	29.0560	-2.2919	26.8712	-1.0103	24.5991	0.1302	22.2244	0.9584	19.8082	1.7479	17.3624	2.6787	14.8693	3.9664	12.2823	5.1037	9.5991	6.3587	6.8390	7.2398	4.0422	7.7072	1.2302	7.8708	-1.4601	7.2047	-4.1162	6.4363	-6.5811	5.0381	-8.8662	3.2635	-11.0331	1.3904	-13.0343	-0.6751	-15.0485	-2.5060	-17.0417	-4.2394	-18.8604	-6.1803	-20.1669	-8.8257	-21.5043	-11.2078	-22.8338	-13.4393	-24.6412	-14.9479	-26.7163	-16.1436	*	*	*	*	*	*	*	*	*	*	-29.1314	-31.7017	-28.5538	-34.4985	-29.2329	-36.3551	-30.5928	-37.8053	*	*	*	*	*	*	*	*
pl07	1.3797	16/03/2018 14:43:38	Mowie poko teraz	O	60.4493	-47.6488	48.1828	63.4161	-37.3838	38.8782	61.6212	25.0610	25.0976	*	*	33.3208	-4.7140	30.9766	-4.2317	28.6828	-3.6420	26.5130	-2.5379	24.3020	-1.4067	22.0316	-0.3044	19.6667	0.4910	17.2760	1.4922	14.8173	2.4055	12.2921	3.4900	9.6791	4.6001	6.9760	5.6283	4.2149	6.3243	1.3963	6.8647	-1.3930	6.8788	-4.1085	6.4051	-6.7124	5.4917	-9.0379	3.7796	-11.1650	1.7402	-13.1680	-0.3587	-15.1094	-2.3765	-16.9593	-4.3982	-18.5210	-6.7755	-20.1072	-8.9213	-21.6109	-11.0510	-23.2292	-12.9040	-24.9903	-14.5124	-26.6448	-16.2260	*	*	*	*	*	*	*	*	*	*	-30.5123	-30.7172	-29.9036	-33.6142	-29.7544	-36.0421	-30.4202	-37.8999	-31.3776	-39.5854	*	*	*	*	*	*
pl07	0.9429	16/03/2018 14:43:42	Mowie podo teraz	O	63.1284	62.5952	61.6788	62.7205	3.3263	2.3742	63.0672	17.6376	18.8113	36.4506	-3.3459	34.1669	-2.3851	31.8125	-1.6140	29.4121	-1.0038	26.9933	-0.4895	24.5485	-0.1315	22.1072	0.1908	19.6693	0.5141	17.2212	0.7410	14.7802	1.2933	12.3012	1.9765	9.7556	2.9166	7.0981	4.1916	4.2915	5.7101	1.3622	7.0712	-1.5911	7.8408	-4.3803	7.5044	-7.0249	6.5709	-9.6094	5.4975	-11.9635	3.8578	-14.2038	2.0916	-16.2410	0.0311	-17.8799	-2.6245	-19.7739	-4.5779	-21.6122	-6.5075	-23.3254	-8.5282	-25.1460	-10.3097	-26.8421	-12.2021	-28.4841	-14.1080	*	*	*	*	*	*	*	*	*	*	*	*	-31.1367	-32.8063	-29.7851	-36.0237	-30.2225	-38.0082	-31.1742	-39.6866	*	*	*	*	*	*
pl07	0.9595	16/03/2018 14:43:42	Mowie podo teraz	O	64.3018	77.0580	76.3365	62.9603	20.0824	19.1805	63.2918	-5.7087	4.3527	37.5140	-0.7431	34.9779	-0.1529	32.3839	0.1755	29.7348	0.1636	27.1554	0.2020	24.6113	0.1935	22.1250	0.3075	19.6647	0.4732	17.2208	0.7357	14.7724	1.0609	12.3039	1.5364	9.7753	2.4823	7.1216	3.9153	4.3232	5.4562	1.4114	6.7729	-1.4883	7.3414	-4.3271	7.2891	-7.0453	6.6414	-9.5919	5.4449	-11.9856	3.9164	-14.1586	1.9845	-16.0637	-0.3462	-17.8040	-2.7706	-19.4443	-5.1561	-21.0557	-7.4002	-22.5471	-9.6734	-24.0552	-11.7860	-25.7299	-13.5896	-27.6653	-15.0508	*	*	*	*	*	*	*	*	*	*	*	*	-31.7383	-32.4122	-30.2974	-35.7162	-30.4453	-37.8861	-31.3119	-39.6181	*	*	*	*	*	*
pl07	0.9762	16/03/2018 14:43:42	Mowie podo teraz	O	65.6679	86.1648	85.8786	63.4831	32.6472	32.0905	63.0296	-30.6268	29.1568	38.5312	1.7466	35.9125	2.4197	33.1115	2.4540	30.2276	1.9466	27.4103	1.2888	24.7206	0.7591	22.2136	0.8876	19.7350	1.0972	17.2688	1.3941	14.7958	1.7636	12.2993	2.2950	9.7587	2.8487	7.0905	4.2807	4.3190	5.4899	1.4444	6.5735	-1.4591	7.1995	-4.2592	7.0147	-7.0134	6.5314	-9.6190	5.5264	-11.9635	3.8578	-14.0248	1.6681	-15.9815	-0.5210	-17.7414	-2.8913	-19.5408	-4.9866	-21.3406	-6.9432	-22.8769	-9.1881	-24.5602	-11.1025	-26.4584	-12.6809	-28.3386	-14.2755	*	*	*	*	*	*	*	*	*	*	*	*	-31.5168	-32.5573	-30.0367	-35.8727	-30.4453	-37.8861	-31.2527	-39.6475	*	*	*	*	*	*
pl07	0.9928	16/03/2018 14:43:42	Mowie podo teraz	O	67.0824	86.2083	86.4448	64.0970	37.9313	37.7676	62.2713	-51.6015	50.3833	39.5947	4.3495	36.7556	4.7402	33.6160	4.0339	30.5346	3.0571	27.5969	2.0848	24.9151	1.7655	22.4040	2.1344	19.8827	2.4092	17.3697	2.7787	14.8437	3.1994	12.2897	3.8836	9.6857	4.4535	6.9835	5.5392	4.2080	6.3793	1.3785	6.9724	-1.4814	7.3081	-4.2318	6.9035	-6.9318	6.2496	-9.4993	5.1665	-11.8328	3.5113	-13.9315	1.4473	-15.7090	-1.1007	-17.5791	-3.2041	-19.4443	-5.1561	-21.2374	-7.1087	-23.0770	-8.8936	-24.5336	-11.1385	-26.1887	-13.0173	-28.1709	-14.4686	*	*	*	*	*	*	*	*	*	*	-33.1504	-28.8364	-31.0499	-32.8632	-29.6286	-36.1176	-30.2916	-37.9704	-31.4240	-39.5623	*	*	*	*	*	*
pl07	1.1640	16/03/2018 14:43:46	Mowie putu teraz	u	71.7804	47.4916	49.7784	67.8497	11.6173	11.8992	55.6414	38.6134	39.7550	40.1957	5.8207	37.5009	6.7916	34.7414	7.5582	31.9046	8.0128	28.7858	7.1552	25.7764	6.2218	22.9006	5.3867	20.1874	5.1150	17.6019	5.9654	14.9755	7.1491	12.2629	8.3292	9.4395	9.8705	6.5569	10.5572	3.6104	11.1653	0.6480	11.3975	-2.2659	11.1193	-5.0996	10.4134	-7.7736	9.1572	-9.9308	6.4634	-11.9464	3.8126	-13.5706	0.5938	-15.1870	-2.2114	-16.5678	-5.1524	-17.5951	-8.3997	-18.3760	-11.6979	-19.0919	-14.7575	-18.8100	-18.8856	-18.2130	-22.9675	-17.8857	-26.3122	-18.3820	-28.4650	-19.8941	-29.4832	-21.6082	-30.3567	*	*	*	*	*	*	*	*	*	*	-28.4166	-38.9975	-29.0328	-40.7523	-29.5439	-42.5345	-29.7749	-44.4071	-30.1335	-46.1934
pl07	1.1972	16/03/2018 14:43:46	Mowie putu teraz	u	71.6102	-40.6855	38.5148	68.1474	4.0611	4.2894	56.3231	18.8755	18.8403	40.1957	5.8207	37.4718	6.7117	34.7191	7.4884	31.9651	8.2318	28.8683	7.5070	25.8715	6.7136	22.9627	5.7935	20.2202	5.4065	17.6232	6.2580	14.9882	7.5282	12.2602	8.7711	9.4260	10.1671	6.5196	10.9957	3.5903	11.3269	0.6553	11.3534	-2.1992	10.7951	-5.0292	10.1286	-7.7437	9.0541	-10.0505	6.8233	-11.9786	3.8980	-13.7420	0.9991	-15.4808	-1.5864	-17.0203	-4.2807	-18.1772	-7.3786	-18.7253	-11.1377	-18.5499	-15.5551	-18.1328	-19.8021	-17.8762	-23.3877	-17.5948	-26.6472	-18.4432	-28.3998	-19.7946	-29.5811	-21.2838	-30.6515	*	*	*	*	*	*	*	*	*	*	-28.4809	-38.9623	-29.1577	-40.6902	-29.6598	-42.4824	-29.7998	-44.3970	-30.1335	-46.1934
pl07	1.2138	16/03/2018 14:43:46	Mowie putu teraz	u	70.5646	-64.4688	63.5021	68.2109	-0.2383	0.1666	56.4563	21.2938	21.0889	39.9183	5.1417	37.1435	5.8079	34.2881	6.1386	31.5390	6.6903	28.5799	6.2773	25.7112	5.8846	23.0024	6.0535	20.2741	5.8848	17.6605	6.7701	14.9926	7.6623	12.2612	8.6012	9.4497	9.6453	6.5917	10.1472	3.6765	10.6363	0.7450	10.8098	-2.1472	10.5428	-4.9764	9.9150	-7.6666	8.7877	-9.9675	6.5737	-11.9489	3.8193	-13.7420	0.9991	-15.5660	-1.4051	-17.2552	-3.8281	-18.4856	-6.8377	-19.2213	-10.3423	-19.1211	-14.7146	-18.7218	-19.0050	-18.3171	-22.8377	-17.9690	-26.2163	-18.4604	-28.3815	-19.4858	-29.8846	*	*	*	*	*	*	*	*	*	*	*	*	-27.9757	-39.2391	-29.0008	-40.7683	-29.7446	-42.4443	-29.9035	-44.3553	-30.2486	-46.1522
pl07	1.0240	16/03/2018 14:43:50	Mowie pada teraz	a	62.3152	-5.8421	6.5916	62.4514	-28.1604	28.7613	60.9923	17.9523	17.7956	36.5893	-3.0064	34.1394	-2.4608	31.6639	-2.0793	29.2538	-1.5763	26.8426	-1.1322	24.4463	-0.6602	22.0408	-0.2442	19.6247	0.1176	17.2193	0.7142	14.7896	1.5776	12.2983	2.4649	9.7391	3.2794	7.1013	4.1541	4.4079	4.7781	1.6548	5.2990	-1.1049	5.4787	-3.7564	4.9810	-6.2612	3.9331	-8.6251	2.5387	-10.9467	1.1610	-13.1562	-0.3867	-15.1817	-2.2227	-16.9239	-4.4665	-18.4182	-6.9558	-19.9217	-9.2189	-21.5938	-11.0761	-23.3377	-12.7572	-25.0418	-14.4481	-26.7890	-16.0599	-28.5411	-17.6574	*	*	*	*	*	*	*	*	*	*	-33.3350	-31.3662	-32.0246	-34.6795	-31.5248	-37.2947	-31.6979	-39.4259	*	*	*	*	*	*
