word_string,word_type,word_gender,word_represents_animate,word_num_letters,word_frequency,concreteness_n,concreteness_mean,concreteness_median,concreteness_stddev,concreteness_min,concreteness_max,subjective_frequency_n,subjective_frequency_mean,subjective_frequency_median,subjective_frequency_stddev,subjective_frequency_min,subjective_frequency_max,imageability_n,imageability_mean,imageability_median,imageability_stddev,imageability_min,imageability_max,age_of_acquisition_n,age_of_acquisition_mean,age_of_acquisition_median,age_of_acquisition_stddev,age_of_acquisition_min,age_of_acquisition_max,rt_milliseconds_mean,rt_milliseconds_median,rt_milliseconds_stddev,rt_milliseconds_min,rt_milliseconds_max,rt_milliseconds_n
ljubaznost,Nc,f,inanimate,10,4510,30,2.86666666667,3,1.4079141388,1,5,30,3.63333333333,4,1.0482790129,1,5,30,3.46666666667,4,1.35973853696,1,5,30,6.56666666667,6,1.97793382655,2,10,615.3333333333334,523,388.0420939365556,376,2380,24
faza,Nc,f,inanimate,4,133636,30,3.13333333333,3,1.23107902084,1,5,30,3.66666666667,4,0.977525219908,2,5,30,3.06666666667,3,1.31487219489,1,5,30,9.13333333333,10,2.41844761963,2,15,597.5,555.5,179.67475404569032,410,1295,30
kalcij,Nc,m,inanimate,6,13667,30,3.8,4,1.24899959968,1,5,30,2.36666666667,2,1.1967548714,1,5,30,3.2,3,1.35154232885,1,5,30,11.4333333333,12,2.06047459474,6,15,616.5833333333334,611,133.28195568097328,364,925,24
stepenica,Nc,f,inanimate,9,24696,30,4.43333333333,5,1.08576649833,1,5,30,4.23333333333,5,1.08576649833,2,5,30,4.73333333333,5,0.679869268479,2,5,30,3.7,4,1.61554944214,1,10,548.7931034482758,539,81.70433600591518,354,716,29
provincija,Nc,f,inanimate,10,21543,30,3.7,4,1.24230967691,1,5,30,2.86666666667,2.5,1.17567947257,1,5,30,4.1,4,0.978093383408,2,5,30,10,10,2.36643191324,5,15,615.28,588,115.2578703024946,468,833,25
izgled,Nc,m,inanimate,6,122353,30,3.23333333333,3,1.22972444971,1,5,30,4.26666666667,5,0.963788819653,2,5,30,4.1,4,0.978093383408,2,5,30,5.36666666667,5,2.60106815665,2,15,550.5652173913044,532,107.88833709272014,372,816,23
opcija,Nc,f,inanimate,6,119057,30,2.83333333333,3,1.18556128292,1,5,30,3.63333333333,4,1.11005505369,1,5,30,2.56666666667,2,1.4985177862,1,5,30,9,9,2.4899799196,5,16,595.9310344827586,545,181.73527274474242,383,1243,29
celuloza,Nc,f,inanimate,8,1555,30,3.86666666667,4,1.20369800568,1,5,30,2.7,2.5,1.15902257671,1,5,30,3.03333333333,3,1.40198272299,1,5,30,11.8,12,1.77763888346,8,15,642.5862068965517,606,121.62398648568444,434,1001,29
kruh,Nc,m,inanimate,4,70241,30,4.43333333333,5,1.05461946797,1,5,30,4.53333333333,5,0.80553639824,2,5,30,4.83333333333,5,0.52174919475,3,5,29,3.06896551724,3,0.907099754342,2,5,548.8333333333334,524.5,149.33902680657937,410,1142,24
biće,Nc,n,animate,4,99708,30,3.13333333333,3,1.38403596614,1,5,30,3.66666666667,4,1.07496769977,1,5,30,3.66666666667,4,1.37436854187,1,5,30,7.5,7,3.20156211872,2,17,669.25,572.5,279.79856884986884,386,1593,24
suvremenost,Nc,f,inanimate,11,3211,30,2.86666666667,3,1.4079141388,1,5,30,3.43333333333,3.5,1.08576649833,1,5,30,3.16666666667,3,1.43952152545,1,5,30,10.9333333333,10,2.6574841904,5,18,661.125,644,135.12419810323937,433,884,24
izvještaj,Nc,m,inanimate,9,60999,30,3.56666666667,4,1.08576649833,1,5,30,3.43333333333,3,1.11604460285,1,5,30,3.86666666667,4,1.20369800568,1,5,30,10.4333333333,10,2.26102238428,4,16,614.7931034482758,557,187.61080141580808,389,1245,29
tehnika,Nc,f,inanimate,7,108250,30,3.43333333333,3.5,1.14552268516,1,5,30,3.56666666667,4,1.11604460285,1,5,30,3.43333333333,3,1.20231258646,1,5,30,8.23333333333,8,2.07658908362,3,12,553.3461538461538,527.5,114.7079569368027,368,916,26
dolina,Nc,f,inanimate,6,27953,30,4.3,5,1.12989675045,1,5,30,3.3,3,1.39403491109,1,5,30,4.6,5,0.952190457139,1,5,30,6.3,6,2.00249843945,2,10,605.0357142857143,562.5,180.19135551733498,399,1216,28
razumijevanje,Nc,n,inanimate,13,64249,30,3,3,1.18321595662,1,5,30,4.03333333333,4,1.0482790129,1,5,30,3.13333333333,3,1.38403596614,1,5,30,7,7,2.2360679775,2,13,707.0357142857143,537.5,342.1837801795833,419,1660,28
koljeno,Nc,n,inanimate,7,51593,30,4.13333333333,5,1.25786415094,1,5,30,3.8,4,1.13724814062,1,5,30,4.7,5,0.82259751195,2,5,30,3.63333333333,3.5,1.13968806649,2,6,541.9677419354839,548,75.30050193323979,402,674,31
odluka,Nc,f,inanimate,6,421070,30,3.46666666667,4,1.23107902084,1,5,30,3.96666666667,4,0.87496031656,2,5,30,3.13333333333,3,1.14697670227,1,5,30,7.06666666667,7,2.74388208363,3,14,581.3913043478261,543,247.52479015066436,354,1660,23
vrednovanje,Nc,n,inanimate,11,11397,30,2.63333333333,2,1.01598337694,1,5,30,3.26666666667,3,1.12348663642,1,5,30,2.9,3,1.32539302347,1,5,30,11.6333333333,11.5,3.17787490139,6,20,631.84,571,155.58108282607282,416,1005,25
pakao,Nc,m,inanimate,5,30962,30,3.46666666667,4,1.4079141388,1,5,30,3.3,3,1.21518174224,1,5,30,4.53333333333,5,0.80553639824,1,5,30,5.3,5,1.67630546142,3,10,571.36,524,195.17425547443494,373,1423,25
armija,Nc,f,animate,6,17187,30,4.06666666667,4,1.09341463112,1,5,30,2.83333333333,3,1.2405196044,1,5,30,4.26666666667,5,1.06249183003,1,5,30,10.7333333333,10,3.11911668408,3,18,646.2592592592592,619,147.74707926114624,401,1092,27
erozija,Nc,f,inanimate,7,3204,30,3.43333333333,3.5,1.28279209366,1,5,30,2.16666666667,2,1.18556128292,1,5,30,3.6,4,1.17189305542,1,5,30,12.8666666667,13,1.70749979665,10,15,696.0357142857143,669,210.34160613117243,430,1377,28
ishod,Nc,m,inanimate,5,31092,30,3.26666666667,3,1.20922380981,1,5,30,3.16666666667,3,1.15710366385,1,5,30,2.63333333333,2.5,1.30341431973,1,5,30,11.7,11.5,3.08922859843,6,22,593.9333333333333,568.5,159.81820131406926,431,1245,30
dah,Nc,m,inanimate,3,26334,30,3.86666666667,4,1.20369800568,1,5,30,3.5,4,1.28452325787,1,5,30,4.33333333333,5,1.07496769977,1,5,30,5.13333333333,5,2.26175939382,1,10,586.3,540,177.99770436334478,413,1239,30
pogon,Nc,m,inanimate,5,72475,30,3.83333333333,4,1.0354816378,1,5,30,2.8,3,1.10754984839,1,5,30,3.6,4,1.01980390272,2,5,30,9.83333333333,10,1.95078331845,6,15,591.75,561.5,120.83666662069092,431,811,24
preporod,Nc,m,inanimate,8,6547,30,3.23333333333,3,1.20231258646,1,5,30,2.86666666667,3,1.25786415094,1,5,30,3.1,3,1.44568322948,1,5,30,10.9666666667,10.5,1.88826787177,7,15,618.1739130434783,541,224.51718949658763,438,1308,23
tisuća,Nc,f,inanimate,6,349533,30,3.83333333333,4.5,1.34370962472,1,5,30,4.13333333333,5,1.23107902084,1,5,30,3.7,4,1.41774468788,1,5,30,6.13333333333,5.5,2.29104537033,3,11,614.3333333333334,532.5,249.84806977644334,393,1389,24
upotreba,Nc,f,inanimate,8,71366,30,3.2,3,1.13724814062,1,5,30,3.86666666667,4,1.17567947257,1,5,30,3.23333333333,3.5,1.33374993492,1,5,30,7,7,1.9663841605,4,10,591.695652173913,561,149.78270162976057,409,1065,23
dokument,Nc,m,inanimate,8,151250,30,4.23333333333,5,1.28279209366,1,5,30,4.16666666667,5,1.0354816378,2,5,30,4.66666666667,5,0.537483849887,3,5,30,7.26666666667,7,1.91369334592,4,11,564.9642857142857,523,115.83272810165053,387,818,28
utroba,Nc,f,inanimate,6,7316,30,3.9,4,1.07548438699,2,5,30,2.63333333333,2.5,1.1685698762,1,5,30,4.33333333333,5,0.829993306533,2,5,30,8.13333333333,8,2.45944889943,3,13,668.3103448275862,596,277.55554186096515,361,1653,29
namjesnik,Nc,m,animate,9,2663,30,3.6,4,1.2,1,5,30,2.6,3,1.11355287257,1,5,30,3.5,3,1.23153021346,2,5,30,12.3666666667,12.5,3.06031951854,5,17,680.4,640.5,167.79946981133617,404,1095,30
sposobnost,Nc,f,inanimate,10,111719,30,3.2,3,1.19443152448,1,5,30,3.86666666667,4,1.08730042869,1,5,30,3.16666666667,3,1.31866936299,1,5,30,9.2,9.5,2.74954541697,3,15,602.8064516129032,545,227.85440078477583,418,1638,31
stas,Nc,m,inanimate,4,2682,30,3.2,3,1.30128141973,1,5,30,2.36666666667,2,1.11005505369,1,5,30,4.2,4,0.832666399786,3,5,30,9.23333333333,10,2.13983384609,5,13,772.6,722,238.62906691965958,486,1594,20
deklaracija,Nc,f,inanimate,11,22265,30,3.63333333333,4,1.07960898271,1,5,30,2.66666666667,3,1.07496769977,1,5,30,3.96666666667,4,1.13968806649,1,5,30,12,12,2.2360679775,8,17,734.2258064516129,601,660.8912522585149,365,4202,31
čestica,Nc,f,inanimate,7,33143,30,3.23333333333,3,1.38283123418,1,5,30,2.96666666667,3,1.22429117815,1,5,30,3.53333333333,4,1.35973853696,1,5,30,11.2333333333,12,1.92671280222,7,15,592.3870967741935,546,140.39080630377353,395,958,31
osnivač,Nc,m,animate,7,35319,30,3.7,4,1.29486163997,1,5,30,3.6,4,1.05198225587,1,5,30,3.3,3,1.4640127504,1,5,30,9.43333333333,10,2.0925794821,5,15,627.1666666666666,571,217.6771975169668,414,1218,24
pruga,Nc,f,inanimate,5,28955,30,4.3,5,1.1874342087,1,5,30,3.43333333333,4,1.11604460285,1,5,30,4.7,5,0.690410505907,2,5,30,5.03333333333,5,1.53803626601,1,8,623.7241379310345,559,216.81178416703872,391,1521,29
paralela,Nc,f,inanimate,8,10229,30,3.33333333333,3,1.2736648783,1,5,30,3.06666666667,3,1.12348663642,1,5,30,4.13333333333,5,1.11753697428,2,5,30,9.8,10,2.22710574513,1,14,685.4516129032259,653,180.48598075006223,420,1316,31
centar,Nc,m,inanimate,6,403952,30,3.56666666667,4,1.02252411001,1,5,30,4.26666666667,4,0.771722460186,2,5,30,4.26666666667,5,1.03064165558,2,5,30,6.66666666667,6,2.39907389539,2,12,549.8125,542,107.63751519530426,367,817,32
poticaj,Nc,m,inanimate,7,56439,30,2.9,3,1.13578166916,1,5,30,3.23333333333,3.5,1.17426099692,1,5,30,3.16666666667,3,1.26710518725,1,5,30,9.4,10,2.64070697605,4,14,655.44,581,330.88770501989546,398,2096,25
diktafon,Nc,m,inanimate,8,1489,30,4.3,5,1.03762549442,2,5,30,2.43333333333,2,1.11604460285,1,5,30,4.56666666667,5,0.882546819658,2,5,30,9.23333333333,9.5,2.64175867348,4,14,647.2142857142857,632.5,111.99846465311961,472,943,28
nomad,Nc,m,inanimate,5,2088,30,3.93333333333,4,1.18133634311,1,5,30,2.3,2,1.1,1,5,30,4.1,4.5,1.07548438699,2,5,30,10.8,10,1.92180470739,7,14,798.2916666666666,704,317.47543269097037,453,1927,24
nesnošljivost,Nc,f,inanimate,13,1578,30,2.6,2.5,1.2274635093,1,5,30,2.73333333333,3,1.20922380981,1,5,30,2.53333333333,2,1.35973853696,1,5,30,11.5333333333,11,2.31996168551,7,17,1002.5909090909091,865,548.7663792189159,561,3149,22
zrelost,Nc,f,inanimate,7,10923,30,2.73333333333,3,1.23648246607,1,5,30,3.36666666667,3,0.835995746932,2,5,30,3.3,3.5,1.1874342087,1,5,30,8.9,9.5,2.10317220725,3,12,643.9666666666667,573,180.88736890641385,432,1122,30
prorok,Nc,m,animate,6,21180,30,3.7,4,1.12989675045,1,5,30,2.86666666667,3,1.35973853696,1,5,30,4,4,1.06458129484,2,5,30,7.36666666667,7,2.183015244,3,12,579.5172413793103,573,108.61781644491424,368,828,29
anđeo,Nc,m,animate,5,38942,30,3.86666666667,4,1.11753697428,1,5,30,3.06666666667,3,1.26315302143,1,5,30,4.7,5,0.690410505907,2,5,30,4.5,5,1.7272328544,2,9,520.0416666666666,520.5,79.41551659066583,393,703,24
oaza,Nc,f,inanimate,4,9616,30,3.5,4,1.3354150416,1,5,30,2.5,2,1.17615191763,1,5,30,4.33333333333,5,0.977525219908,2,5,30,7.83333333333,8,1.95078331845,3,10,678.32,651,110.68940027542536,502,956,25
pamet,Nc,f,inanimate,5,99852,30,2.8,3,1.27540843131,1,5,30,4,4,0.966091783079,1,5,30,3.4,3,1.2,1,5,30,5.16666666667,5,2.08299997333,2,10,550,484,165.71280377005675,379,1104,31
situacija,Nc,f,inanimate,9,437690,30,2.76666666667,3,1.20231258646,1,5,30,3.96666666667,4,1.07960898271,1,5,30,3.2,3,1.16619037897,1,5,30,7,7,2.12916258969,2,12,567.1333333333333,558,128.54107979709173,318,931,30
vidik,Nc,m,inanimate,5,11219,30,3.63333333333,4,1.07960898271,1,5,30,2.76666666667,2.5,1.14552268516,1,5,30,3.96666666667,4,0.948097510222,2,5,30,8.73333333333,9,1.93103311439,5,13,661.9666666666667,627,206.97534141540385,378,1436,30
objekt,Nc,m,inanimate,6,193514,30,3.26666666667,3,1.33998341615,1,5,30,3.43333333333,3.5,1.08576649833,1,5,29,3.68965517241,4,1.31577820885,1,5,30,8.33333333333,8,2.28521820013,2,12,604.03125,516.5,288.89047867549186,345,1727,32
pisanica,Nc,f,inanimate,8,4975,30,4.66666666667,5,0.649786289654,2,5,30,2.33333333333,2,0.788810637747,1,4,30,4.53333333333,5,1.08730042869,1,5,30,6.3,5.5,4.06734966942,2,24,747.8928571428571,616,383.0912606953649,402,2435,28
obličje,Nc,n,inanimate,7,2724,30,2.66666666667,3,1.1352924244,1,5,30,2.1,2,1.0115993937,1,5,28,2.71428571429,3,1.27775313,1,5,28,12.3571428571,12,3.64705640321,1,20,684.2631578947369,618,275.2539922215809,469,1635,19
sisaljka,Nc,f,inanimate,8,258,30,4.3,4.5,0.9,1,5,30,1.86666666667,1,1.17567947257,1,5,30,3.93333333333,4,1.06249183003,1,5,30,9.66666666667,10,3.14466037735,2,15,666.0714285714286,640.5,157.48296288133392,461,1123,28
momčad,Nc,f,inanimate,6,263036,30,4.7,5,0.458257569496,4,5,30,3.5,4,1.1474609652,1,5,30,4.83333333333,5,0.37267799625,4,5,30,8.26666666667,8,2.14372469211,5,13,572.3,562.5,104.48598322098124,420,813,30
dostignuće,Nc,n,inanimate,10,14279,30,2.8,3,1.01324561024,1,5,30,3.5,3,1.0246950766,1,5,30,3.13333333333,3,1.14697670227,1,5,30,10.5666666667,10,3.32348545289,5,20,750.9583333333334,570.5,589.9796222838081,398,3372,24
brvno,Nc,n,inanimate,5,584,30,4.1,5,1.22065556157,1,5,30,1.53333333333,1,0.718021974285,1,3,25,3.04,3,1.48270023943,1,5,25,11.44,12,5.41907741225,2,25,848.8,727,429.9779396334521,320,1840,15
vozilo,Nc,n,inanimate,6,232621,30,4.8,5,0.47609522857,3,5,30,3.9,4,1.0115993937,2,5,30,4.76666666667,5,0.615539510421,2,5,29,5.44827586207,5,2.73654963849,2,16,509.5833333333333,510.5,87.7877463305506,382,695,24
negativnost,Nc,f,inanimate,11,4560,30,2.3,2,1.24230967691,1,5,30,3.83333333333,4,0.778174501995,2,5,30,2.96666666667,3,1.47158267031,1,5,30,9.26666666667,10,2.88598144292,3,16,603.4,555,211.97995188224758,226,1379,25
perspektiva,Nc,f,inanimate,11,48758,30,2.13333333333,2,1.20369800568,1,5,30,3.83333333333,4,0.778174501995,2,5,30,2.86666666667,2.5,1.47723465374,1,5,30,11.1,11.5,2.90229794014,3,16,677.72,641,186.99721923066127,367,1089,25
simbol,Nc,m,inanimate,6,62794,30,3.36666666667,3,1.3287420952,1,5,30,3.73333333333,4,0.963788819653,2,5,30,4.03333333333,4.5,1.30341431973,1,5,30,8.9,8,3.34015967682,4,17,539.8,495,113.41443176833067,386,886,25
fosfor,Nc,m,inanimate,6,3716,30,4.03333333333,5,1.37800177391,1,5,30,1.93333333333,2,0.813770374382,1,4,30,3.53333333333,4,1.33499895963,1,5,30,11.4333333333,12.5,2.37603778496,6,15,796.9230769230769,732.5,346.0283136481086,472,2314,26
zemlja,Nc,f,inanimate,6,874161,30,4.86666666667,5,0.33993463424,4,5,30,4.33333333333,4.5,0.7453559925,3,5,30,4.8,5,0.748331477355,1,5,30,4.93333333333,4,2.24993827076,2,10,527.1290322580645,523,91.44497140739301,335,735,31
klupa,Nc,f,inanimate,5,65816,30,5,5,0,5,5,30,4.5,5,0.562731433871,3,5,30,4.73333333333,5,0.853749898324,1,5,30,5.16666666667,5,2.81760339453,2,15,543.0434782608696,471,186.73230189008532,387,1207,23
aparat,Nc,m,inanimate,6,59784,30,4.46666666667,5,0.80553639824,3,5,30,4.03333333333,4,0.91226214556,2,5,30,4.53333333333,5,0.618241233033,3,5,30,5.3,5,1.75404294892,2,10,626.8695652173913,567,205.12685750038727,382,1350,23
rad,Nc,m,inanimate,3,1065220,30,3.36666666667,3,1.01598337694,1,5,30,4.6,5,0.611010092661,3,5,30,4.36666666667,5,0.948097510222,1,5,30,5.6,5,1.94250697124,2,10,545.4375,520,137.29387776214838,335,1143,32
red,Nc,m,inanimate,3,431886,30,3.56666666667,4,1.30851909509,1,5,30,4.33333333333,4,0.69920589878,2,5,30,4.56666666667,5,0.843932593411,2,5,30,4.73333333333,5,1.61107279648,2,10,573.6451612903226,526,189.75572865961064,388,1236,31
papir,Nc,m,inanimate,5,115910,30,4.93333333333,5,0.359010987142,3,5,30,4.8,5,0.47609522857,3,5,30,4.63333333333,5,0.982626864866,1,5,30,4.26666666667,4,2.30843862576,2,12,537.4782608695652,501,116.02345748919498,383,903,23
primjena,Nc,f,inanimate,8,121214,30,2.43333333333,2,1.08576649833,1,5,30,3.66666666667,3,0.788810637747,3,5,30,2.9,3,1.3503086067,1,5,29,8.1724137931,8,2.82926779266,2,13,674,609.5,221.90429748289984,454,1261,30
ispupčenost,Nc,f,inanimate,11,26,30,3.33333333333,3,1.07496769977,1,5,30,2.16666666667,2,0.933928381741,1,4,30,4.46666666667,5,0.669991708075,3,5,30,8.73333333333,10,2.95446930749,3,15,778.5217391304348,738,247.37087900287725,561,1617,23
neuspjeh,Nc,m,inanimate,8,24885,30,2.46666666667,2,1.14697670227,1,5,30,3.43333333333,3.5,1.11604460285,1,5,30,3.3,3,1.29486163997,1,5,30,8,7,2.38047614285,5,15,626.2857142857143,529,246.93211799899765,392,1617,28
kapa,Nc,f,inanimate,4,28989,30,4.83333333333,5,0.734090518185,1,5,30,3.93333333333,4,0.771722460186,3,5,30,4.8,5,0.6,2,5,30,4.2,4,2.07203603572,2,10,531.0645161290323,523,101.42679970759568,360,793,31
opijenost,Nc,f,inanimate,9,735,30,3.2,3,1.19443152448,1,5,30,2.56666666667,2.5,1.14552268516,1,5,30,3.86666666667,4,1.20369800568,1,5,30,11,10,2.62043253427,5,16,727.8214285714286,669.5,306.697347930355,453,1948,28
pogodnost,Nc,f,inanimate,9,16359,30,2.06666666667,2,1.03064165558,1,5,30,3.06666666667,3,1.09341463112,1,5,30,2.66666666667,2,1.39841179756,1,5,30,11.1,11.5,3.1235663378,4,16,727.6206896551724,547,636.885020672217,386,3344,29
kvaliteta,Nc,f,inanimate,9,263036,30,2.36666666667,2,1.3287420952,1,5,30,3.96666666667,4,0.657436097444,3,5,30,3.13333333333,3,1.45449494862,1,5,30,9.23333333333,10,2.90612380252,4,14,590.2666666666667,563,139.23533373723618,353,958,30
komunist,Nc,m,animate,8,34991,30,3.1,3,1.32539302347,1,5,30,2.9,3,0.943398113206,1,5,30,3.5,4,1.25830573921,1,5,30,12.4,13,2.55081686263,5,17,644.9655172413793,585,193.70771110077544,370,1195,29
ćaća,Nc,m,animate,4,5686,30,4.06666666667,5,1.3646326327,1,5,30,2.53333333333,2.5,1.49962958389,1,5,30,4.46666666667,5,1.20369800568,1,5,30,7.26666666667,7,3.88100788742,1,14,1018.3636363636364,942.5,652.5237120635501,368,3307,22
plamen,Nc,m,inanimate,6,13764,30,4.83333333333,5,0.37267799625,4,5,30,3.66666666667,4,0.942809041582,2,5,30,4.86666666667,5,0.426874949162,3,5,30,6.43333333333,6,2.64175867348,2,13,527.56,489,100.4776426209665,402,848,25
dijete,Nc,n,animate,6,1158287,30,4.9,5,0.3,4,5,30,4.43333333333,5,0.882546819658,1,5,30,4.93333333333,5,0.249443825785,4,5,30,4.16666666667,3.5,2.46418794377,2,12,540.3870967741935,495,162.91381717938165,416,1197,31
brada,Nc,f,inanimate,5,18532,30,4.76666666667,5,0.558768487141,3,5,30,4.23333333333,4,0.843932593411,2,5,30,4.93333333333,5,0.359010987142,3,5,30,4.96666666667,5,2.02457128521,2,10,573.21875,528,194.65763731775087,394,1334,32
raznolikost,Nc,f,inanimate,11,19489,30,2.5,2,1.1474609652,1,5,30,3.4,3,0.8,2,5,30,3.46666666667,3,1.20369800568,1,5,30,8.6,8.5,2.49799919936,3,14,605.9655172413793,559,181.6943042504204,359,1281,29
bajka,Nc,f,inanimate,5,29348,30,3.86666666667,4,1.08730042869,2,5,30,3.2,3,1.01324561024,1,5,30,4.23333333333,5,1.11604460285,1,5,30,5.26666666667,4,2.95446930749,2,14,588.0967741935484,537,226.700441822641,371,1686,31
izdanak,Nc,m,inanimate,7,4327,30,3.63333333333,4,1.25122162527,1,5,30,1.8,2,0.791622805803,1,3,30,4.23333333333,5,1.08576649833,1,5,30,10.4333333333,10,2.76505977432,5,15,583.52,565,112.70393367876149,397,787,25
more,Nc,n,inanimate,4,242335,30,4.86666666667,5,0.561743318212,2,5,30,4.2,4,0.702376916857,3,5,30,4.96666666667,5,0.179505493571,4,5,30,4.23333333333,4,2.27571722516,2,12,535.4137931034483,491,157.8250652828222,359,1078,29
film,Nc,m,inanimate,4,661965,30,4.8,5,0.47609522857,3,5,30,4.66666666667,5,0.596284794,3,5,30,4.66666666667,5,0.829993306533,1,5,30,5.3,5,2.42418371141,2,13,596.5625,532,193.329225716468,382,1268,32
ledište,Nc,n,inanimate,7,189,30,3.3,3,1.3699148392,1,5,30,2.03333333333,2,0.795124029458,1,4,30,3.43333333333,4,1.05461946797,1,5,30,10.7333333333,11,2.01549552771,5,16,621.4,615,98.11048194085414,472,885,25
cvijeće,Nc,n,inanimate,7,40617,30,4.76666666667,5,0.667499479817,2,5,30,4.03333333333,4,0.87496031656,1,5,30,4.8,5,0.6,3,5,30,4.4,3,3.35261092285,2,15,574.3793103448276,519,176.6080029316548,336,1060,29
bakterija,Nc,f,inanimate,9,34324,30,3.9,4.5,1.32539302347,1,5,30,3.23333333333,3,0.919540948276,2,5,30,4.33333333333,5,0.977525219908,2,5,30,9.2,9.5,2.82134719593,5,19,600.5172413793103,545,186.72068916846573,377,1218,29
domorodac,Nc,m,animate,9,3227,30,3.7,4,1.1874342087,1,5,30,2.5,2,1.3354150416,1,5,30,3.83333333333,4,1.21335164821,1,5,30,9.76666666667,10,2.77708880345,4,15,824.1724137931035,698,472.71843544738414,440,3023,29
osoba,Nc,f,animate,5,853701,30,4.33333333333,5,0.829993306533,2,5,30,4.53333333333,5,0.718021974285,3,5,30,4.73333333333,5,0.62893207547,2,5,30,5.33333333333,5,2.49443825785,2,12,558,509,242.27050996768054,401,1748,29
prijatelj,Nc,m,animate,9,349954,30,3.7,4,1.24230967691,1,5,30,4.76666666667,5,0.495535624911,3,5,30,4.63333333333,5,0.706320670014,2,5,30,4.6,4,2.7276363394,2,13,671.64,595,339.70991056095687,359,1830,25
kovina,Nc,f,inanimate,6,1770,30,3.8,4,1.27540843131,1,5,30,1.96666666667,2,1.0482790129,1,5,30,3.86666666667,4,1.05619863452,1,5,30,10,10.5,2.86356421266,4,15,747.5384615384615,671.5,348.0985183271231,375,2080,26
događaj,Nc,m,inanimate,7,210409,30,2.9,3,1.3,1,5,30,4.26666666667,4,0.771722460186,3,5,30,3.43333333333,3.5,1.17426099692,1,5,30,7.43333333333,7,3.25252039023,3,18,563.4193548387096,506,209.73455830224202,382,1566,31
peć,Nc,f,inanimate,3,12908,30,4.8,5,0.47609522857,3,5,29,3.41379310345,3,1.0672956924500001,1,5,30,4.73333333333,5,0.573488351136,3,5,30,5.13333333333,5,1.60692943909,2,10,675.5,559,458.853296627677,391,2699,24
veletrgovina,Nc,f,inanimate,12,391,30,3.53333333333,4,1.20369800568,1,5,30,1.96666666667,2,1.0482790129,1,5,30,3.8,4,1.30128141973,1,5,30,9.7,10,3.19530906173,3,15,982.4666666666667,958,267.5678463137011,685,1516,15
velikodušnost,Nc,f,inanimate,13,2280,30,2.3,2,1.29486163997,1,5,30,3.16666666667,3,1.12792828771,1,5,30,3.1,3,1.24766448481,1,5,30,8.53333333333,8,2.82528268006,2,14,666.8125,569.5,331.18316124211776,421,2251,32
večera,Nc,f,inanimate,6,46090,30,4.36666666667,5,0.91226214556,2,5,30,4.76666666667,5,0.558768487141,3,5,30,4.86666666667,5,0.426874949162,3,5,30,4.06666666667,4,1.3646326327,2,7,533.2,479.5,147.42792511409863,360,1019,30
brlog,Nc,m,inanimate,5,1641,30,4.56666666667,5,0.667499479817,3,5,30,2.6,2.5,1.01980390272,1,5,30,4.5,5,0.67082039325,3,5,30,6.83333333333,7,2.33927814127,3,13,668.1363636363636,675,105.80408465179559,440,990,22
prašina,Nc,f,inanimate,7,34868,30,4.56666666667,5,0.715697018453,2,5,30,4.03333333333,4,0.87496031656,2,5,30,4.56666666667,5,0.803464719546,2,5,30,5.9,6,2.66270539114,2,15,534.7586206896551,524,92.61234689839988,379,893,29
žeđ,Nc,f,inanimate,3,5929,30,3.5,4,1.05672449894,1,5,30,3.93333333333,4,0.928559218479,2,5,30,3.96666666667,4,1.07960898271,1,5,30,5.06666666667,5,2.63227826965,1,10,568.7096774193549,554,113.69584968924389,387,812,31
krov,Nc,m,inanimate,4,56216,30,4.86666666667,5,0.561743318212,2,5,30,3.8,4,0.909212113132,2,5,30,4.83333333333,5,0.52174919475,3,5,30,4.23333333333,3.5,1.96100881068,2,10,662.4166666666666,580.5,339.91251005626964,377,1906,24
prah,Nc,m,inanimate,4,17911,30,4.93333333333,5,0.249443825785,4,5,30,3.3,3,0.82259751195,2,5,30,4.8,5,0.4,4,5,30,5.76666666667,5,2.07658908362,2,10,584.625,545,139.33476744644474,349,1058,32
zgrada,Nc,f,inanimate,6,213910,30,4.9,5,0.538516480713,2,5,30,4.56666666667,5,0.715697018453,3,5,30,4.83333333333,5,0.52174919475,3,5,30,4.96666666667,5,2.16769206505,2,11,647.8214285714286,532,289.22822637359747,349,1794,28
tražilica,Nc,f,inanimate,9,14928,30,3.83333333333,4,0.96896279025,2,5,30,3.36666666667,3,1.25122162527,1,5,30,4.16666666667,4.5,1.0354816378,1,5,30,10.2333333333,10,1.99471524005,5,15,587.9130434782609,565,82.81299472221531,488,725,23
opasnost,Nc,f,inanimate,8,103502,30,2.93333333333,3,1.28927197372,1,5,30,3.73333333333,4,0.99777530314,1,5,30,4,4,1,2,5,30,5.13333333333,5,2.26175939382,2,10,544.16,519,144.389138557349,381,991,25
svjetlo,Nc,n,inanimate,7,128403,29,4.27586206897,5,0.943089264219,2,5,28,4.46428571429,5,0.905623023793,1,5,30,4.8,5,0.47609522857,3,5,30,4.06666666667,4,1.71139968707,1,8,542.3793103448276,517,102.80717519188998,356,797,29
razvalina,Nc,f,inanimate,9,568,27,2.66666666667,3,1.51535352189,1,5,28,1.67857142857,1.5,0.888561093187,1,5,30,2.56666666667,3,1.28279209366,1,5,26,13.8076923077,13.5,4.69057345001,7,27,905.75,798,430.74525798054617,540,2092,12
