word_string,word_type,word_gender,word_represents_animate,word_num_letters,word_frequency,concreteness_n,concreteness_mean,concreteness_median,concreteness_stddev,concreteness_min,concreteness_max,subjective_frequency_n,subjective_frequency_mean,subjective_frequency_median,subjective_frequency_stddev,subjective_frequency_min,subjective_frequency_max,imageability_n,imageability_mean,imageability_median,imageability_stddev,imageability_min,imageability_max,age_of_acquisition_n,age_of_acquisition_mean,age_of_acquisition_median,age_of_acquisition_stddev,age_of_acquisition_min,age_of_acquisition_max,rt_milliseconds_mean,rt_milliseconds_median,rt_milliseconds_stddev,rt_milliseconds_min,rt_milliseconds_max,rt_milliseconds_n
ribnjak,Nc,m,inanimate,7,5755,31,4.77419354839,5,0.749609679911,1,5,31,2.51612903226,3,0.875139352661,1,4,30,4.86666666667,5,0.426874949162,3,5,29,6.10344827586,5,2.02305381295,3,11,575.2857142857143,538.5,127.74732792094231,396,1054,42
dostupnost,Nc,f,inanimate,10,15564,31,2.45161290323,3,1.18699158019,1,5,31,3.35483870968,3,1.06402725822,1,5,30,3,3,1.43759057686,1,5,29,9.48275862069,9,3.28655242964,6,17,624.0238095238095,577.5,185.1721003184688,395,1214,42
deformacija,Nc,f,inanimate,11,6016,31,4.03225806452,4,1.06206952472,2,5,31,2.90322580645,3,1.22750307035,1,5,30,4.3,5,1.1,1,5,29,9.62068965517,10,2.99900895244,3,16,705.7857142857143,643.5,301.8067978120687,402,1924,42
antioksidans,Nc,m,inanimate,12,7646,31,3.1935483871,3,1.4462265659,1,5,31,2.1935483871,2,1.14777076611,1,5,29,2.55172413793,3,1.30215224748,1,5,29,13.4482758621,13,2.23739699276,9,19,913.7777777777778,791,338.4836025664304,490,1869,36
zapis,Nc,m,inanimate,5,44327,31,4.77419354839,5,0.489217770584,3,5,31,3.8064516129,4,0.964510734692,2,5,30,4.36666666667,5,0.91226214556,2,5,29,7.89655172414,7,2.61751168474,3,15,622.9512195121952,560,251.56857427146105,333,1675,41
kvadrat,Nc,m,inanimate,7,36394,31,4.54838709677,5,0.910111998688,1,5,31,3.48387096774,4,1.18786791223,1,5,30,4.86666666667,5,0.561743318212,2,5,28,6.96428571429,7,2.55625483384,2,15,549.1428571428571,528,128.7505759264545,376,973,42
presedan,Nc,m,inanimate,8,7786,31,2.45161290323,2,1.07279284828,1,5,31,2,2,0.983738753676,1,4,30,2.16666666667,2,1.36829171678,1,5,27,13.7777777778,13,3.57287448685,5,20,986.6129032258065,779,505.87848853384776,504,2585,31
zapremnina,Nc,f,inanimate,10,1434,30,3.4,3.5,1.30639452948,1,5,31,2.12903225806,2,0.832483090359,1,4,29,2.68965517241,3,1.46460417804,1,5,28,12.6785714286,13,2.9405243875,6,20,1034.6764705882354,799,646.0682823743912,508,3692,34
prerada,Nc,f,inanimate,7,18759,31,3.64516129032,4,1.00155965782,2,5,31,2.8064516129,3,0.895124962936,1,5,30,3.46666666667,4,1.33499895963,1,5,29,9.58620689655,10,2.63291160949,5,18,750.1951219512196,598,416.48884856093053,406,2745,41
general,Nc,m,animate,7,96640,31,4.41935483871,5,0.942686399755,1,5,31,2.29032258065,2,0.810955167095,1,4,30,4.9,5,0.3,4,5,29,8.65517241379,9,2.39648970399,4,14,624.8095238095239,559,250.75293817749326,393,1659,42
vlas,Nc,f,inanimate,4,7951,31,4.8064516129,5,0.533965979266,3,5,31,3.51612903226,3,1.04328784702,2,5,30,4.9,5,0.395811402901,3,5,29,6.27586206897,6,2.33262545176,3,11,728.2894736842105,656,363.142210837032,417,2680,38
pristojba,Nc,f,inanimate,9,11862,31,3.29032258065,4,1.46339306093,1,5,31,2.32258064516,2,1.05912613931,1,5,30,2.33333333333,2,1.22020034785,1,5,28,12.6428571429,13,3.20952027695,6,19,839.2619047619048,672,625.0854794043267,439,4353,42
osnova,Nc,f,inanimate,6,154315,31,3,3,1.27000127,1,5,31,3.70967741935,4,0.990065113111,1,5,30,2.8,2,1.37598449604,1,5,29,7.65517241379,7,2.30854278666,3,14,537.2857142857143,501,168.58511430891673,376,1232,42
porta,Nc,f,inanimate,5,3092,31,4.54838709677,5,0.944891517153,1,5,31,3.09677419355,3,1.27898242591,1,5,30,4.7,5,0.690410505907,2,5,29,9.03448275862,8,2.79756986441,6,16,720.9,617,334.93250755246885,375,2083,40
ekstrem,Nc,m,inanimate,7,4325,31,2.48387096774,2,1.38822159944,1,5,31,3.12903225806,3,0.87037016537,1,5,29,3.20689655172,3,1.49434128828,1,5,29,11.1724137931,11,3.30171288375,5,18,676.8048780487804,646,204.9594129958655,414,1388,41
domoljublje,Nc,n,inanimate,11,8721,31,2.67741935484,2,1.59408375492,1,5,31,2.96774193548,3,1.23088929215,1,5,30,3.8,4,1.37598449604,1,5,29,9.10344827586,9,2.26433864267,5,15,638.9047619047619,581,181.63697505871022,356,1247,42
pandemija,Nc,f,inanimate,9,3454,31,3.1935483871,3,1.30555524805,1,5,31,1.8064516129,2,0.930464845281,1,5,29,2.27586206897,2,1.25661152816,1,5,24,13.5833333333,14,3.66192875712,5,20,823.9473684210526,716,308.15120272796287,430,1651,19
glavnica,Nc,f,inanimate,8,5041,31,3.1935483871,3,1.37768751639,1,5,31,1.87096774194,2,0.750996563021,1,3,30,2.8,3,1.27540843131,1,5,29,13.2413793103,13,2.77495166051,8,20,759.1081081081081,604,359.2367513820705,354,1686,37
odijelo,Nc,n,inanimate,7,24720,31,4.96774193548,5,0.176684695969,4,5,31,3.61290322581,4,1.00570692052,1,5,30,4.83333333333,5,0.734090518185,1,5,30,6.63333333333,6,2.52300526269,3,14,623.0238095238095,536,477.7406423683246,370,3541,42
alkoholizam,Nc,m,inanimate,11,6610,31,4,4,1.04726987618,2,5,31,3.16129032258,3,1.19398422731,1,5,30,4.23333333333,5,0.989388138644,2,5,30,10,10,2.50333111407,6,15,609.3095238095239,558.5,164.46342733712876,353,1343,42
pakt,Nc,m,inanimate,4,7665,31,3.12903225806,3,1.33783492602,1,5,31,2.09677419355,2,1.08820179312,1,5,30,3.56666666667,4,1.11604460285,2,5,30,11.1666666667,11,2.14605581371,6,15,691.6388888888889,662,187.92173945217237,374,1341,36
letenje,Nc,n,inanimate,7,8892,31,4.64516129032,5,0.863166978081,1,5,31,3.32258064516,3,1.17465428749,1,5,30,4.7,5,0.690410505907,2,5,30,4.76666666667,5,1.6265163865,2,8,645.05,591.5,221.04993634691314,365,1413,40
bronca,Nc,f,inanimate,6,13396,31,4.77419354839,5,0.489217770584,3,5,31,2.67741935484,3,1.25433690937,1,5,30,4.66666666667,5,0.829993306533,1,5,30,7.6,7,2.2,5,12,610.390243902439,585,124.94956543517478,433,992,41
dokaz,Nc,m,inanimate,5,158854,31,3.70967741935,4,1.32454613985,1,5,31,3.61290322581,3,1.03728614134,2,5,30,4.13333333333,5,1.20369800568,1,5,30,8.16666666667,8,2.01797478236,5,13,554.6428571428571,513,195.03468377333417,393,1641,42
stereo,Nc,m,inanimate,6,5010,31,3.8064516129,4,1.37768751639,1,5,31,2.29032258065,2,1.1965959349,1,5,30,4.1,5,1.22065556157,1,5,30,9.56666666667,10,2.83646885327,3,15,799.4473684210526,654,342.5527142206213,449,1883,38
kockica,Nc,f,inanimate,7,15298,31,4.87096774194,5,0.420593703561,3,5,30,3.6,4,1.28062484749,1,5,30,5,5,0,5,5,30,4.36666666667,4,2.42876283093,2,15,659.7857142857143,554,274.3419208707235,397,1687,42
odraz,Nc,m,inanimate,5,19047,31,3.90322580645,4,1.30396018912,1,5,31,3.48387096774,3,1.04328784702,1,5,30,4.36666666667,5,1.01598337694,2,5,30,6.93333333333,6.5,3.0433899228,2,18,610.1463414634146,565,185.018858630088,377,1120,41
mikser,Nc,m,inanimate,6,4149,31,4.93548387097,5,0.245670100189,4,5,31,3.58064516129,4,1.15770054483,1,5,30,4.86666666667,5,0.426874949162,3,5,30,6.06666666667,5,2.29395340454,2,12,629.2380952380952,596.5,142.9717368494445,419,1205,42
povraćanje,Nc,n,inanimate,10,7762,31,4.83870967742,5,0.367798524226,4,5,31,3.06451612903,3,1.01395055777,1,5,30,4.73333333333,5,0.679869268479,3,5,30,5.73333333333,5,2.63227826965,3,16,649.0714285714286,544,281.9012448477124,374,1759,42
karizma,Nc,f,inanimate,7,9394,31,1.90322580645,1,1.11745213392,1,5,30,2.53333333333,3,1.05619863452,1,5,30,3.1,3,1.24766448481,1,5,30,12.1,12.5,2.2708295107,7,15,670.9761904761905,570.5,354.54123487142925,408,2464,42
kalvarija,Nc,f,inanimate,9,4068,31,3.03225806452,3,1.49156490603,1,5,31,1.93548387097,2,0.913535629581,1,4,30,2.9,3,1.59895799403,1,5,27,13.4814814815,15,4.1309165907,5,20,1095.8333333333333,850,616.9788712235062,558,2732,24
milja,Nc,f,inanimate,5,21825,32,3.59375,4,1.36609331215,1,5,32,2.1875,2,1.04395581803,1,4,30,3.46666666667,3,1.23107902084,1,5,30,9.16666666667,8,3.50317316475,2,17,709.2857142857143,630,213.97038984656834,455,1411,35
okolina,Nc,f,inanimate,7,58901,32,3.78125,4,1.19201444517,1,5,32,3.90625,4,0.84259179767,2,5,30,4.3,5,0.862167810425,2,5,30,7.03333333333,7,2.37323033484,3,15,642.2142857142857,523.5,593.9603967956723,378,4305,42
postojanje,Nc,n,inanimate,10,87033,32,1.875,1,1.16592238164,1,5,32,3.375,3,0.992156741649,2,5,30,3.36666666667,3,1.49406232207,1,5,30,7.33333333333,7,2.16538423585,3,11,614.547619047619,534,201.1192101752338,377,1244,42
buđenje,Nc,n,inanimate,7,15337,32,4.0625,4,0.998044963917,2,5,31,4.64516129032,5,0.742636415047,2,5,30,4.66666666667,5,0.829993306533,2,5,30,4.93333333333,4,3.03241744415,2,15,588.3095238095239,530.5,294.12934669973276,398,2324,42
omalovažavanje,Nc,n,inanimate,14,5266,32,2.59375,2,1.38878037771,1,5,32,3.03125,3,0.918026926348,1,5,30,3.8,4,1.30128141973,1,5,30,8.43333333333,8,2.71641103092,3,17,726.9285714285714,657,273.3340128458169,466,2149,42
negativac,Nc,m,animate,9,7576,32,3.15625,3,1.27743333975,1,5,32,3.09375,3,0.878897569402,1,5,30,4.1,5,1.32539302347,1,5,30,6.23333333333,6,2.27571722516,3,14,609.9512195121952,565,185.9066904685671,388,1092,41
trk,Nc,m,inanimate,3,6475,32,3.71875,4,1.15201928695,1,5,32,2.59375,3,1.14180161915,1,5,30,4,4.5,1.26491106407,1,5,30,6.1,5,2.48126311919,3,11,690.7435897435897,612,280.8395981553132,401,1940,39
socijalizam,Nc,m,inanimate,11,17994,32,2.5,2,1.47901994577,1,5,31,3.12903225806,3,1.33783492602,1,5,30,3.16666666667,3,1.31866936299,1,5,30,11.3,12,2.9,4,16,675.9285714285714,566.5,486.86405138356304,388,3569,42
klavir,Nc,m,inanimate,6,13164,32,4.96875,5,0.173992636338,4,5,32,3.375,3,1.05326872165,1,5,30,4.86666666667,5,0.718021974285,1,5,30,6.16666666667,5.5,3.17367645204,3,15,668.5365853658536,561,475.7069001791426,398,3324,41
prijavljivanje,Nc,n,inanimate,14,4514,32,2.6875,3,1.04395581803,1,4,31,3.38709677419,4,1.15500088968,1,5,30,3.33333333333,3,1.22020034785,1,5,30,8.36666666667,7.5,2.22835265511,3,13,937.2682926829268,806,442.6346136708156,422,2389,41
štala,Nc,f,inanimate,5,6140,32,4.8125,5,0.463512405443,3,5,32,2.90625,3,1.15540509671,1,5,30,4.8,5,0.791622805803,1,5,30,5.6,5,3.03973683071,2,15,606.4634146341464,598,139.78664055641647,381,1056,41
patrola,Nc,f,inanimate,7,4698,32,4.125,4,0.927024810887,2,5,32,2.71875,3,1.25584570609,1,5,30,4,4,1,2,5,30,7.83333333333,7,2.58306450214,3,13,592.3658536585366,549,132.57351849022507,395,909,41
šivanje,Nc,n,inanimate,7,3615,32,4.65625,5,0.642717618788,3,5,31,3.25806451613,3,0.949286385133,1,5,30,4.6,5,0.663324958071,3,5,30,5.86666666667,5,1.96185852927,3,11,668.2380952380952,603.5,257.05108247420674,433,2010,42
sekcija,Nc,f,inanimate,7,26952,32,3.03125,3,1.15878101361,1,5,32,2.59375,3,1.11409646687,1,5,30,2.9,3,1.0115993937,1,5,30,10.4666666667,10.5,3.48074066192,3,18,586.0731707317074,570,125.39286069069132,420,916,41
valjak,Nc,m,inanimate,6,6892,32,4.75,5,0.559016994375,3,5,32,2.71875,3,0.909477013178,1,4,30,4.83333333333,5,0.37267799625,4,5,30,6.76666666667,7,2.81286725997,3,15,584.375,529,171.21342019949913,393,1133,40
padalina,Nc,f,inanimate,8,4413,32,4.40625,5,0.93070453824,1,5,32,3.40625,3,1.05650884402,2,5,30,4.53333333333,5,0.669991708075,3,5,30,6.46666666667,6,2.09337579575,2,12,646.225,574,236.3086299518991,409,1537,40
planiranje,Nc,n,inanimate,10,37328,31,3.16129032258,3,1.24684826388,1,5,31,3.96774193548,4,1.0312495073,1,5,30,3.86666666667,4,1.17567947257,1,5,30,7.33333333333,7,2.03851798019,3,12,706.4761904761905,544.5,573.3737655570195,395,3715,42
neven,Nc,m,inanimate,5,5239,32,4.53125,5,0.999511599482,1,5,32,2.53125,2,1.22434612651,1,5,30,3.56666666667,4,1.30851909509,1,5,30,8.4,7,3.46987031458,3,19,755.4722222222222,657.5,288.6531765791022,450,1613,36
mrvica,Nc,f,inanimate,6,18584,32,4.46875,5,0.749348675518,3,5,32,3.84375,4,1.09285677813,2,5,30,4.7,5,0.585946527708,3,5,30,5,5,2.12916258969,2,10,582.1,543.5,161.4949074373713,420,1003,40
protivnica,Nc,f,animate,10,3192,31,3.12903225806,3,1.28870866809,1,5,32,2.9375,3,1.05881714663,1,5,30,4,4,1,2,5,30,7.33333333333,7,2.63733872598,3,15,817.170731707317,657,422.58412786325897,434,2241,41
editorijal,Nc,m,inanimate,10,4239,32,2.875,3,1.19242400177,1,5,32,2.125,2,1.02316909648,1,4,30,3.1,3,1.19303534454,1,5,30,12.2333333333,13,3.89600935431,3,19,867.3428571428572,767,391.24867546155366,501,2280,35
štovatelj,Nc,m,animate,9,4509,32,2.9375,3,1.47769880219,1,5,32,2.3125,2,1.10219950553,1,5,30,3.43333333333,3,1.20231258646,1,5,30,9.66666666667,10,3.3895263517,3,20,784.4,685.5,374.8357452237392,376,2148,40
pozadina,Nc,f,inanimate,8,35408,32,4.0625,4,1.05881714663,1,5,32,3.9375,4,0.747391296444,3,5,30,4.3,5,1.03762549442,1,5,30,7.4,6.5,2.7398296784,4,16,575.3333333333334,532,203.63401731569823,369,1633,42
mentor,Nc,m,animate,6,19756,32,4.0625,4,1.0879309491,1,5,31,3.61290322581,4,1.12672575462,1,5,30,4.26666666667,5,1.03064165558,2,5,30,11.1333333333,10.5,3.38362067745,4,17,561.7142857142857,519.5,124.23959655406313,391,967,42
taliban,Nc,m,animate,7,9601,32,4.21875,5,1.052805033,1,5,32,2.8125,3,1.23585749583,1,5,30,4.16666666667,4,0.897527467856,2,5,30,10,10,3.28633534503,3,19,785.8333333333334,663.5,617.4893637024967,354,4195,36
dušik,Nc,m,inanimate,5,4457,32,3.625,4,1.13880419739,1,5,32,2.8125,3,0.881670998729,1,4,30,3.26666666667,3,1.5260697523,1,5,30,10.5666666667,11,2.67934486188,3,16,573.2142857142857,561.5,122.37358548758432,367,867,42
pravljenje,Nc,n,inanimate,10,5034,32,3.09375,3,1.20828843307,1,5,32,3.3125,3,1.04395581803,1,5,30,3.43333333333,4,1.17426099692,1,5,30,6.7,6,2.96816441593,2,18,877.6829268292682,814,363.06744821206365,152,1758,41
prijenos,Nc,m,inanimate,8,62823,32,3.1875,3,1.04395581803,1,5,31,3.48387096774,3,0.875139352661,2,5,30,3.4,3.5,1.3316656237,1,5,30,7.93333333333,8,2.59401019445,4,15,577.8571428571429,540.5,164.3092817514775,397,1169,42
zamolba,Nc,f,inanimate,7,8887,32,3.75,4,1.25,1,5,32,3.78125,4,0.926497942523,1,5,30,4.23333333333,5,0.989388138644,2,5,30,9.03333333333,9,3.47834571153,2,17,600.3658536585366,566,132.64496901457684,452,1113,41
disk,Nc,m,inanimate,4,58624,32,4.625,5,0.649519052838,3,5,32,3.25,3,1.17260393996,1,5,30,4.53333333333,5,0.718021974285,3,5,30,7.76666666667,7,2.80099188781,4,18,600.5,533.5,176.17400627733048,426,1342,42
uspjeh,Nc,m,inanimate,6,196089,32,2.53125,2,1.36894975711,1,5,32,4.375,5,0.739509972887,3,5,30,3.63333333333,3.5,1.27758452645,1,5,30,6.76666666667,7,1.94393644158,4,12,548.4285714285714,512,176.8124461540606,381,1372,42
prošlost,Nc,f,inanimate,8,99989,31,2.38709677419,2,1.53827342162,1,5,32,4.21875,4,0.779998998397,3,5,30,3.76666666667,4.5,1.38283123418,1,5,30,6.13333333333,6,2.14061258107,2,11,551.8809523809524,516,185.1559925564351,373,1588,42
sloboda,Nc,f,inanimate,7,169869,31,2.06451612903,1,1.43539325557,1,5,32,4.09375,4,0.84259179767,2,5,30,3.7,4,1.39403491109,1,5,30,6.06666666667,6,2.26470503353,2,12,540.9047619047619,484,161.46989593681036,353,1213,42
sedamdesete,Nc,f,inanimate,11,3553,32,2.75,2,1.41421356237,1,5,32,2.9375,3,1.27322179922,1,5,30,3.86666666667,4,1.08730042869,1,5,30,7.86666666667,8,2.8134597128,2,15,817.547619047619,725,508.78886331485006,417,3578,42
pravopis,Nc,m,inanimate,8,10268,32,3.46875,3.5,1.17218745834,1,5,32,4,4,1.0307764064,1,5,30,3.93333333333,4,1.20922380981,1,5,30,7.8,7,2.30072452356,3,15,578.4146341463414,545,133.73387297348344,409,1186,41
uradak,Nc,m,inanimate,6,23097,32,3.78125,4,0.991664478289,2,5,32,3.21875,3,1.13837535001,1,5,30,3.7,3.5,1.15902257671,1,5,30,8.06666666667,7,2.74388208363,3,15,671.4146341463414,568,431.4107657215891,384,3076,41
stabljika,Nc,f,inanimate,9,5191,32,4.71875,5,0.67241983723,3,5,32,3.375,3,0.960143218484,2,5,30,4.86666666667,5,0.426874949162,3,5,30,6.06666666667,6,2.51572830188,2,13,650.9047619047619,583.5,210.31240520152215,436,1401,42
ženidba,Nc,f,inanimate,7,5427,32,3.78125,4,1.26822649298,1,5,32,3.21875,3,1.08208060582,1,5,30,4.66666666667,5,0.788810637747,1,5,30,5.9,5,2.66270539114,2,15,553.047619047619,562,117.11177741297817,361,1002,42
pregovor,Nc,m,inanimate,8,95505,32,2.96875,3,1.21151699844,1,5,31,3.29032258065,3,0.849802572408,2,5,30,3.5,3,1.11803398875,1,5,30,9.9,10,3.13421973278,2,15,616.9047619047619,528.5,298.40133471909445,387,1792,42
gnijezdo,Nc,n,inanimate,8,9480,32,4.71875,5,0.571968913054,3,5,31,3.25806451613,3,0.982680400757,2,5,30,4.9,5,0.3,4,5,30,5.63333333333,5,3.00536557214,2,18,672.829268292683,539,310.93463158990704,408,1661,41
pripovijest,Nc,f,inanimate,11,3657,32,3.375,3,1.19242400177,1,5,31,3.1935483871,3,1.09011259669,1,5,30,3.9,4,1.19303534454,1,5,30,8.8,9,2.93711876959,2,16,660.8571428571429,596,225.7918933311749,413,1429,42
krvarenje,Nc,n,inanimate,9,15906,32,4.46875,5,0.828567098973,2,5,32,3.40625,3,0.896499267986,2,5,30,4.5,5,0.991631652043,2,5,30,6.13333333333,6.5,2.82528268006,2,13,646.6904761904761,597.5,206.3511674241963,418,1307,42
fobija,Nc,f,inanimate,6,4561,32,2.53125,2,1.2986621722,1,5,32,3.125,3,0.7806247498,1,5,30,3.43333333333,3,1.08576649833,1,5,30,10.7,11.5,2.49198715888,5,16,587.8536585365854,557,98.57168989512398,447,883,41
novčić,Nc,m,inanimate,6,5792,32,5,5,0,5,5,32,3.75,4,1.2747548784,1,5,30,4.9,5,0.395811402901,3,5,30,4.8,5,1.73973178009,2,10,603.8095238095239,516,460.46483608733735,371,3383,42
rejting,Nc,m,inanimate,7,18603,32,2.40625,2,1.22115148016,1,5,32,2.8125,3,1.18420595759,1,5,30,2.7,2,1.26885775404,1,5,30,12.5666666667,13,2.24623141184,7,16,924.4,753,425.4141673629399,508,1997,30
potrošnja,Nc,f,inanimate,9,93072,32,2.71875,3,1.46275371731,1,5,32,3.59375,4,0.963696496569,2,5,30,2.96666666667,3,1.22429117815,1,5,30,10.2,10,2.37205958329,5,15,598.0487804878048,555,167.1811818386735,371,1181,41
lončar,Nc,m,animate,6,3994,32,4.75,5,0.790569415042,2,5,32,2.1875,2,1.23585749583,1,5,30,4.13333333333,5,1.17567947257,1,5,29,8.24137931034,8,2.78735039696,2,15,669.829268292683,568,287.70826390973065,346,1703,41
mirenje,Nc,n,inanimate,7,8094,32,1.9375,1,1.1709371247,1,4,32,2.9375,3,0.998044963917,1,5,30,3,3,1.15470053838,1,5,30,8.13333333333,8,2.61703819019,4,14,754.6410256410256,642,311.41928811402596,403,1735,39
poslodavac,Nc,m,animate,10,83348,32,4.28125,5,0.97578093725,2,5,31,3.58064516129,4,0.794098943554,2,5,30,3.76666666667,4,0.989388138644,1,5,30,12.3,12,2.23830292856,7,17,590.047619047619,548,143.01184538709396,406,1079,42
normalizacija,Nc,f,inanimate,13,3550,32,1.65625,1,0.851813323152,1,4,32,2.28125,2,0.874441786227,1,4,30,1.93333333333,2,1.06249183003,1,5,30,13.3,13.5,2.55799400573,6,17,758.4285714285714,652,320.141595415189,434,1785,42
poznavanje,Nc,n,inanimate,10,25402,32,2.5,2,1.41421356237,1,5,32,4.125,4,0.739509972887,2,5,30,2.46666666667,2,1.25786415094,1,5,30,8.3,9,2.41039415864,2,12,658.5,597,250.14754620382521,400,1755,40
neodgovornost,Nc,f,inanimate,13,3700,32,2.1875,2,1.15751619859,1,5,32,3.9375,4,0.826797284708,2,5,30,2.83333333333,3,1.36829171678,1,5,30,7.83333333333,8,2.36760544761,2,14,748.8536585365854,609,453.5674459755467,440,3293,41
komplet,Nc,m,inanimate,7,16268,32,4.03125,4,0.918026926348,2,5,32,3.65625,4,0.851813323152,2,5,30,4.03333333333,4,1.01598337694,2,5,30,8.13333333333,8,2.04504822002,4,12,662,528,372.20863543540054,401,2680,42
muslimanka,Nc,f,animate,10,3010,32,4.8125,5,0.526634360824,3,5,32,3.28125,3,1.03785761909,1,5,30,4.66666666667,5,0.69920589878,2,5,30,9.2,9,2.00665559244,5,13,665.1463414634146,645,191.5016398070275,355,1447,41
konkurentnost,Nc,f,inanimate,13,18737,32,2.15625,2,1.17551517961,1,5,31,3.1935483871,3,0.895124962936,1,5,30,2.66666666667,2.5,1.07496769977,1,5,30,12.7666666667,13,2.24623141184,8,17,834.5238095238095,663,501.8569535816997,406,3019,42
isplata,Nc,f,inanimate,7,42969,32,3.65625,4,1.31361559731,1,5,32,3.4375,4,0.966226552109,2,5,30,3.86666666667,4,0.921351664072,2,5,30,11.3333333333,11,2.42670329643,6,15,623.3658536585366,552,219.86765975212919,414,1352,41
biskupija,Nc,f,inanimate,9,29513,32,4,4.5,1.29903810568,1,5,32,2.9375,3,1.27322179922,1,5,30,3.8,4,1.04562580942,1,5,30,8.16666666667,8,2.06693546639,5,14,659.5365853658536,612,159.33519660780786,456,1123,41
prijelaz,Nc,m,inanimate,8,41456,32,3.75,4,1.29903810568,1,5,32,3.96875,4,1.01502386056,2,5,30,4,4,1.12546286774,1,5,30,7.96666666667,7,2.93806436659,3,15,563.452380952381,525.5,159.46514297319365,403,1184,42
ulomak,Nc,m,inanimate,6,7241,32,4.59375,5,0.823839145404,1,5,32,4.46875,5,0.865461401508,2,5,30,4.46666666667,5,0.763034876151,2,5,30,8.06666666667,7,1.78761169037,5,12,592.8780487804878,543,162.66148823891155,392,1001,41
čovjek,Nc,m,animate,6,2308560,32,4.6875,5,0.881670998729,1,5,32,4.90625,5,0.291480595409,4,5,30,4.9,5,0.395811402901,3,5,30,4.06666666667,4,1.3646326327,2,7,500.64285714285717,474.5,108.78370157437647,346,939,42
stečevina,Nc,f,inanimate,9,5543,32,2.75,3,1.41421356237,1,5,32,2.03125,2,1.04535804273,1,5,30,2.43333333333,2,1.30851909509,1,5,30,12.5,12,2.48663092021,7,18,867.3870967741935,815,274.90333785039843,551,1871,31
kasa,Nc,f,inanimate,4,6318,32,4.90625,5,0.291480595409,4,5,31,3.51612903226,3,1.04328784702,2,5,30,4.73333333333,5,0.679869268479,2,5,30,6.1,6,2.07123151772,2,10,734.55,597,364.5313077898445,392,2034,40
reket,Nc,m,inanimate,5,7242,32,4.84375,5,0.711924109368,1,5,32,2.875,3,1.08253175473,1,5,30,4.76666666667,5,0.667499479817,2,5,30,5.7,6,1.75404294892,2,9,778.6923076923077,589,543.804054970565,427,3656,39
foton,Nc,m,inanimate,5,3252,32,3.125,3,1.57619002661,1,5,31,1.83870967742,2,0.919213345082,1,4,29,2.75862068966,3,1.33015872565,1,5,29,12.6551724138,13,3.49655852546,0,18,790.2,736,270.27521920747205,403,1569,35
prihod,Nc,m,inanimate,6,118775,32,3.15625,3,1.39439446983,1,5,32,3.5,4,0.790569415042,2,5,30,3.13333333333,3,1.05619863452,1,5,30,11.5,12,2.52652594155,6,16,598.3809523809524,540,226.9607199689562,389,1631,42
nepogoda,Nc,f,inanimate,8,10575,32,2.875,3,1.2183492931,1,5,32,3.21875,3,1.02269176075,1,5,30,3.73333333333,4,1.18133634311,1,5,30,9,9.5,2.60768096208,3,14,781.0512820512821,657,333.4852595746568,381,1624,39
tabela,Nc,f,inanimate,6,4897,32,4.71875,5,0.571968913054,3,5,32,3.34375,3,0.955555303214,1,5,30,4.63333333333,5,0.604611904907,3,5,30,8.36666666667,8,2.46959285893,4,14,794.9428571428572,618,466.02833433532913,482,2561,35
padobranac,Nc,m,animate,10,3350,32,4.84375,5,0.565098166251,2,5,32,2.6875,3,1.10219950553,1,5,30,4.83333333333,5,0.453382350291,3,5,30,6.76666666667,7,1.83817542386,3,10,699.829268292683,620,305.28289359535233,416,2040,41
violinist,Nc,m,animate,9,3104,32,4.9375,5,0.347985272677,3,5,32,2.75,3,0.829156197589,1,4,30,4.9,5,0.395811402901,3,5,30,6.96666666667,7,1.9232495649,3,11,582.4285714285714,567,92.6462305860948,436,825,42
uvježbavanje,Nc,n,inanimate,12,3066,31,3.09677419355,3,1.11745213392,1,5,31,3.54838709677,4,0.978435541168,1,5,30,3.73333333333,4,1.06249183003,2,5,30,7.86666666667,8,2.01218510304,4,12,619.3095238095239,561,172.05635606737215,381,1152,42
valjanost,Nc,f,inanimate,9,5589,32,2,2,1.0307764064,1,5,32,2.9375,3,0.998044963917,1,5,30,2.16666666667,2,1.21335164821,1,5,30,10.5,10,3.28379861339,3,16,593.1190476190476,544,175.7955023677494,397,1266,42
boljitak,Nc,m,inanimate,8,8708,32,1.875,2,0.960143218484,1,5,32,2.25,2,1.14564392374,1,5,30,1.96666666667,2,1.01598337694,1,5,30,12.7666666667,13,3.31344064213,3,19,817.7586206896551,744,266.08506362391677,559,1609,29
rana,Nc,f,inanimate,4,33348,32,4.65625,5,0.887742044459,1,5,32,3.46875,4,0.865461401508,2,5,30,4.83333333333,5,0.52174919475,3,5,30,5,5,2.11344899789,0,10,646.9047619047619,575.5,355.80426309321786,372,2583,42
kiosk,Nc,m,inanimate,5,12790,32,5,5,0,5,5,32,4.375,5,0.819679815538,2,5,30,4.86666666667,5,0.49888765157,3,5,30,6.23333333333,6,1.66699996667,4,10,609.780487804878,581,173.68973950627048,435,1430,41
veterinar,Nc,m,animate,9,15163,32,4.9375,5,0.347985272677,3,5,32,3.15625,3,0.971769487842,1,5,30,4.83333333333,5,0.453382350291,3,5,30,5.76666666667,5,1.74515201503,3,10,668,603,400.269652699021,398,2888,40
